id,tax_id/id,account_id/id,tag_ids/id
tax_repartition_line_5040,marin_data.tax_1010_ieps_8_0_602_lmmr,marin_data.account_602_61_001,
tax_repartition_line_5042,marin_data.tax_1011_ieps_0_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5044,marin_data.tax_1011_ieps_0_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5046,marin_data.tax_1012_ieps_3_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5048,marin_data.tax_1012_ieps_3_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5050,marin_data.tax_1013_ieps_6_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5052,marin_data.tax_1013_ieps_6_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5054,marin_data.tax_1014_ieps_6_0_lmmr,marin_data.account_208_02_001,
tax_repartition_line_5056,marin_data.tax_1014_ieps_6_0_lmmr,marin_data.account_208_02_001,
tax_repartition_line_5058,marin_data.tax_1015_ieps_7_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5060,marin_data.tax_1015_ieps_7_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5062,marin_data.tax_1016_ieps_7_0_lmmr,marin_data.account_208_02_001,
tax_repartition_line_5064,marin_data.tax_1016_ieps_7_0_lmmr,marin_data.account_208_02_001,
tax_repartition_line_5066,marin_data.tax_1017_ieps_9_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5068,marin_data.tax_1017_ieps_9_0_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5070,marin_data.tax_1018_ieps_9_0_lmmr,marin_data.account_208_02_001,
tax_repartition_line_5072,marin_data.tax_1018_ieps_9_0_lmmr,marin_data.account_208_02_001,
tax_repartition_line_5074,marin_data.tax_1019_ieps_exempt_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5076,marin_data.tax_1019_ieps_exempt_lmmr,marin_data.account_118_03_001,
tax_repartition_line_5078,marin_data.tax_1020_ish_2_0_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5080,marin_data.tax_1020_ish_2_0_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5082,marin_data.tax_1021_ish_2_0_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5084,marin_data.tax_1021_ish_2_0_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5086,marin_data.tax_1022_ish_3_0_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5088,marin_data.tax_1022_ish_3_0_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5090,marin_data.tax_1023_ish_3_0_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5092,marin_data.tax_1023_ish_3_0_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5094,marin_data.tax_1024_ish_3_5_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5096,marin_data.tax_1024_ish_3_5_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5098,marin_data.tax_1025_ish_3_5_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5100,marin_data.tax_1025_ish_3_5_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5102,marin_data.tax_1026_ish_4_0_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5104,marin_data.tax_1026_ish_4_0_601_lmmr,marin_data.account_601_49_001,
tax_repartition_line_5106,marin_data.tax_1027_ish_4_0_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5108,marin_data.tax_1027_ish_4_0_602_lmmr,marin_data.account_602_49_001,
tax_repartition_line_5113,marin_data.tax_1029_vat_0_0_lmmr,,l10n_mx.l10n_mx_out_diot_0
tax_repartition_line_5114,marin_data.tax_1029_vat_0_0_lmmr,marin_data.account_118_01_001,
tax_repartition_line_5115,marin_data.tax_1029_vat_0_0_lmmr,,l10n_mx.l10n_mx_out_diot_refunds
tax_repartition_line_5116,marin_data.tax_1029_vat_0_0_lmmr,marin_data.account_118_01_001,
tax_repartition_line_5118,marin_data.tax_1030_vat_0_0_lmmr,marin_data.account_208_01_001,
tax_repartition_line_5120,marin_data.tax_1030_vat_0_0_lmmr,marin_data.account_208_01_001,
tax_repartition_line_5121,marin_data.tax_1031_vat_0_0_non_deductible_lmmr,,marin_data.account_account_tag_26
tax_repartition_line_5122,marin_data.tax_1031_vat_0_0_non_deductible_lmmr,marin_data.account_602_83_007,
tax_repartition_line_5124,marin_data.tax_1031_vat_0_0_non_deductible_lmmr,marin_data.account_602_83_007,marin_data.account_account_tag_25
tax_repartition_line_5129,marin_data.tax_1033_vat_16_0_lmmr,,l10n_mx.l10n_mx_out_diot_16
tax_repartition_line_5130,marin_data.tax_1033_vat_16_0_lmmr,marin_data.account_118_01_001,
tax_repartition_line_5132,marin_data.tax_1033_vat_16_0_lmmr,marin_data.account_118_01_001,l10n_mx.l10n_mx_out_diot_refunds
tax_repartition_line_5134,marin_data.tax_1034_vat_16_0_lmmr,marin_data.account_208_01_001,
tax_repartition_line_5136,marin_data.tax_1034_vat_16_0_lmmr,marin_data.account_208_01_001,
tax_repartition_line_5137,marin_data.tax_1035_vat_16_0_non_deductible_lmmr,,l10n_mx.l10n_mx_out_diot_16_no_acreditable
tax_repartition_line_5138,marin_data.tax_1035_vat_16_0_non_deductible_lmmr,marin_data.account_602_83_007,
tax_repartition_line_5140,marin_data.tax_1035_vat_16_0_non_deductible_lmmr,marin_data.account_602_83_007,l10n_mx.l10n_mx_in_diot_16_no_acreditable
