id,code,type,product_qty,active,ready_to_produce,consumption,sequence,product_tmpl_id/id,product_uom_id/id,previous_bom_id/id,company_id/id,bom_line_ids/id,bom_line_ids/product_id/id,bom_line_ids/product_uom_id/id,bom_line_ids/product_qty,bom_line_ids/manual_consumption,bom_line_ids/sequence
,,,,,,,,,,,,marin_data.mrp_bom_line_1191,marin_data.product_product_1338,marin.uom_130,142.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1192,marin_data.product_product_1784,uom.product_uom_kgm,2.27,,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1193,marin_data.product_product_2121,uom.product_uom_kgm,0.91,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1194,marin_data.product_product_1167,uom.product_uom_kgm,5.68,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1195,marin_data.product_product_1121,uom.product_uom_kgm,5.68,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1196,marin_data.product_product_1663,uom.product_uom_unit,500.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1197,marin_data.product_product_1664,uom.product_uom_unit,500.0,,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1198,marin_data.product_product_1124,uom.product_uom_unit,500.0,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1199,marin_data.product_product_1501,uom.product_uom_unit,42.0,,10
,,,,,,,,,,,,marin_data.mrp_bom_line_1200,marin_data.product_product_1129,uom.product_uom_unit,42.0,,11
,,,,,,,,,,,,marin_data.mrp_bom_line_1201,marin_data.product_product_2329,uom.product_uom_unit,1.0,,12
mrp_bom_1025,Formulate Estelis  Soil XM 12x1L Batch 1000L,Manufacture this product,1000.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1528,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1202,marin_data.product_product_1765,uom.product_uom_kgm,703.87,,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1203,marin_data.product_product_1338,uom.product_uom_kgm,493.6,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1204,marin_data.product_product_1784,uom.product_uom_kgm,4.94,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1205,marin_data.product_product_2121,uom.product_uom_kgm,1.97,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1206,marin_data.product_product_1167,uom.product_uom_kgm,19.74,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1207,marin_data.product_product_1121,uom.product_uom_kgm,9.87,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1208,marin_data.product_product_1663,uom.product_uom_unit,1000.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1209,marin_data.product_product_1664,uom.product_uom_unit,1000.0,,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1210,marin_data.product_product_1123,uom.product_uom_unit,1000.0,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1211,marin_data.product_product_1128,uom.product_uom_unit,84.0,,10
,,,,,,,,,,,,marin_data.mrp_bom_line_1212,marin_data.product_product_1501,uom.product_uom_unit,84.0,,11
,,,,,,,,,,,,marin_data.mrp_bom_line_1213,marin_data.product_product_2329,uom.product_uom_unit,1.0,,12
mrp_bom_1026,Formulate Estelis  Soil XM 12x1L Batch 200L,Manufacture this product,200.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1528,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1214,marin_data.product_product_1765,uom.product_uom_kgm,140.77,,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1215,marin_data.product_product_1338,uom.product_uom_kgm,98.72,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1216,marin_data.product_product_1784,uom.product_uom_kgm,0.99,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1217,marin_data.product_product_2121,uom.product_uom_kgm,0.39,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1218,marin_data.product_product_1167,uom.product_uom_kgm,3.95,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1219,marin_data.product_product_1121,uom.product_uom_kgm,1.97,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1220,marin_data.product_product_1663,uom.product_uom_unit,200.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1221,marin_data.product_product_1664,uom.product_uom_unit,200.0,,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1222,marin_data.product_product_1123,uom.product_uom_unit,200.0,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1223,marin_data.product_product_1128,uom.product_uom_unit,17.0,,10
,,,,,,,,,,,,marin_data.mrp_bom_line_1224,marin_data.product_product_1501,uom.product_uom_unit,17.0,,11
,,,,,,,,,,,,marin_data.mrp_bom_line_1225,marin_data.product_product_2329,uom.product_uom_unit,1.0,,12
mrp_bom_1027,Formulate Estelis  Soil XM 12x1L Batch 500L,Manufacture this product,500.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1528,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1226,marin_data.product_product_1765,uom.product_uom_kgm,351.94,,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1227,marin_data.product_product_1338,uom.product_uom_kgm,246.8,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1228,marin_data.product_product_1784,uom.product_uom_kgm,2.47,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1229,marin_data.product_product_2121,uom.product_uom_kgm,0.99,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1230,marin_data.product_product_1167,uom.product_uom_kgm,9.87,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1231,marin_data.product_product_1121,uom.product_uom_kgm,4.94,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1232,marin_data.product_product_1663,uom.product_uom_unit,500.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1233,marin_data.product_product_1664,uom.product_uom_unit,500.0,,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1234,marin_data.product_product_1123,uom.product_uom_unit,500.0,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1235,marin_data.product_product_1128,uom.product_uom_unit,42.0,,10
,,,,,,,,,,,,marin_data.mrp_bom_line_1236,marin_data.product_product_1501,uom.product_uom_unit,42.0,,11
,,,,,,,,,,,,marin_data.mrp_bom_line_1237,marin_data.product_product_2329,uom.product_uom_unit,1.0,,12
mrp_bom_1028,Refill Eterbel XM 41.11 SL 12x1L Batch 1000L,Manufacture this product,1000.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1529,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1238,marin_data.product_product_1703,uom.product_uom_litre,1000.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1239,marin_data.product_product_1663,uom.product_uom_unit,1000.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1240,marin_data.product_product_1664,uom.product_uom_unit,1000.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1241,marin_data.product_product_1125,uom.product_uom_unit,1000.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1242,marin_data.product_product_1501,uom.product_uom_unit,84.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1243,marin_data.product_product_1130,uom.product_uom_unit,84.0,,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1244,marin_data.product_product_2329,uom.product_uom_unit,1.0,,9
mrp_bom_1029,Refill Eterbel XM 41.11 SL 12x1L Batch 200L,Manufacture this product,200.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1529,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1245,marin_data.product_product_1703,uom.product_uom_litre,200.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1246,marin_data.product_product_1663,uom.product_uom_unit,200.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1247,marin_data.product_product_1664,uom.product_uom_unit,200.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1248,marin_data.product_product_1125,uom.product_uom_unit,200.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1249,marin_data.product_product_1501,uom.product_uom_unit,17.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1250,marin_data.product_product_1130,uom.product_uom_unit,17.0,,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1251,marin_data.product_product_2329,uom.product_uom_unit,1.0,,9
mrp_bom_1030,Refill Eterbel XM 41.11 SL 12x1L Batch 500L,Manufacture this product,500.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1529,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1252,marin_data.product_product_1703,uom.product_uom_litre,500.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1253,marin_data.product_product_1663,uom.product_uom_unit,500.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1254,marin_data.product_product_1664,uom.product_uom_unit,500.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1255,marin_data.product_product_1125,uom.product_uom_unit,500.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1256,marin_data.product_product_1501,uom.product_uom_unit,42.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1257,marin_data.product_product_1130,uom.product_uom_unit,42.0,,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1258,marin_data.product_product_2329,uom.product_uom_unit,1.0,,9
mrp_bom_1031,Refill Ferti Beet XM 6x2Kg Batch 1000,Manufacture this product,1000.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1543,marin.uom_121,,marin_data.company_lmmr,marin_data.mrp_bom_line_1259,marin_data.product_product_1309,uom.product_uom_kgm,2000.0,,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1260,marin_data.product_product_1731,uom.product_uom_unit,1000.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1261,marin_data.product_product_1501,uom.product_uom_unit,167.0,,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1262,marin_data.product_product_2329,uom.product_uom_unit,1.0,,4
mrp_bom_1032,Refill Ferti Beet XM 6x2Kg Batch 200,Manufacture this product,200.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1543,marin.uom_121,,marin_data.company_lmmr,marin_data.mrp_bom_line_1263,marin_data.product_product_1309,uom.product_uom_kgm,400.0,,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1264,marin_data.product_product_1731,uom.product_uom_unit,200.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1265,marin_data.product_product_1131,uom.product_uom_unit,34.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1266,marin_data.product_product_1501,uom.product_uom_unit,34.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1267,marin_data.product_product_2329,uom.product_uom_unit,1.0,,8
mrp_bom_1033,Refill Ferti Beet XM 6x2Kg Batch 500,Manufacture this product,500.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1543,marin.uom_121,,marin_data.company_lmmr,marin_data.mrp_bom_line_1268,marin_data.product_product_1309,uom.product_uom_kgm,1000.0,,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1269,marin_data.product_product_1731,uom.product_uom_unit,500.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1270,marin_data.product_product_1131,uom.product_uom_unit,84.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1271,marin_data.product_product_1501,uom.product_uom_unit,84.0,,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1272,marin_data.product_product_2329,uom.product_uom_unit,1.0,,8
mrp_bom_1034,Refill Fortexyl XM 480 SL 12x1L Batch 200L,Manufacture this product,200.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1576,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1273,marin_data.product_product_1805,uom.product_uom_litre,200.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1274,marin_data.product_product_1868,uom.product_uom_unit,200.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1275,marin_data.product_product_1665,uom.product_uom_unit,200.0,,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1276,marin_data.product_product_1126,uom.product_uom_unit,200.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1277,marin_data.product_product_1132,uom.product_uom_unit,17.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1278,marin_data.product_product_1501,uom.product_uom_unit,17.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1279,marin_data.product_product_2329,uom.product_uom_unit,1.0,,7
mrp_bom_1035,Refill Fortexyl XM 480 SL 12x1L Batch 500L,Manufacture this product,500.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1576,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1280,marin_data.product_product_1805,uom.product_uom_litre,500.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1281,marin_data.product_product_1868,uom.product_uom_unit,500.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1282,marin_data.product_product_1665,uom.product_uom_unit,500.0,,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1283,marin_data.product_product_1126,uom.product_uom_unit,500.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1284,marin_data.product_product_1132,uom.product_uom_unit,42.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1285,marin_data.product_product_1501,uom.product_uom_unit,42.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1286,marin_data.product_product_2329,uom.product_uom_unit,1.0,,7
mrp_bom_1036,Refill Fortexyl XM 480 SL 12x1L Batch1000L,Manufacture this product,1000.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1576,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1287,marin_data.product_product_1805,uom.product_uom_litre,1000.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1288,marin_data.product_product_1868,uom.product_uom_unit,1000.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1289,marin_data.product_product_1665,uom.product_uom_unit,1000.0,,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1290,marin_data.product_product_1126,uom.product_uom_unit,1000.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1291,marin_data.product_product_1132,uom.product_uom_unit,84.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1292,marin_data.product_product_1501,uom.product_uom_unit,84.0,,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1293,marin_data.product_product_2329,uom.product_uom_unit,1.0,,7
mrp_bom_1037,Refill Ingenux 80 XM WG 8x1Kg Batch 1000Kg,Manufacture this product,1000.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1661,uom.product_uom_kgm,,marin_data.company_lmmr,marin_data.mrp_bom_line_1294,marin_data.product_product_1604,uom.product_uom_kgm,1000.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1295,marin_data.product_product_1732,uom.product_uom_unit,1000.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1296,marin_data.product_product_1502,uom.product_uom_unit,125.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1297,marin_data.product_product_2112,uom.product_uom_unit,125.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1298,marin_data.product_product_2329,uom.product_uom_unit,1.0,,6
mrp_bom_1038,Refill Ingenux 80 XM WG 8x1Kg Batch 200Kg,Manufacture this product,200.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1661,uom.product_uom_kgm,,marin_data.company_lmmr,marin_data.mrp_bom_line_1299,marin_data.product_product_1604,uom.product_uom_kgm,200.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1300,marin_data.product_product_1732,uom.product_uom_unit,200.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1301,marin_data.product_product_1502,uom.product_uom_unit,25.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1302,marin_data.product_product_2112,uom.product_uom_unit,25.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1303,marin_data.product_product_2329,uom.product_uom_unit,1.0,,6
mrp_bom_1039,Refill Ingenux 80 XM WG 8x1Kg Batch 500Kg,Manufacture this product,500.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1661,uom.product_uom_kgm,,marin_data.company_lmmr,marin_data.mrp_bom_line_1304,marin_data.product_product_1604,uom.product_uom_kgm,500.0,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1305,marin_data.product_product_1732,uom.product_uom_unit,500.0,,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1306,marin_data.product_product_1502,uom.product_uom_unit,63.0,,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1307,marin_data.product_product_2112,uom.product_uom_unit,63.0,,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1308,marin_data.product_product_2329,uom.product_uom_unit,1.0,,6
mrp_bom_1040,Formulate Linexar CT 12x1L Batch 1000L,Manufacture this product,1000.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1745,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1309,marin_data.product_product_1465,uom.product_uom_kgm,86.68,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1310,marin_data.product_product_1401,uom.product_uom_kgm,609.09,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1311,marin_data.product_product_1728,uom.product_uom_kgm,38.67,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1312,marin_data.product_product_1259,uom.product_uom_kgm,20.37,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1313,marin_data.product_product_1260,uom.product_uom_kgm,61.1,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1314,marin_data.product_product_1832,uom.product_uom_kgm,6.45,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1315,marin_data.product_product_1122,uom.product_uom_kgm,1.16,True,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1316,marin_data.product_product_2121,uom.product_uom_kgm,12.89,True,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1317,marin_data.product_product_1573,uom.product_uom_kgm,0.52,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1318,marin_data.product_product_1663,uom.product_uom_unit,1000.0,,12
,,,,,,,,,,,,marin_data.mrp_bom_line_1319,marin_data.product_product_1664,uom.product_uom_unit,1000.0,,13
,,,,,,,,,,,,marin_data.mrp_bom_line_1320,marin_data.product_product_2098,uom.product_uom_unit,1000.0,,14
,,,,,,,,,,,,marin_data.mrp_bom_line_1321,marin_data.product_product_1501,uom.product_uom_unit,84.0,,15
,,,,,,,,,,,,marin_data.mrp_bom_line_1322,marin_data.product_product_2107,uom.product_uom_unit,84.0,,16
,,,,,,,,,,,,marin_data.mrp_bom_line_1323,marin_data.product_product_2329,uom.product_uom_unit,1.0,,17
mrp_bom_1041,Formulate Linexar CT 12x1L Batch 200L,Manufacture this product,200.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1745,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1324,marin_data.product_product_1465,uom.product_uom_kgm,17.34,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1325,marin_data.product_product_1401,uom.product_uom_kgm,121.82,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1326,marin_data.product_product_1728,uom.product_uom_kgm,7.73,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1327,marin_data.product_product_1259,uom.product_uom_kgm,4.07,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1328,marin_data.product_product_1260,uom.product_uom_kgm,12.22,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1329,marin_data.product_product_1832,uom.product_uom_kgm,1.29,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1330,marin_data.product_product_1122,uom.product_uom_kgm,0.23,True,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1331,marin_data.product_product_2121,uom.product_uom_kgm,2.58,True,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1332,marin_data.product_product_1573,uom.product_uom_kgm,0.1,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1333,marin_data.product_product_1868,uom.product_uom_unit,200.0,,10
,,,,,,,,,,,,marin_data.mrp_bom_line_1334,marin_data.product_product_1870,uom.product_uom_unit,200.0,,11
,,,,,,,,,,,,marin_data.mrp_bom_line_1335,marin_data.product_product_2098,uom.product_uom_unit,200.0,,12
,,,,,,,,,,,,marin_data.mrp_bom_line_1336,marin_data.product_product_1839,uom.product_uom_unit,17.0,,13
,,,,,,,,,,,,marin_data.mrp_bom_line_1337,marin_data.product_product_2107,uom.product_uom_unit,17.0,,14
,,,,,,,,,,,,marin_data.mrp_bom_line_1338,marin_data.product_product_2329,uom.product_uom_unit,1.0,,15
mrp_bom_1042,Formulate Linexar CT 12x1L Batch 500L,Manufacture this product,500.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1745,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1339,marin_data.product_product_1465,uom.product_uom_kgm,43.34,True,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1340,marin_data.product_product_1401,uom.product_uom_kgm,304.54,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1341,marin_data.product_product_1728,uom.product_uom_kgm,19.34,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1342,marin_data.product_product_1259,uom.product_uom_kgm,10.18,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1343,marin_data.product_product_1260,uom.product_uom_kgm,30.55,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1344,marin_data.product_product_1832,uom.product_uom_kgm,3.22,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1345,marin_data.product_product_1122,uom.product_uom_kgm,0.58,True,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1346,marin_data.product_product_2121,uom.product_uom_kgm,6.45,True,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1347,marin_data.product_product_1573,uom.product_uom_kgm,0.26,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1348,marin_data.product_product_1663,uom.product_uom_unit,500.0,,12
,,,,,,,,,,,,marin_data.mrp_bom_line_1349,marin_data.product_product_1664,uom.product_uom_unit,500.0,,13
,,,,,,,,,,,,marin_data.mrp_bom_line_1350,marin_data.product_product_2098,uom.product_uom_unit,500.0,,14
,,,,,,,,,,,,marin_data.mrp_bom_line_1351,marin_data.product_product_1501,uom.product_uom_unit,42.0,,15
,,,,,,,,,,,,marin_data.mrp_bom_line_1352,marin_data.product_product_2107,uom.product_uom_unit,42.0,,16
,,,,,,,,,,,,marin_data.mrp_bom_line_1353,marin_data.product_product_2329,uom.product_uom_unit,2.0,,17
mrp_bom_1043,Formulate Linexar 60 XM 12x1L Batch 1000L,Manufacture this product,1000.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1749,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1354,marin_data.product_product_1765,uom.product_uom_kgm,470.19,,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1355,marin_data.product_product_1465,uom.product_uom_kgm,612.32,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1356,marin_data.product_product_1728,uom.product_uom_kgm,36.6,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1357,marin_data.product_product_1259,uom.product_uom_kgm,19.28,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1358,marin_data.product_product_1260,uom.product_uom_kgm,57.83,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1359,marin_data.product_product_1832,uom.product_uom_kgm,9.76,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1360,marin_data.product_product_1122,uom.product_uom_kgm,1.34,True,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1361,marin_data.product_product_2121,uom.product_uom_kgm,12.2,True,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1362,marin_data.product_product_1573,uom.product_uom_kgm,0.49,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1363,marin_data.product_product_1868,uom.product_uom_unit,1000.0,,10
,,,,,,,,,,,,marin_data.mrp_bom_line_1364,marin_data.product_product_1870,uom.product_uom_unit,1000.0,,11
,,,,,,,,,,,,marin_data.mrp_bom_line_1365,marin_data.product_product_2097,uom.product_uom_unit,1000.0,,12
,,,,,,,,,,,,marin_data.mrp_bom_line_1366,marin_data.product_product_2106,uom.product_uom_unit,84.0,,13
,,,,,,,,,,,,marin_data.mrp_bom_line_1367,marin_data.product_product_1501,uom.product_uom_unit,84.0,,14
,,,,,,,,,,,,marin_data.mrp_bom_line_1368,marin_data.product_product_2329,uom.product_uom_unit,1.0,,15
mrp_bom_1044,Formulate Linexar 60 XM 12x1L Batch 200L,Manufacture this product,200.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1749,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1369,marin_data.product_product_1765,uom.product_uom_kgm,94.04,,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1370,marin_data.product_product_1465,uom.product_uom_kgm,122.46,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1371,marin_data.product_product_1728,uom.product_uom_kgm,7.32,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1372,marin_data.product_product_1259,uom.product_uom_kgm,3.86,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1373,marin_data.product_product_1260,uom.product_uom_kgm,11.57,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1374,marin_data.product_product_1832,uom.product_uom_kgm,1.95,True,6
,,,,,,,,,,,,marin_data.mrp_bom_line_1375,marin_data.product_product_1122,uom.product_uom_kgm,0.27,True,7
,,,,,,,,,,,,marin_data.mrp_bom_line_1376,marin_data.product_product_2121,uom.product_uom_kgm,2.44,True,8
,,,,,,,,,,,,marin_data.mrp_bom_line_1377,marin_data.product_product_1573,uom.product_uom_kgm,0.1,,9
,,,,,,,,,,,,marin_data.mrp_bom_line_1378,marin_data.product_product_1868,uom.product_uom_unit,200.0,,10
,,,,,,,,,,,,marin_data.mrp_bom_line_1379,marin_data.product_product_1870,uom.product_uom_unit,200.0,,11
,,,,,,,,,,,,marin_data.mrp_bom_line_1380,marin_data.product_product_2097,uom.product_uom_unit,200.0,,12
,,,,,,,,,,,,marin_data.mrp_bom_line_1381,marin_data.product_product_2106,uom.product_uom_unit,17.0,,13
,,,,,,,,,,,,marin_data.mrp_bom_line_1382,marin_data.product_product_1501,uom.product_uom_unit,17.0,,14
,,,,,,,,,,,,marin_data.mrp_bom_line_1383,marin_data.product_product_2329,uom.product_uom_unit,1.0,,15
mrp_bom_1045,Formulate Linexar 60 XM 12x1L Batch 500L,Manufacture this product,500.0,True, When all components are available,Allowed with warning,10,marin_data.product_template_1749,uom.product_uom_litre,,marin_data.company_lmmr,marin_data.mrp_bom_line_1384,marin_data.product_product_1765,uom.product_uom_kgm,235.09,,1
,,,,,,,,,,,,marin_data.mrp_bom_line_1385,marin_data.product_product_1465,uom.product_uom_kgm,306.16,True,2
,,,,,,,,,,,,marin_data.mrp_bom_line_1386,marin_data.product_product_1728,uom.product_uom_kgm,18.3,True,3
,,,,,,,,,,,,marin_data.mrp_bom_line_1387,marin_data.product_product_1259,uom.product_uom_kgm,9.64,True,4
,,,,,,,,,,,,marin_data.mrp_bom_line_1388,marin_data.product_product_1260,uom.product_uom_kgm,28.91,True,5
,,,,,,,,,,,,marin_data.mrp_bom_line_1389,marin_data.product_product_1832,uom.product_uom_kgm,4.88,True,6
