"id","company_id/id","previous_bom_id/id","product_tmpl_id/id","product_uom_id/id","code","product_qty","type","ready_to_produce","consumption","sequence","active","bom_line_ids/id","bom_line_ids/product_id/id","bom_line_ids/product_uom_id/id","bom_line_ids/product_qty","bom_line_ids/manual_consumption","bom_line_ids/sequence"
"marin.bom_1022","marin.company_lmmg","","marin.product_template_1751","uom.product_uom_litre","Formulate Linexar 60 XM 12x1L Batch 1000","1000.0","Manufacture this product"," When all components are available","Allowed with warning","22","True","marin.bom_line_1215","marin.product_product_1122","uom.product_uom_kgm","1.34","True","1"
"","","","","","","","","","","","","marin.bom_line_1216","marin.product_product_1260","uom.product_uom_kgm","19.28","True","1"
"","","","","","","","","","","","","marin.bom_line_1217","marin.product_product_1261","uom.product_uom_kgm","57.83","True","1"
"","","","","","","","","","","","","marin.bom_line_1218","marin.product_product_1468","uom.product_uom_kgm","612.32","True","1"
"","","","","","","","","","","","","marin.bom_line_1219","marin.product_product_1576","uom.product_uom_kgm","0.49","","1"
"","","","","","","","","","","","","marin.bom_line_1220","marin.product_product_1730","uom.product_uom_kgm","36.6","True","1"
"","","","","","","","","","","","","marin.bom_line_1221","marin.product_product_1834","uom.product_uom_kgm","9.76","True","1"
"","","","","","","","","","","","","marin.bom_line_1222","marin.product_product_1841","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","marin.bom_line_1223","marin.product_product_1870","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1224","marin.product_product_1872","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1225","marin.product_product_2101","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1226","marin.product_product_2110","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","marin.bom_line_1227","marin.product_product_2125","uom.product_uom_kgm","12.2","True","1"
"marin.bom_1023","marin.company_lmmg","","marin.product_template_1751","uom.product_uom_litre","Formulate Linexar 60 XM 12x1L Batch 500","500.0","Manufacture this product"," When all components are available","Allowed with warning","23","True","marin.bom_line_1228","marin.product_product_1122","uom.product_uom_kgm","0.67","True","1"
"","","","","","","","","","","","","marin.bom_line_1229","marin.product_product_1260","uom.product_uom_kgm","9.64","True","1"
"","","","","","","","","","","","","marin.bom_line_1230","marin.product_product_1261","uom.product_uom_kgm","28.91","True","1"
"","","","","","","","","","","","","marin.bom_line_1231","marin.product_product_1468","uom.product_uom_kgm","306.16","True","1"
"","","","","","","","","","","","","marin.bom_line_1232","marin.product_product_1576","uom.product_uom_kgm","0.24","","1"
"","","","","","","","","","","","","marin.bom_line_1233","marin.product_product_1730","uom.product_uom_kgm","18.3","True","1"
"","","","","","","","","","","","","marin.bom_line_1234","marin.product_product_1834","uom.product_uom_kgm","4.88","True","1"
"","","","","","","","","","","","","marin.bom_line_1235","marin.product_product_1841","uom.product_uom_unit","42.0","","1"
"","","","","","","","","","","","","marin.bom_line_1236","marin.product_product_1870","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1237","marin.product_product_1872","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1238","marin.product_product_2101","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1239","marin.product_product_2110","uom.product_uom_unit","42.0","","1"
"","","","","","","","","","","","","marin.bom_line_1240","marin.product_product_2125","uom.product_uom_kgm","6.1","True","1"
"marin.bom_1024","marin.company_lmmg","","marin.product_template_1769","uom.product_uom_litre","Refill Magistop XM 12x1L 600","600.0","Manufacture this product"," When all components are available","Allowed with warning","9","True","marin.bom_line_1241","marin.product_product_2032","uom.product_uom_litre","600.0","True","1"
"","","","","","","","","","","","","marin.bom_line_1242","marin.product_product_1870","uom.product_uom_unit","600.0","","2"
"","","","","","","","","","","","","marin.bom_line_1243","marin.product_product_1668","uom.product_uom_unit","600.0","","4"
"","","","","","","","","","","","","marin.bom_line_1244","marin.product_product_2119","uom.product_uom_unit","650.0","","5"
"","","","","","","","","","","","","marin.bom_line_1245","marin.product_product_1504","uom.product_uom_unit","50.0","","6"
"","","","","","","","","","","","","marin.bom_line_1246","marin.product_product_2333","uom.product_uom_unit","1.0","","7"
"marin.bom_1025","marin.company_lmmg","","marin.product_template_1894","uom.product_uom_litre","Formulate Omipro CT Batch 12x1L 1000","1000.0","Manufacture this product"," When all components are available","Allowed with warning","25","True","marin.bom_line_1247","marin.product_product_1122","uom.product_uom_kgm","3.45","True","1"
"","","","","","","","","","","","","marin.bom_line_1248","marin.product_product_1260","uom.product_uom_kgm","42.23","True","1"
"","","","","","","","","","","","","marin.bom_line_1249","marin.product_product_1261","uom.product_uom_kgm","42.23","True","1"
"","","","","","","","","","","","","marin.bom_line_1250","marin.product_product_1402","uom.product_uom_kgm","398.96","True","1"
"","","","","","","","","","","","","marin.bom_line_1251","marin.product_product_1524","uom.product_uom_kgm","13.8","True","1"
"","","","","","","","","","","","","marin.bom_line_1252","marin.product_product_1576","uom.product_uom_kgm","1.38","","1"
"","","","","","","","","","","","","marin.bom_line_1253","marin.product_product_1730","uom.product_uom_kgm","41.4","True","1"
"","","","","","","","","","","","","marin.bom_line_1254","marin.product_product_1766","uom.product_uom_kgm","35.69","True","1"
"","","","","","","","","","","","","marin.bom_line_1255","marin.product_product_1767","uom.product_uom_kgm","486.37","","1"
"","","","","","","","","","","","","marin.bom_line_1256","marin.product_product_1834","uom.product_uom_kgm","11.04","True","1"
"","","","","","","","","","","","","marin.bom_line_1257","marin.product_product_1841","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","marin.bom_line_1258","marin.product_product_1870","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1259","marin.product_product_1872","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1260","marin.product_product_2011","uom.product_uom_kgm","439.14","True","1"
"","","","","","","","","","","","","marin.bom_line_1261","marin.product_product_2105","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1262","marin.product_product_2113","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","marin.bom_line_1263","marin.product_product_2333","uom.product_uom_unit","3.0","","1"
"marin.bom_1026","marin.company_lmmg","","marin.product_template_1894","uom.product_uom_litre","Formulate Omipro CT 12x1L Batch 500","500.0","Manufacture this product"," When all components are available","Allowed with warning","26","True","marin.bom_line_1264","marin.product_product_1122","uom.product_uom_kgm","1.73","True","1"
"","","","","","","","","","","","","marin.bom_line_1265","marin.product_product_1260","uom.product_uom_kgm","21.11","True","1"
"","","","","","","","","","","","","marin.bom_line_1266","marin.product_product_1261","uom.product_uom_kgm","21.11","True","1"
"","","","","","","","","","","","","marin.bom_line_1267","marin.product_product_1402","marin.uom_uom_123","199.48","True","1"
"","","","","","","","","","","","","marin.bom_line_1268","marin.product_product_1524","uom.product_uom_kgm","6.9","True","1"
"","","","","","","","","","","","","marin.bom_line_1269","marin.product_product_1576","uom.product_uom_kgm","0.69","","1"
"","","","","","","","","","","","","marin.bom_line_1270","marin.product_product_1730","uom.product_uom_kgm","20.7","True","1"
"","","","","","","","","","","","","marin.bom_line_1271","marin.product_product_1766","uom.product_uom_kgm","17.84","True","1"
"","","","","","","","","","","","","marin.bom_line_1272","marin.product_product_1767","uom.product_uom_kgm","243.19","","1"
"","","","","","","","","","","","","marin.bom_line_1273","marin.product_product_1834","uom.product_uom_kgm","5.52","True","1"
"","","","","","","","","","","","","marin.bom_line_1274","marin.product_product_1841","uom.product_uom_unit","42.0","","1"
"","","","","","","","","","","","","marin.bom_line_1275","marin.product_product_1870","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1276","marin.product_product_1872","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1277","marin.product_product_2011","uom.product_uom_kgm","219.57","True","1"
"","","","","","","","","","","","","marin.bom_line_1278","marin.product_product_2105","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1279","marin.product_product_2113","uom.product_uom_unit","42.0","","1"
"","","","","","","","","","","","","marin.bom_line_1280","marin.product_product_2333","uom.product_uom_unit","1.0","","1"
"marin.bom_1027","marin.company_lmmg","","marin.product_template_1894","uom.product_uom_litre","Formulate Omipro CT 12x1L Batch 200","200.0","Manufacture this product"," When all components are available","Allowed with warning","27","True","marin.bom_line_1281","marin.product_product_1122","uom.product_uom_kgm","0.69","True","1"
"","","","","","","","","","","","","marin.bom_line_1282","marin.product_product_1260","uom.product_uom_kgm","8.45","True","1"
"","","","","","","","","","","","","marin.bom_line_1283","marin.product_product_1261","uom.product_uom_kgm","8.45","True","1"
"","","","","","","","","","","","","marin.bom_line_1284","marin.product_product_1402","uom.product_uom_kgm","79.79","True","1"
"","","","","","","","","","","","","marin.bom_line_1285","marin.product_product_1524","uom.product_uom_kgm","2.76","True","1"
"","","","","","","","","","","","","marin.bom_line_1286","marin.product_product_1576","uom.product_uom_kgm","0.28","","1"
"","","","","","","","","","","","","marin.bom_line_1287","marin.product_product_1730","uom.product_uom_kgm","8.28","True","1"
"","","","","","","","","","","","","marin.bom_line_1288","marin.product_product_1766","uom.product_uom_kgm","7.14","True","1"
"","","","","","","","","","","","","marin.bom_line_1289","marin.product_product_1767","uom.product_uom_kgm","97.27","","1"
"","","","","","","","","","","","","marin.bom_line_1290","marin.product_product_1834","uom.product_uom_kgm","2.21","True","1"
"","","","","","","","","","","","","marin.bom_line_1291","marin.product_product_1841","uom.product_uom_unit","17.0","","1"
"","","","","","","","","","","","","marin.bom_line_1292","marin.product_product_1870","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","marin.bom_line_1293","marin.product_product_1872","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","marin.bom_line_1294","marin.product_product_2011","uom.product_uom_kgm","87.83","True","1"
"","","","","","","","","","","","","marin.bom_line_1295","marin.product_product_2105","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","marin.bom_line_1296","marin.product_product_2113","uom.product_uom_unit","17.0","","1"
"","","","","","","","","","","","","marin.bom_line_1297","marin.product_product_2333","uom.product_uom_unit","1.0","","1"
"marin.bom_1028","marin.company_lmmg","","marin.product_template_1895","uom.product_uom_litre","Formulate Omipro XM 12x1L Batch 500","500.0","Manufacture this product"," When all components are available","Allowed with warning","29","True","marin.bom_line_1298","marin.product_product_1260","uom.product_uom_kgm","6.46","True","1"
"","","","","","","","","","","","","marin.bom_line_1299","marin.product_product_1261","uom.product_uom_kgm","0.54","True","1"
"","","","","","","","","","","","","marin.bom_line_1300","marin.product_product_1429","uom.product_uom_kgm","0.04","","1"
"","","","","","","","","","","","","marin.bom_line_1301","marin.product_product_1524","uom.product_uom_kgm","0.46","True","1"
"","","","","","","","","","","","","marin.bom_line_1302","marin.product_product_1576","uom.product_uom_kgm","0.26","","1"
"","","","","","","","","","","","","marin.bom_line_1303","marin.product_product_1730","uom.product_uom_kgm","16.14","True","1"
"","","","","","","","","","","","","marin.bom_line_1304","marin.product_product_1766","uom.product_uom_kgm","16.14","True","1"
"","","","","","","","","","","","","marin.bom_line_1305","marin.product_product_1767","uom.product_uom_kgm","126.75","","1"
"","","","","","","","","","","","","marin.bom_line_1306","marin.product_product_1841","uom.product_uom_unit","42.0","","1"
"","","","","","","","","","","","","marin.bom_line_1307","marin.product_product_1870","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1308","marin.product_product_1872","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1309","marin.product_product_2011","uom.product_uom_kgm","371.29","True","1"
"","","","","","","","","","","","","marin.bom_line_1310","marin.product_product_2106","uom.product_uom_unit","500.0","","1"
"","","","","","","","","","","","","marin.bom_line_1311","marin.product_product_2114","uom.product_uom_unit","42.0","","1"
"marin.bom_1029","marin.company_lmmg","","marin.product_template_1895","uom.product_uom_litre","Formulate Omipro XM 12x1L Batch 200","200.0","Manufacture this product"," When all components are available","Allowed with warning","30","True","marin.bom_line_1312","marin.product_product_1260","uom.product_uom_kgm","2.58","True","1"
"","","","","","","","","","","","","marin.bom_line_1313","marin.product_product_1261","uom.product_uom_kgm","0.22","True","1"
"","","","","","","","","","","","","marin.bom_line_1314","marin.product_product_1429","uom.product_uom_kgm","0.02","","1"
"","","","","","","","","","","","","marin.bom_line_1315","marin.product_product_1524","uom.product_uom_kgm","0.19","True","1"
"","","","","","","","","","","","","marin.bom_line_1316","marin.product_product_1576","uom.product_uom_kgm","0.11","","1"
"","","","","","","","","","","","","marin.bom_line_1317","marin.product_product_1730","uom.product_uom_kgm","6.46","True","1"
"","","","","","","","","","","","","marin.bom_line_1318","marin.product_product_1766","uom.product_uom_kgm","6.46","True","1"
"","","","","","","","","","","","","marin.bom_line_1319","marin.product_product_1767","uom.product_uom_kgm","50.7","","1"
"","","","","","","","","","","","","marin.bom_line_1320","marin.product_product_1841","uom.product_uom_unit","17.0","","1"
"","","","","","","","","","","","","marin.bom_line_1321","marin.product_product_1870","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","marin.bom_line_1322","marin.product_product_1872","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","marin.bom_line_1323","marin.product_product_2011","uom.product_uom_kgm","148.52","True","1"
"","","","","","","","","","","","","marin.bom_line_1324","marin.product_product_2106","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","marin.bom_line_1325","marin.product_product_2114","uom.product_uom_unit","17.0","","1"
"marin.bom_1030","marin.company_lmmg","","marin.product_template_1895","uom.product_uom_litre","Formulate Omipro XM 12x1L Batch 1000","1000.0","Manufacture this product"," When all components are available","Allowed with warning","28","True","marin.bom_line_1326","marin.product_product_1260","uom.product_uom_kgm","12.91","True","1"
"","","","","","","","","","","","","marin.bom_line_1327","marin.product_product_1261","uom.product_uom_kgm","1.08","True","1"
"","","","","","","","","","","","","marin.bom_line_1328","marin.product_product_1429","uom.product_uom_kgm","0.09","","1"
"","","","","","","","","","","","","marin.bom_line_1329","marin.product_product_1524","uom.product_uom_kgm","0.93","True","1"
"","","","","","","","","","","","","marin.bom_line_1330","marin.product_product_1576","uom.product_uom_kgm","0.54","","1"
"","","","","","","","","","","","","marin.bom_line_1331","marin.product_product_1730","uom.product_uom_kgm","32.29","True","1"
"","","","","","","","","","","","","marin.bom_line_1332","marin.product_product_1766","uom.product_uom_kgm","32.29","True","1"
"","","","","","","","","","","","","marin.bom_line_1333","marin.product_product_1767","uom.product_uom_kgm","253.51","","1"
"","","","","","","","","","","","","marin.bom_line_1334","marin.product_product_1841","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","marin.bom_line_1335","marin.product_product_1870","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1336","marin.product_product_1872","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1337","marin.product_product_2011","uom.product_uom_kgm","742.58","True","1"
"","","","","","","","","","","","","marin.bom_line_1338","marin.product_product_2106","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","marin.bom_line_1339","marin.product_product_2114","uom.product_uom_unit","83.0","","1"
"marin.bom_1031","marin.company_lmmg","","marin.product_template_1895","uom.product_uom_litre","Refill Omipro XM 12x1L 1000","1000.0","Manufacture this product"," When all components are available","Allowed with warning","10","True","marin.bom_line_1340","marin.product_product_2010","marin.uom_uom_150","5.0","","1"
"","","","","","","","","","","","","marin.bom_line_1341","marin.product_product_1870","uom.product_uom_unit","1000.0","","2"
"","","","","","","","","","","","","marin.bom_line_1342","marin.product_product_1872","uom.product_uom_unit","1000.0","","3"
"","","","","","","","","","","","","marin.bom_line_1343","marin.product_product_2106","uom.product_uom_unit","1000.0","","4"
"","","","","","","","","","","","","marin.bom_line_1344","marin.product_product_1504","uom.product_uom_unit","83.33","","5"
"","","","","","","","","","","","","marin.bom_line_1345","marin.product_product_2114","uom.product_uom_unit","83.33","","6"
"","","","","","","","","","","","","marin.bom_line_1346","marin.product_product_2333","uom.product_uom_unit","2.0","","8"
