id,name,qty,sales,purchase,product_id/id,package_type_id/id
marin.product_packaging_1001,12x1,12.0,True,True,marin.product_product_1164,marin.stock_package_type_8
marin.product_packaging_1002,12x1,12.0,True,True,marin.product_product_1165,marin.stock_package_type_8
marin.product_packaging_1003,2x1,2.0,True,True,marin.product_product_1166,marin.stock_package_type_23
marin.product_packaging_1004,12x1,12.0,True,True,marin.product_product_1167,marin.stock_package_type_8
marin.product_packaging_1005,24x1,24.0,True,True,marin.product_product_1173,marin.stock_package_type_20
marin.product_packaging_1006,10x1,10.0,True,True,marin.product_product_1178,marin.stock_package_type_4
marin.product_packaging_1007,20x1,20.0,True,True,marin.product_product_1179,marin.stock_package_type_15
marin.product_packaging_1008,60x1,60.0,True,True,marin.product_product_1182,marin.stock_package_type_27
marin.product_packaging_1009,12x1,12.0,True,True,marin.product_product_1186,marin.stock_package_type_8
marin.product_packaging_1010,12x1,12.0,True,True,marin.product_product_1187,marin.stock_package_type_7
marin.product_packaging_1011,12x1,12.0,True,True,marin.product_product_1192,marin.stock_package_type_8
marin.product_packaging_1012,1x20,1.0,True,True,marin.product_product_1193,marin.stock_package_type_37
marin.product_packaging_1013,12x1,12.0,True,True,marin.product_product_1195,marin.stock_package_type_8
marin.product_packaging_1014,1x20,1.0,True,True,marin.product_product_1196,marin.stock_package_type_37
marin.product_packaging_1015,20x1,20.0,True,True,marin.product_product_1200,marin.stock_package_type_15
marin.product_packaging_1016,12x1,12.0,True,True,marin.product_product_1201,marin.stock_package_type_8
