id,name,default_code,type,uom_id/id,uom_po_id/id,standard_price,list_price,volume,weight,base_unit_count,barcode,x_dose_x_ha,active,available_in_pos,can_be_expensed,purchase_ok,rent_ok,sale_ok,landed_cost_ok,is_published,is_storable,tracking,invoice_policy,purchase_method,pos_categ_ids/id,categ_id/id,unspsc_code_id/id
marin.product_template_1001,"Acarreos, distribucion, fletes, logistica, maniobras, transporte de carga",,Service,uom.product_uom_unit,uom.product_uom_unit,1190.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,product_unspsc.unspsc_code_60105618
marin.product_template_1002,"Alquiler, arrendamiento, renta mensual de propiedades o edificios",,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,product_unspsc.unspsc_code_60121008
marin.product_template_1003,Bloques para contruccion,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,6.59,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_111,
marin.product_template_1004,"Bonificaciones, descuentos, notas de credito, servicios de facturación a tasa 0%",,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_fx,product_unspsc.unspsc_code_70111602
marin.product_template_1005,Cambio de banco a efectivo a terceros,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_fx,product_unspsc.unspsc_code_70111501
marin.product_template_1006,Cambio de efectivo propio para banco,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_fx,product_unspsc.unspsc_code_70111602
marin.product_template_1007,Caseta/Autopista Acambay,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,21.55,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1008,Caseta/Autopista Acatlan II,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,110.344828,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1009,Caseta/Autopista Amozoc,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,57.758621,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1010,Caseta/Autopista Apaseo,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1011,Caseta/Autopista Atitalaquia,,Service,uom.product_uom_unit,uom.product_uom_unit,160.0,0.0,0.0,0.0,0.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1012,Caseta/Autopista Atlacomulco,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1013,Caseta/Autopista Atlacomulco Sur,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1014,Caseta/Autopista Atlacomulco-Banobras,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,40.517241,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1015,Caseta/Autopista Autopista Urbana,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1016,Caseta/Autopista Capula Viapass,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,45.69,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1017,Caseta/Autopista Cayaco,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,50.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1018,Caseta/Autopista Cerro Gordo,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,33.62,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1019,Caseta/Autopista Chalco,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,15.517241,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1020,Caseta/Autopista Chamapa,,Service,uom.product_uom_unit,uom.product_uom_unit,203.44,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1021,Caseta/Autopista Chapala,,Service,uom.product_uom_unit,uom.product_uom_unit,1561.33,62.931034,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1022,Caseta/Autopista Chapultepec,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1023,Caseta/Autopista Chichimequillas,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,37.93,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1024,Caseta/Autopista Circuito Mexiquense,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1025,Caseta/Autopista Contepec,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,38.79,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1026,Caseta/Autopista Cuautitlan,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,106.896552,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1027,Caseta/Autopista Ecatepec VIAPASS,,Service,uom.product_uom_unit,uom.product_uom_unit,350.0,70.689655,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1028,Caseta/Autopista Ecuandureo,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,84.48,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1029,Caseta/Autopista El Dorado,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1030,Caseta/Autopista Entronque Peñon VIAP,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,61.206897,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1031,Caseta/Autopista Huitzo,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,76.724138,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1032,Caseta/Autopista Interlomas,,Service,uom.product_uom_unit,uom.product_uom_unit,671.98,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1033,Caseta/Autopista Jilotepec,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1034,Caseta/Autopista La Finca,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,41.37931,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1035,Caseta/Autopista La Hortaliza,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1036,Caseta/Autopista La Marquesa,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1037,Caseta/Autopista La Marquesa T2,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1038,Caseta/Autopista La Venta,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1039,Caseta/Autopista Las Cruces Maxitunel,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,90.52,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1040,Caseta/Autopista Lerma-Tres Marias,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,55.17,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,product.product_category_all,
marin.product_template_1041,Caseta/Autopista Libramiento La Piedad,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1042,Caseta/Autopista Libramiento Puebla,,Service,uom.product_uom_unit,uom.product_uom_unit,1180.0,47.413793,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1043,Caseta/Autopista Libramiento Queretaro Atlacomulco,,Service,uom.product_uom_unit,uom.product_uom_unit,10800.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1044,Caseta/Autopista Libramiento Sur Guadalajara,,Service,uom.product_uom_unit,uom.product_uom_unit,59187.5,50.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1045,Caseta/Autopista Miahuatlan,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1046,Caseta/Autopista Monumento,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,34.482759,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1047,Caseta/Autopista NF,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,True,,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1048,Caseta/Autopista Oacalco,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1049,Caseta/Autopista Ocotlan,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,170.69,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1050,Caseta/Autopista Palmillas,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1051,Caseta/Autopista Palmillas bis,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,75.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1052,Caseta/Autopista Palo Blanco,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,80.17,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1053,Caseta/Autopista Panindicuaro,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,160.34,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1054,Caseta/Autopista Paso Morelos,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,87.07,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1055,Caseta/Autopista Peñon Viapass,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,40.517241,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1056,Caseta/Autopista Plaza Carso,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,17.241379,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1057,Caseta/Autopista Queretaro,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,61.21,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1058,Caseta/Autopista Rayon,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1059,Caseta/Autopista Salamanca,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1060,Caseta/Autopista San Marcos,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1061,Caseta/Autopista San Martin,,Service,uom.product_uom_unit,uom.product_uom_unit,850.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1062,Caseta/Autopista San Miguel,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,118.965517,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1063,Caseta/Autopista Sanctorum,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,551.724138,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1064,Caseta/Autopista Santa Fe Viapass,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,6.9,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1065,Caseta/Autopista Silao,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,31.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1066,Caseta/Autopista Suchixtlahuaca,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,62.068966,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1067,Caseta/Autopista Supervia,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1068,Caseta/Autopista Tehuacan,,Service,uom.product_uom_unit,uom.product_uom_unit,164.0,36.206897,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1069,Caseta/Autopista Tenango,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1070,Caseta/Autopista Tepexpan Viapass,,Service,uom.product_uom_unit,uom.product_uom_unit,79.0,27.586207,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1071,Caseta/Autopista Tepotzotlan,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1072,Caseta/Autopista Texcoco Viapass,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,79.310345,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1073,Caseta/Autopista Tizayuca,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,46.551724,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1074,Caseta/Autopista Tlalpan,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,84.482759,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1075,Caseta/Autopista Tres Marias,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,31.034483,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1076,Caseta/Autopista Tula I,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,21.55,0.0,0.0,0.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1077,Caseta/Autopista Tulancingo,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,245.689655,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1078,Caseta/Autopista Valle de Bravo,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1079,Caseta/Autopista Viaducto Bicentenario,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,15.9,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1080,Caseta/Autopista Villa Guerrero,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1081,Caseta/Autopista Xonacatlan,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1082,Caseta/Autopista Zacapalco Taxco,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,12.931034,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1083,Caseta/Autopista Zapotlanejo,,Service,uom.product_uom_unit,uom.product_uom_unit,1890.0,49.14,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1084,Caseta/Autopista Zinapecuaro,,Service,uom.product_uom_unit,uom.product_uom_unit,1136.0,121.55,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1085,Cemento y cal,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,50.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_111,
marin.product_template_1086,Cigarros NF,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,True,,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_114,
marin.product_template_1087,Combustible consumido de monedero electronico,,Service,marin.uom_uom_102,marin.uom_uom_102,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_110,product_unspsc.unspsc_code_14111705
marin.product_template_1088,"Combustible, destilado, petroleo NF",,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_110,
marin.product_template_1089,Comisiones sobre venta,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1090,Comisiones y servicios bancarios,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1091,"Conservacion, mantenimiento, materiales, refacciones, reparaciones, suministro",,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,910.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_111,
marin.product_template_1092,"Derecho de patentes, marcas o derechos de autor",,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,2695.18,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_166,
marin.product_template_1093,Descuento por cobro en especie,,Service,uom.product_uom_unit,uom.product_uom_unit,919.8199999999999,1.0,0.0,0.0,1.0,,0.0,True,,,True,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_fx,product_unspsc.unspsc_code_70111602
marin.product_template_1094,Descuento por cobro en fiscal,,Service,uom.product_uom_unit,uom.product_uom_unit,3505.2599999999998,1.0,0.0,0.0,1.0,,0.0,True,,,True,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_fx,product_unspsc.unspsc_code_70111602
marin.product_template_1095,Despensa en general FF,,Service,uom.product_uom_unit,uom.product_uom_unit,483.98999999999995,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1096,Despensa en general NF,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1097,Energia electrica FF,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1098,Energia electrica NF,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1099,Estacionamiento FF,,Service,uom.product_uom_unit,uom.product_uom_unit,698.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1100,Gas LP,,Service,uom.product_uom_unit,uom.product_uom_unit,2800.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_110,
marin.product_template_1101,Gasolina Magna 1L,,Service,uom.product_uom_litre,uom.product_uom_litre,0.0,1.0,0.001,1.1,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_110,product_unspsc.unspsc_code_14111811
marin.product_template_1102,Gasolina Premium 1L,,Service,uom.product_uom_litre,uom.product_uom_litre,0.0,1.0,0.001,1.1,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_110,product_unspsc.unspsc_code_14111803
marin.product_template_1103,Gastos legales,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1104,General hardware,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,21.55,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_111,
marin.product_template_1105,Grava metro cubico,,Service,uom.product_uom_unit,uom.product_uom_unit,1756.0,258.62,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_111,
marin.product_template_1106,"Honorarios a personas fisicas, mano de obra",,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1107,Impermeabilizante y sellantes,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1856.9,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_111,
marin.product_template_1108,Indemnizacion,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_fx,product_unspsc.unspsc_code_01010101
marin.product_template_1109,Infracciones,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1110,Intereses moratorios bancarios,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
marin.product_template_1111,Intereses moratorios no bancarios,,Service,uom.product_uom_unit,uom.product_uom_unit,0.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,,,,,By Quantity,Ordered quantities,On ordered quantities,,marin.product_category_expenses,
