id,account_prefix,analytic_distribution,company_id/id,product_id/id,vehicle_id/id
marin.analytic_distribution_model_1238,501.01.00,"{""1119"": 100.0}",marin.company_lmmr,marin.product_product_1481,
marin.analytic_distribution_model_1239,401.04.00,"{""1120"": 100.0}",marin.company_lmmr,marin.product_product_1482,
marin.analytic_distribution_model_1240,501.01.00,"{""1120"": 100.0}",marin.company_lmmr,marin.product_product_1482,
marin.analytic_distribution_model_1241,401.04.00,"{""1121"": 100.0}",marin.company_lmmr,marin.product_product_1484,
marin.analytic_distribution_model_1242,501.01.00,"{""1121"": 100.0}",marin.company_lmmr,marin.product_product_1484,
marin.analytic_distribution_model_1243,401.04.00,"{""1122"": 100.0}",marin.company_lmmr,marin.product_product_1485,
marin.analytic_distribution_model_1244,501.01.00,"{""1122"": 100.0}",marin.company_lmmr,marin.product_product_1485,
marin.analytic_distribution_model_1245,401.04.00,"{""1123"": 100.0}",marin.company_lmmr,marin.product_product_1486,
marin.analytic_distribution_model_1246,501.01.00,"{""1123"": 100.0}",marin.company_lmmr,marin.product_product_1486,
marin.analytic_distribution_model_1247,401.04.00,"{""1124"": 100.0}",marin.company_lmmr,marin.product_product_1489,
marin.analytic_distribution_model_1248,501.01.00,"{""1124"": 100.0}",marin.company_lmmr,marin.product_product_1489,
marin.analytic_distribution_model_1249,401.04.00,"{""1125"": 100.0}",marin.company_lmmr,marin.product_product_1490,
marin.analytic_distribution_model_1250,501.01.00,"{""1125"": 100.0}",marin.company_lmmr,marin.product_product_1490,
marin.analytic_distribution_model_1251,401.04.00,"{""1126"": 100.0}",marin.company_lmmr,marin.product_product_1491,
marin.analytic_distribution_model_1252,501.01.00,"{""1126"": 100.0}",marin.company_lmmr,marin.product_product_1491,
marin.analytic_distribution_model_1253,401.04.00,"{""1127"": 100.0}",marin.company_lmmr,marin.product_product_1492,
marin.analytic_distribution_model_1254,501.01.00,"{""1127"": 100.0}",marin.company_lmmr,marin.product_product_1492,
marin.analytic_distribution_model_1255,401.04.00,"{""1128"": 100.0}",marin.company_lmmr,marin.product_product_1493,
marin.analytic_distribution_model_1256,501.01.00,"{""1128"": 100.0}",marin.company_lmmr,marin.product_product_1493,
marin.analytic_distribution_model_1257,401.04.00,"{""1129"": 100.0}",marin.company_lmmr,marin.product_product_1495,
marin.analytic_distribution_model_1258,501.01.00,"{""1129"": 100.0}",marin.company_lmmr,marin.product_product_1495,
marin.analytic_distribution_model_1259,401.04.00,"{""1130"": 100.0}",marin.company_lmmr,marin.product_product_1498,
marin.analytic_distribution_model_1260,501.01.00,"{""1130"": 100.0}",marin.company_lmmr,marin.product_product_1498,
marin.analytic_distribution_model_1261,401.04.00,"{""1131"": 100.0}",marin.company_lmmr,marin.product_product_1499,
marin.analytic_distribution_model_1262,501.01.00,"{""1131"": 100.0}",marin.company_lmmr,marin.product_product_1499,
marin.analytic_distribution_model_1263,401.04.00,"{""1132"": 100.0}",marin.company_lmmr,marin.product_product_1500,
marin.analytic_distribution_model_1264,501.01.00,"{""1132"": 100.0}",marin.company_lmmr,marin.product_product_1500,
marin.analytic_distribution_model_1265,401.04.00,"{""1133"": 100.0}",marin.company_lmmr,marin.product_product_1501,
marin.analytic_distribution_model_1266,501.01.00,"{""1133"": 100.0}",marin.company_lmmr,marin.product_product_1501,
marin.analytic_distribution_model_1267,401.04.00,"{""1134"": 100.0}",marin.company_lmmr,marin.product_product_1503,
marin.analytic_distribution_model_1268,501.01.00,"{""1134"": 100.0}",marin.company_lmmr,marin.product_product_1503,
marin.analytic_distribution_model_1269,401.04.00,"{""1135"": 100.0}",marin.company_lmmr,marin.product_product_1507,
marin.analytic_distribution_model_1270,501.01.00,"{""1135"": 100.0}",marin.company_lmmr,marin.product_product_1507,
marin.analytic_distribution_model_1271,401.04.00,"{""1136"": 100.0}",marin.company_lmmr,marin.product_product_1508,
marin.analytic_distribution_model_1272,501.01.00,"{""1136"": 100.0}",marin.company_lmmr,marin.product_product_1508,
marin.analytic_distribution_model_1273,401.04.00,"{""1137"": 100.0}",marin.company_lmmr,marin.product_product_1509,
marin.analytic_distribution_model_1274,501.01.00,"{""1137"": 100.0}",marin.company_lmmr,marin.product_product_1509,
marin.analytic_distribution_model_1275,401.04.00,"{""1138"": 100.0}",marin.company_lmmr,marin.product_product_1510,
marin.analytic_distribution_model_1276,501.01.00,"{""1138"": 100.0}",marin.company_lmmr,marin.product_product_1510,
marin.analytic_distribution_model_1277,401.04.00,"{""1139"": 100.0}",marin.company_lmmr,marin.product_product_1511,
marin.analytic_distribution_model_1278,501.01.00,"{""1139"": 100.0}",marin.company_lmmr,marin.product_product_1511,
marin.analytic_distribution_model_1279,401.04.00,"{""1140"": 100.0}",marin.company_lmmr,marin.product_product_1512,
marin.analytic_distribution_model_1280,501.01.00,"{""1140"": 100.0}",marin.company_lmmr,marin.product_product_1512,
marin.analytic_distribution_model_1281,401.04.00,"{""1141"": 100.0}",marin.company_lmmr,marin.product_product_1513,
marin.analytic_distribution_model_1282,501.01.00,"{""1141"": 100.0}",marin.company_lmmr,marin.product_product_1513,
marin.analytic_distribution_model_1283,401.04.00,"{""1142"": 100.0}",marin.company_lmmr,marin.product_product_1516,
marin.analytic_distribution_model_1284,501.01.00,"{""1142"": 100.0}",marin.company_lmmr,marin.product_product_1516,
marin.analytic_distribution_model_1285,401.04.00,"{""1143"": 100.0}",marin.company_lmmr,marin.product_product_1517,
marin.analytic_distribution_model_1286,501.01.00,"{""1143"": 100.0}",marin.company_lmmr,marin.product_product_1517,
marin.analytic_distribution_model_1287,401.04.00,"{""1144"": 100.0}",marin.company_lmmr,marin.product_product_1518,
marin.analytic_distribution_model_1288,501.01.00,"{""1144"": 100.0}",marin.company_lmmr,marin.product_product_1518,
marin.analytic_distribution_model_1289,401.04.00,"{""1145"": 100.0}",marin.company_lmmr,marin.product_product_1520,
marin.analytic_distribution_model_1290,501.01.00,"{""1145"": 100.0}",marin.company_lmmr,marin.product_product_1520,
marin.analytic_distribution_model_1291,401.04.00,"{""1146"": 100.0}",marin.company_lmmr,marin.product_product_1521,
marin.analytic_distribution_model_1292,501.01.00,"{""1146"": 100.0}",marin.company_lmmr,marin.product_product_1521,
marin.analytic_distribution_model_1293,401.04.00,"{""1147"": 100.0}",marin.company_lmmr,marin.product_product_1522,
marin.analytic_distribution_model_1294,501.01.00,"{""1147"": 100.0}",marin.company_lmmr,marin.product_product_1522,
marin.analytic_distribution_model_1295,401.04.00,"{""1148"": 100.0}",marin.company_lmmr,marin.product_product_1525,
marin.analytic_distribution_model_1296,501.01.00,"{""1148"": 100.0}",marin.company_lmmr,marin.product_product_1525,
marin.analytic_distribution_model_1297,401.04.00,"{""1149"": 100.0}",marin.company_lmmr,marin.product_product_1526,
marin.analytic_distribution_model_1298,501.01.00,"{""1149"": 100.0}",marin.company_lmmr,marin.product_product_1526,
marin.analytic_distribution_model_1299,401.04.00,"{""1150"": 100.0}",marin.company_lmmr,marin.product_product_1527,
marin.analytic_distribution_model_1300,501.01.00,"{""1150"": 100.0}",marin.company_lmmr,marin.product_product_1527,
marin.analytic_distribution_model_1301,401.04.00,"{""1151"": 100.0}",marin.company_lmmr,marin.product_product_1530,
marin.analytic_distribution_model_1302,501.01.00,"{""1151"": 100.0}",marin.company_lmmr,marin.product_product_1530,
marin.analytic_distribution_model_1303,401.04.00,"{""1152"": 100.0}",marin.company_lmmr,marin.product_product_1532,
marin.analytic_distribution_model_1304,501.01.00,"{""1152"": 100.0}",marin.company_lmmr,marin.product_product_1532,
marin.analytic_distribution_model_1305,401.04.00,"{""1153"": 100.0}",marin.company_lmmr,marin.product_product_1533,
marin.analytic_distribution_model_1306,501.01.00,"{""1153"": 100.0}",marin.company_lmmr,marin.product_product_1533,
marin.analytic_distribution_model_1307,401.04.00,"{""1154"": 100.0}",marin.company_lmmr,marin.product_product_1534,
marin.analytic_distribution_model_1308,501.01.00,"{""1154"": 100.0}",marin.company_lmmr,marin.product_product_1534,
marin.analytic_distribution_model_1309,401.04.00,"{""1155"": 100.0}",marin.company_lmmr,marin.product_product_1537,
marin.analytic_distribution_model_1310,501.01.00,"{""1155"": 100.0}",marin.company_lmmr,marin.product_product_1537,
marin.analytic_distribution_model_1311,401.04.00,"{""1156"": 100.0}",marin.company_lmmr,marin.product_product_1539,
marin.analytic_distribution_model_1312,501.01.00,"{""1156"": 100.0}",marin.company_lmmr,marin.product_product_1539,
marin.analytic_distribution_model_1313,401.04.00,"{""1157"": 100.0}",marin.company_lmmr,marin.product_product_1540,
marin.analytic_distribution_model_1314,501.01.00,"{""1157"": 100.0}",marin.company_lmmr,marin.product_product_1540,
marin.analytic_distribution_model_1315,401.04.00,"{""1158"": 100.0}",marin.company_lmmr,marin.product_product_1542,
marin.analytic_distribution_model_1316,501.01.00,"{""1158"": 100.0}",marin.company_lmmr,marin.product_product_1542,
marin.analytic_distribution_model_1317,401.04.00,"{""1159"": 100.0}",marin.company_lmmr,marin.product_product_1545,
marin.analytic_distribution_model_1318,501.01.00,"{""1159"": 100.0}",marin.company_lmmr,marin.product_product_1545,
marin.analytic_distribution_model_1319,401.04.00,"{""1160"": 100.0}",marin.company_lmmr,marin.product_product_1546,
marin.analytic_distribution_model_1320,501.01.00,"{""1160"": 100.0}",marin.company_lmmr,marin.product_product_1546,
marin.analytic_distribution_model_1321,401.04.00,"{""1161"": 100.0}",marin.company_lmmr,marin.product_product_1549,
marin.analytic_distribution_model_1322,501.01.00,"{""1161"": 100.0}",marin.company_lmmr,marin.product_product_1549,
marin.analytic_distribution_model_1323,401.04.00,"{""1162"": 100.0}",marin.company_lmmr,marin.product_product_1550,
marin.analytic_distribution_model_1324,501.01.00,"{""1162"": 100.0}",marin.company_lmmr,marin.product_product_1550,
marin.analytic_distribution_model_1325,401.04.00,"{""1163"": 100.0}",marin.company_lmmr,marin.product_product_1551,
marin.analytic_distribution_model_1326,501.01.00,"{""1163"": 100.0}",marin.company_lmmr,marin.product_product_1551,
marin.analytic_distribution_model_1327,401.04.00,"{""1164"": 100.0}",marin.company_lmmr,marin.product_product_1552,
marin.analytic_distribution_model_1328,501.01.00,"{""1164"": 100.0}",marin.company_lmmr,marin.product_product_1552,
marin.analytic_distribution_model_1329,401.04.00,"{""1165"": 100.0}",marin.company_lmmr,marin.product_product_1553,
marin.analytic_distribution_model_1330,501.01.00,"{""1165"": 100.0}",marin.company_lmmr,marin.product_product_1553,
marin.analytic_distribution_model_1331,401.04.00,"{""1166"": 100.0}",marin.company_lmmr,marin.product_product_1554,
marin.analytic_distribution_model_1332,501.01.00,"{""1166"": 100.0}",marin.company_lmmr,marin.product_product_1554,
marin.analytic_distribution_model_1333,401.04.00,"{""1167"": 100.0}",marin.company_lmmr,marin.product_product_1559,
marin.analytic_distribution_model_1334,501.01.00,"{""1167"": 100.0}",marin.company_lmmr,marin.product_product_1559,
marin.analytic_distribution_model_1335,401.04.00,"{""1168"": 100.0}",marin.company_lmmr,marin.product_product_1561,
marin.analytic_distribution_model_1336,501.01.00,"{""1168"": 100.0}",marin.company_lmmr,marin.product_product_1561,
marin.analytic_distribution_model_1337,401.04.00,"{""1169"": 100.0}",marin.company_lmmr,marin.product_product_1563,
marin.analytic_distribution_model_1338,501.01.00,"{""1169"": 100.0}",marin.company_lmmr,marin.product_product_1563,
marin.analytic_distribution_model_1339,401.04.00,"{""1170"": 100.0}",marin.company_lmmr,marin.product_product_1567,
marin.analytic_distribution_model_1340,501.01.00,"{""1170"": 100.0}",marin.company_lmmr,marin.product_product_1567,
marin.analytic_distribution_model_1341,401.04.00,"{""1171"": 100.0}",marin.company_lmmr,marin.product_product_1568,
marin.analytic_distribution_model_1342,501.01.00,"{""1171"": 100.0}",marin.company_lmmr,marin.product_product_1568,
marin.analytic_distribution_model_1343,401.04.00,"{""1172"": 100.0}",marin.company_lmmr,marin.product_product_1569,
marin.analytic_distribution_model_1344,501.01.00,"{""1172"": 100.0}",marin.company_lmmr,marin.product_product_1569,
marin.analytic_distribution_model_1345,401.04.00,"{""1173"": 100.0}",marin.company_lmmr,marin.product_product_1570,
marin.analytic_distribution_model_1346,501.01.00,"{""1173"": 100.0}",marin.company_lmmr,marin.product_product_1570,
marin.analytic_distribution_model_1347,401.04.00,"{""1174"": 100.0}",marin.company_lmmr,marin.product_product_1572,
marin.analytic_distribution_model_1348,501.01.00,"{""1174"": 100.0}",marin.company_lmmr,marin.product_product_1572,
marin.analytic_distribution_model_1349,401.04.00,"{""1175"": 100.0}",marin.company_lmmr,marin.product_product_1573,
marin.analytic_distribution_model_1350,501.01.00,"{""1175"": 100.0}",marin.company_lmmr,marin.product_product_1573,
marin.analytic_distribution_model_1351,401.04.00,"{""1176"": 100.0}",marin.company_lmmr,marin.product_product_1574,
marin.analytic_distribution_model_1352,501.01.00,"{""1176"": 100.0}",marin.company_lmmr,marin.product_product_1574,
marin.analytic_distribution_model_1353,401.04.00,"{""1177"": 100.0}",marin.company_lmmr,marin.product_product_1575,
marin.analytic_distribution_model_1354,501.01.00,"{""1177"": 100.0}",marin.company_lmmr,marin.product_product_1575,
marin.analytic_distribution_model_1355,401.04.00,"{""1178"": 100.0}",marin.company_lmmr,marin.product_product_1577,
marin.analytic_distribution_model_1356,501.01.00,"{""1178"": 100.0}",marin.company_lmmr,marin.product_product_1577,
marin.analytic_distribution_model_1357,401.04.00,"{""1179"": 100.0}",marin.company_lmmr,marin.product_product_1578,
marin.analytic_distribution_model_1358,501.01.00,"{""1179"": 100.0}",marin.company_lmmr,marin.product_product_1578,
marin.analytic_distribution_model_1359,401.04.00,"{""1180"": 100.0}",marin.company_lmmr,marin.product_product_1591,
marin.analytic_distribution_model_1360,501.01.00,"{""1180"": 100.0}",marin.company_lmmr,marin.product_product_1591,
marin.analytic_distribution_model_1361,401.04.00,"{""1181"": 100.0}",marin.company_lmmr,marin.product_product_1592,
marin.analytic_distribution_model_1362,501.01.00,"{""1181"": 100.0}",marin.company_lmmr,marin.product_product_1592,
marin.analytic_distribution_model_1363,401.04.00,"{""1182"": 100.0}",marin.company_lmmr,marin.product_product_1596,
marin.analytic_distribution_model_1364,501.01.00,"{""1182"": 100.0}",marin.company_lmmr,marin.product_product_1596,
marin.analytic_distribution_model_1365,401.04.00,"{""1183"": 100.0}",marin.company_lmmr,marin.product_product_1597,
marin.analytic_distribution_model_1366,501.01.00,"{""1183"": 100.0}",marin.company_lmmr,marin.product_product_1597,
marin.analytic_distribution_model_1367,401.04.00,"{""1184"": 100.0}",marin.company_lmmr,marin.product_product_1601,
marin.analytic_distribution_model_1368,501.01.00,"{""1184"": 100.0}",marin.company_lmmr,marin.product_product_1601,
marin.analytic_distribution_model_1369,401.04.00,"{""1185"": 100.0}",marin.company_lmmr,marin.product_product_1602,
marin.analytic_distribution_model_1370,501.01.00,"{""1185"": 100.0}",marin.company_lmmr,marin.product_product_1602,
marin.analytic_distribution_model_1371,401.04.00,"{""1186"": 100.0}",marin.company_lmmr,marin.product_product_1603,
marin.analytic_distribution_model_1372,501.01.00,"{""1186"": 100.0}",marin.company_lmmr,marin.product_product_1603,
marin.analytic_distribution_model_1373,401.04.00,"{""1187"": 100.0}",marin.company_lmmr,marin.product_product_1604,
marin.analytic_distribution_model_1374,501.01.00,"{""1187"": 100.0}",marin.company_lmmr,marin.product_product_1604,
marin.analytic_distribution_model_1375,401.04.00,"{""1188"": 100.0}",marin.company_lmmr,marin.product_product_1606,
marin.analytic_distribution_model_1376,501.01.00,"{""1188"": 100.0}",marin.company_lmmr,marin.product_product_1606,
marin.analytic_distribution_model_1377,401.04.00,"{""1189"": 100.0}",marin.company_lmmr,marin.product_product_1614,
marin.analytic_distribution_model_1378,501.01.00,"{""1189"": 100.0}",marin.company_lmmr,marin.product_product_1614,
marin.analytic_distribution_model_1379,401.04.00,"{""1190"": 100.0}",marin.company_lmmr,marin.product_product_1615,
marin.analytic_distribution_model_1380,501.01.00,"{""1190"": 100.0}",marin.company_lmmr,marin.product_product_1615,
marin.analytic_distribution_model_1381,401.04.00,"{""1191"": 100.0}",marin.company_lmmr,marin.product_product_1619,
marin.analytic_distribution_model_1382,501.01.00,"{""1191"": 100.0}",marin.company_lmmr,marin.product_product_1619,
marin.analytic_distribution_model_1383,401.04.00,"{""1192"": 100.0}",marin.company_lmmr,marin.product_product_1621,
marin.analytic_distribution_model_1384,501.01.00,"{""1192"": 100.0}",marin.company_lmmr,marin.product_product_1621,
marin.analytic_distribution_model_1385,401.04.00,"{""1193"": 100.0}",marin.company_lmmr,marin.product_product_1623,
marin.analytic_distribution_model_1386,501.01.00,"{""1193"": 100.0}",marin.company_lmmr,marin.product_product_1623,
marin.analytic_distribution_model_1387,401.04.00,"{""1194"": 100.0}",marin.company_lmmr,marin.product_product_1626,
marin.analytic_distribution_model_1388,501.01.00,"{""1194"": 100.0}",marin.company_lmmr,marin.product_product_1626,
marin.analytic_distribution_model_1389,401.04.00,"{""1195"": 100.0}",marin.company_lmmr,marin.product_product_1630,
marin.analytic_distribution_model_1390,501.01.00,"{""1195"": 100.0}",marin.company_lmmr,marin.product_product_1630,
marin.analytic_distribution_model_1391,401.04.00,"{""1196"": 100.0}",marin.company_lmmr,marin.product_product_1631,
marin.analytic_distribution_model_1392,501.01.00,"{""1196"": 100.0}",marin.company_lmmr,marin.product_product_1631,
marin.analytic_distribution_model_1393,401.04.00,"{""1197"": 100.0}",marin.company_lmmr,marin.product_product_1632,
marin.analytic_distribution_model_1394,501.01.00,"{""1197"": 100.0}",marin.company_lmmr,marin.product_product_1632,
marin.analytic_distribution_model_1395,401.04.00,"{""1198"": 100.0}",marin.company_lmmr,marin.product_product_1633,
marin.analytic_distribution_model_1396,501.01.00,"{""1198"": 100.0}",marin.company_lmmr,marin.product_product_1633,
marin.analytic_distribution_model_1397,401.04.00,"{""1199"": 100.0}",marin.company_lmmr,marin.product_product_1643,
marin.analytic_distribution_model_1398,501.01.00,"{""1199"": 100.0}",marin.company_lmmr,marin.product_product_1643,
marin.analytic_distribution_model_1399,401.04.00,"{""1200"": 100.0}",marin.company_lmmr,marin.product_product_1653,
marin.analytic_distribution_model_1400,501.01.00,"{""1200"": 100.0}",marin.company_lmmr,marin.product_product_1653,
marin.analytic_distribution_model_1401,401.04.00,"{""1201"": 100.0}",marin.company_lmmr,marin.product_product_1654,
marin.analytic_distribution_model_1402,501.01.00,"{""1201"": 100.0}",marin.company_lmmr,marin.product_product_1654,
marin.analytic_distribution_model_1403,401.04.00,"{""1202"": 100.0}",marin.company_lmmr,marin.product_product_1656,
marin.analytic_distribution_model_1404,501.01.00,"{""1202"": 100.0}",marin.company_lmmr,marin.product_product_1656,
marin.analytic_distribution_model_1405,401.04.00,"{""1203"": 100.0}",marin.company_lmmr,marin.product_product_1657,
marin.analytic_distribution_model_1406,501.01.00,"{""1203"": 100.0}",marin.company_lmmr,marin.product_product_1657,
marin.analytic_distribution_model_1407,401.04.00,"{""1204"": 100.0}",marin.company_lmmr,marin.product_product_1658,
marin.analytic_distribution_model_1408,501.01.00,"{""1204"": 100.0}",marin.company_lmmr,marin.product_product_1658,
marin.analytic_distribution_model_1409,401.04.00,"{""1205"": 100.0}",marin.company_lmmr,marin.product_product_1660,
marin.analytic_distribution_model_1410,501.01.00,"{""1205"": 100.0}",marin.company_lmmr,marin.product_product_1660,
marin.analytic_distribution_model_1411,401.04.00,"{""1206"": 100.0}",marin.company_lmmr,marin.product_product_1661,
marin.analytic_distribution_model_1412,501.01.00,"{""1206"": 100.0}",marin.company_lmmr,marin.product_product_1661,
marin.analytic_distribution_model_1413,401.04.00,"{""1207"": 100.0}",marin.company_lmmr,marin.product_product_1663,
marin.analytic_distribution_model_1414,501.01.00,"{""1207"": 100.0}",marin.company_lmmr,marin.product_product_1663,
marin.analytic_distribution_model_1415,401.04.00,"{""1208"": 100.0}",marin.company_lmmr,marin.product_product_1664,
marin.analytic_distribution_model_1416,501.01.00,"{""1208"": 100.0}",marin.company_lmmr,marin.product_product_1664,
marin.analytic_distribution_model_1417,401.04.00,"{""1209"": 100.0}",marin.company_lmmr,marin.product_product_1669,
marin.analytic_distribution_model_1418,501.01.00,"{""1209"": 100.0}",marin.company_lmmr,marin.product_product_1669,
marin.analytic_distribution_model_1419,401.04.00,"{""1210"": 100.0}",marin.company_lmmr,marin.product_product_1673,
marin.analytic_distribution_model_1420,501.01.00,"{""1210"": 100.0}",marin.company_lmmr,marin.product_product_1673,
marin.analytic_distribution_model_1421,401.04.00,"{""1211"": 100.0}",marin.company_lmmr,marin.product_product_1674,
marin.analytic_distribution_model_1422,501.01.00,"{""1211"": 100.0}",marin.company_lmmr,marin.product_product_1674,
marin.analytic_distribution_model_1423,401.04.00,"{""1212"": 100.0}",marin.company_lmmr,marin.product_product_1687,
marin.analytic_distribution_model_1424,501.01.00,"{""1212"": 100.0}",marin.company_lmmr,marin.product_product_1687,
marin.analytic_distribution_model_1425,401.04.00,"{""1213"": 100.0}",marin.company_lmmr,marin.product_product_1688,
marin.analytic_distribution_model_1426,501.01.00,"{""1213"": 100.0}",marin.company_lmmr,marin.product_product_1688,
marin.analytic_distribution_model_1427,401.04.00,"{""1214"": 100.0}",marin.company_lmmr,marin.product_product_1689,
marin.analytic_distribution_model_1428,501.01.00,"{""1214"": 100.0}",marin.company_lmmr,marin.product_product_1689,
marin.analytic_distribution_model_1429,401.04.00,"{""1215"": 100.0}",marin.company_lmmr,marin.product_product_1690,
marin.analytic_distribution_model_1430,501.01.00,"{""1215"": 100.0}",marin.company_lmmr,marin.product_product_1690,
marin.analytic_distribution_model_1431,401.04.00,"{""1216"": 100.0}",marin.company_lmmr,marin.product_product_1691,
marin.analytic_distribution_model_1432,501.01.00,"{""1216"": 100.0}",marin.company_lmmr,marin.product_product_1691,
marin.analytic_distribution_model_1433,401.04.00,"{""1217"": 100.0}",marin.company_lmmr,marin.product_product_1693,
marin.analytic_distribution_model_1434,501.01.00,"{""1217"": 100.0}",marin.company_lmmr,marin.product_product_1693,
marin.analytic_distribution_model_1435,401.04.00,"{""1218"": 100.0}",marin.company_lmmr,marin.product_product_1694,
marin.analytic_distribution_model_1436,501.01.00,"{""1218"": 100.0}",marin.company_lmmr,marin.product_product_1694,
marin.analytic_distribution_model_1437,401.04.00,"{""1219"": 100.0}",marin.company_lmmr,marin.product_product_1699,
marin.analytic_distribution_model_1438,501.01.00,"{""1219"": 100.0}",marin.company_lmmr,marin.product_product_1699,
marin.analytic_distribution_model_1439,401.04.00,"{""1220"": 100.0}",marin.company_lmmr,marin.product_product_1700,
marin.analytic_distribution_model_1440,501.01.00,"{""1220"": 100.0}",marin.company_lmmr,marin.product_product_1700,
marin.analytic_distribution_model_1441,401.04.00,"{""1221"": 100.0}",marin.company_lmmr,marin.product_product_1701,
marin.analytic_distribution_model_1442,501.01.00,"{""1221"": 100.0}",marin.company_lmmr,marin.product_product_1701,
marin.analytic_distribution_model_1443,401.04.00,"{""1222"": 100.0}",marin.company_lmmr,marin.product_product_1702,
marin.analytic_distribution_model_1444,501.01.00,"{""1222"": 100.0}",marin.company_lmmr,marin.product_product_1702,
marin.analytic_distribution_model_1445,401.04.00,"{""1223"": 100.0}",marin.company_lmmr,marin.product_product_1703,
marin.analytic_distribution_model_1446,501.01.00,"{""1223"": 100.0}",marin.company_lmmr,marin.product_product_1703,
marin.analytic_distribution_model_1447,401.04.00,"{""1224"": 100.0}",marin.company_lmmr,marin.product_product_1704,
marin.analytic_distribution_model_1448,501.01.00,"{""1224"": 100.0}",marin.company_lmmr,marin.product_product_1704,
marin.analytic_distribution_model_1449,401.04.00,"{""1225"": 100.0}",marin.company_lmmr,marin.product_product_1706,
marin.analytic_distribution_model_1450,501.01.00,"{""1225"": 100.0}",marin.company_lmmr,marin.product_product_1706,
marin.analytic_distribution_model_1451,401.04.00,"{""1226"": 100.0}",marin.company_lmmr,marin.product_product_1707,
marin.analytic_distribution_model_1452,501.01.00,"{""1226"": 100.0}",marin.company_lmmr,marin.product_product_1707,
marin.analytic_distribution_model_1453,401.04.00,"{""1227"": 100.0}",marin.company_lmmr,marin.product_product_1708,
marin.analytic_distribution_model_1454,501.01.00,"{""1227"": 100.0}",marin.company_lmmr,marin.product_product_1708,
marin.analytic_distribution_model_1455,401.04.00,"{""1228"": 100.0}",marin.company_lmmr,marin.product_product_1710,
marin.analytic_distribution_model_1456,501.01.00,"{""1228"": 100.0}",marin.company_lmmr,marin.product_product_1710,
marin.analytic_distribution_model_1457,401.04.00,"{""1229"": 100.0}",marin.company_lmmr,marin.product_product_1711,
marin.analytic_distribution_model_1458,501.01.00,"{""1229"": 100.0}",marin.company_lmmr,marin.product_product_1711,
marin.analytic_distribution_model_1459,401.04.00,"{""1230"": 100.0}",marin.company_lmmr,marin.product_product_1713,
marin.analytic_distribution_model_1460,501.01.00,"{""1230"": 100.0}",marin.company_lmmr,marin.product_product_1713,
marin.analytic_distribution_model_1461,401.04.00,"{""1231"": 100.0}",marin.company_lmmr,marin.product_product_1716,
marin.analytic_distribution_model_1462,501.01.00,"{""1231"": 100.0}",marin.company_lmmr,marin.product_product_1716,
marin.analytic_distribution_model_1463,401.04.00,"{""1232"": 100.0}",marin.company_lmmr,marin.product_product_1717,
marin.analytic_distribution_model_1464,501.01.00,"{""1232"": 100.0}",marin.company_lmmr,marin.product_product_1717,
marin.analytic_distribution_model_1465,401.04.00,"{""1233"": 100.0}",marin.company_lmmr,marin.product_product_1719,
marin.analytic_distribution_model_1466,501.01.00,"{""1233"": 100.0}",marin.company_lmmr,marin.product_product_1719,
marin.analytic_distribution_model_1467,401.04.00,"{""1234"": 100.0}",marin.company_lmmr,marin.product_product_1720,
marin.analytic_distribution_model_1468,501.01.00,"{""1234"": 100.0}",marin.company_lmmr,marin.product_product_1720,
marin.analytic_distribution_model_1469,401.04.00,"{""1235"": 100.0}",marin.company_lmmr,marin.product_product_1723,
marin.analytic_distribution_model_1470,501.01.00,"{""1235"": 100.0}",marin.company_lmmr,marin.product_product_1723,
marin.analytic_distribution_model_1471,401.04.00,"{""1236"": 100.0}",marin.company_lmmr,marin.product_product_1737,
marin.analytic_distribution_model_1472,501.01.00,"{""1236"": 100.0}",marin.company_lmmr,marin.product_product_1737,
marin.analytic_distribution_model_1473,401.04.00,"{""1237"": 100.0}",marin.company_lmmr,marin.product_product_1740,
marin.analytic_distribution_model_1474,501.01.00,"{""1237"": 100.0}",marin.company_lmmr,marin.product_product_1740,
marin.analytic_distribution_model_1475,401.04.00,"{""1238"": 100.0}",marin.company_lmmr,marin.product_product_1741,
marin.analytic_distribution_model_1476,501.01.00,"{""1238"": 100.0}",marin.company_lmmr,marin.product_product_1741,
marin.analytic_distribution_model_1477,401.04.00,"{""1239"": 100.0}",marin.company_lmmr,marin.product_product_1742,
marin.analytic_distribution_model_1478,501.01.00,"{""1239"": 100.0}",marin.company_lmmr,marin.product_product_1742,
marin.analytic_distribution_model_1479,401.04.00,"{""1240"": 100.0}",marin.company_lmmr,marin.product_product_1744,
marin.analytic_distribution_model_1480,501.01.00,"{""1240"": 100.0}",marin.company_lmmr,marin.product_product_1744,
marin.analytic_distribution_model_1481,401.04.00,"{""1241"": 100.0}",marin.company_lmmr,marin.product_product_1745,
marin.analytic_distribution_model_1482,501.01.00,"{""1241"": 100.0}",marin.company_lmmr,marin.product_product_1745,
marin.analytic_distribution_model_1483,401.04.00,"{""1242"": 100.0}",marin.company_lmmr,marin.product_product_1747,
marin.analytic_distribution_model_1484,501.01.00,"{""1242"": 100.0}",marin.company_lmmr,marin.product_product_1747,
marin.analytic_distribution_model_1485,401.04.00,"{""1263"": 100.0}",marin.company_lmmr,marin.product_product_1749,
marin.analytic_distribution_model_1486,401.04.00,"{""1244"": 100.0}",marin.company_lmmr,marin.product_product_1751,
