id,account_prefix,analytic_distribution,company_id/id,product_id/id,vehicle_id/id
marin.analytic_distribution_model_1487,501.01.00,"{""1244"": 100.0}",marin.company_lmmr,marin.product_product_1751,
marin.analytic_distribution_model_1488,401.04.00,"{""1245"": 100.0}",marin.company_lmmr,marin.product_product_1754,
marin.analytic_distribution_model_1489,501.01.00,"{""1245"": 100.0}",marin.company_lmmr,marin.product_product_1754,
marin.analytic_distribution_model_1490,401.04.00,"{""1246"": 100.0}",marin.company_lmmr,marin.product_product_1758,
marin.analytic_distribution_model_1491,501.01.00,"{""1246"": 100.0}",marin.company_lmmr,marin.product_product_1758,
marin.analytic_distribution_model_1492,401.04.00,"{""1247"": 100.0}",marin.company_lmmr,marin.product_product_1759,
marin.analytic_distribution_model_1493,501.01.00,"{""1247"": 100.0}",marin.company_lmmr,marin.product_product_1759,
marin.analytic_distribution_model_1494,401.04.00,"{""1248"": 100.0}",marin.company_lmmr,marin.product_product_1760,
marin.analytic_distribution_model_1495,501.01.00,"{""1248"": 100.0}",marin.company_lmmr,marin.product_product_1760,
marin.analytic_distribution_model_1496,401.04.00,"{""1249"": 100.0}",marin.company_lmmr,marin.product_product_1761,
marin.analytic_distribution_model_1497,501.01.00,"{""1249"": 100.0}",marin.company_lmmr,marin.product_product_1761,
marin.analytic_distribution_model_1498,401.04.00,"{""1250"": 100.0}",marin.company_lmmr,marin.product_product_1762,
marin.analytic_distribution_model_1499,501.01.00,"{""1250"": 100.0}",marin.company_lmmr,marin.product_product_1762,
marin.analytic_distribution_model_1500,401.04.00,"{""1251"": 100.0}",marin.company_lmmr,marin.product_product_1763,
marin.analytic_distribution_model_1501,501.01.00,"{""1251"": 100.0}",marin.company_lmmr,marin.product_product_1763,
marin.analytic_distribution_model_1502,401.04.00,"{""1252"": 100.0}",marin.company_lmmr,marin.product_product_1769,
marin.analytic_distribution_model_1503,501.01.00,"{""1252"": 100.0}",marin.company_lmmr,marin.product_product_1769,
marin.analytic_distribution_model_1504,401.04.00,"{""1459"": 100.0}",marin.company_lmmr,marin.product_product_1778,
marin.analytic_distribution_model_1505,501.01.00,"{""1459"": 100.0}",marin.company_lmmr,marin.product_product_1778,
marin.analytic_distribution_model_1506,401.04.00,"{""1253"": 100.0}",marin.company_lmmr,marin.product_product_1779,
marin.analytic_distribution_model_1507,501.01.00,"{""1253"": 100.0}",marin.company_lmmr,marin.product_product_1779,
marin.analytic_distribution_model_1508,401.04.00,"{""1254"": 100.0}",marin.company_lmmr,marin.product_product_1780,
marin.analytic_distribution_model_1509,501.01.00,"{""1254"": 100.0}",marin.company_lmmr,marin.product_product_1780,
marin.analytic_distribution_model_1510,401.04.00,"{""1255"": 100.0}",marin.company_lmmr,marin.product_product_1781,
marin.analytic_distribution_model_1511,501.01.00,"{""1255"": 100.0}",marin.company_lmmr,marin.product_product_1781,
marin.analytic_distribution_model_1512,401.04.00,"{""1256"": 100.0}",marin.company_lmmr,marin.product_product_1782,
marin.analytic_distribution_model_1513,501.01.00,"{""1256"": 100.0}",marin.company_lmmr,marin.product_product_1782,
marin.analytic_distribution_model_1514,401.04.00,"{""1257"": 100.0}",marin.company_lmmr,marin.product_product_1783,
marin.analytic_distribution_model_1515,501.01.00,"{""1257"": 100.0}",marin.company_lmmr,marin.product_product_1783,
marin.analytic_distribution_model_1516,401.04.00,"{""1258"": 100.0}",marin.company_lmmr,marin.product_product_1784,
marin.analytic_distribution_model_1517,501.01.00,"{""1258"": 100.0}",marin.company_lmmr,marin.product_product_1784,
marin.analytic_distribution_model_1518,401.04.00,"{""1259"": 100.0}",marin.company_lmmr,marin.product_product_1785,
marin.analytic_distribution_model_1519,501.01.00,"{""1259"": 100.0}",marin.company_lmmr,marin.product_product_1785,
marin.analytic_distribution_model_1520,401.04.00,"{""1260"": 100.0}",marin.company_lmmr,marin.product_product_1788,
marin.analytic_distribution_model_1521,501.01.00,"{""1260"": 100.0}",marin.company_lmmr,marin.product_product_1788,
marin.analytic_distribution_model_1522,401.04.00,"{""1261"": 100.0}",marin.company_lmmr,marin.product_product_1789,
marin.analytic_distribution_model_1523,501.01.00,"{""1261"": 100.0}",marin.company_lmmr,marin.product_product_1789,
marin.analytic_distribution_model_1524,401.04.00,"{""1262"": 100.0}",marin.company_lmmr,marin.product_product_1795,
marin.analytic_distribution_model_1525,501.01.00,"{""1262"": 100.0}",marin.company_lmmr,marin.product_product_1795,
marin.analytic_distribution_model_1526,401.04.00,"{""1263"": 100.0}",marin.company_lmmr,marin.product_product_1802,
marin.analytic_distribution_model_1527,501.01.00,"{""1263"": 100.0}",marin.company_lmmr,marin.product_product_1802,
marin.analytic_distribution_model_1528,401.04.00,"{""1264"": 100.0}",marin.company_lmmr,marin.product_product_1803,
marin.analytic_distribution_model_1529,501.01.00,"{""1264"": 100.0}",marin.company_lmmr,marin.product_product_1803,
marin.analytic_distribution_model_1530,401.04.00,"{""1265"": 100.0}",marin.company_lmmr,marin.product_product_1804,
marin.analytic_distribution_model_1531,501.01.00,"{""1265"": 100.0}",marin.company_lmmr,marin.product_product_1804,
marin.analytic_distribution_model_1532,401.04.00,"{""1266"": 100.0}",marin.company_lmmr,marin.product_product_1809,
marin.analytic_distribution_model_1533,501.01.00,"{""1266"": 100.0}",marin.company_lmmr,marin.product_product_1809,
marin.analytic_distribution_model_1534,401.04.00,"{""1267"": 100.0}",marin.company_lmmr,marin.product_product_1811,
marin.analytic_distribution_model_1535,501.01.00,"{""1267"": 100.0}",marin.company_lmmr,marin.product_product_1811,
marin.analytic_distribution_model_1536,401.04.00,"{""1268"": 100.0}",marin.company_lmmr,marin.product_product_1813,
marin.analytic_distribution_model_1537,501.01.00,"{""1268"": 100.0}",marin.company_lmmr,marin.product_product_1813,
marin.analytic_distribution_model_1538,401.04.00,"{""1269"": 100.0}",marin.company_lmmr,marin.product_product_1817,
marin.analytic_distribution_model_1539,501.01.00,"{""1269"": 100.0}",marin.company_lmmr,marin.product_product_1817,
marin.analytic_distribution_model_1540,401.04.00,"{""1270"": 100.0}",marin.company_lmmr,marin.product_product_1818,
marin.analytic_distribution_model_1541,501.01.00,"{""1270"": 100.0}",marin.company_lmmr,marin.product_product_1818,
marin.analytic_distribution_model_1542,401.04.00,"{""1271"": 100.0}",marin.company_lmmr,marin.product_product_1819,
marin.analytic_distribution_model_1543,501.01.00,"{""1271"": 100.0}",marin.company_lmmr,marin.product_product_1819,
marin.analytic_distribution_model_1544,401.04.00,"{""1272"": 100.0}",marin.company_lmmr,marin.product_product_1820,
marin.analytic_distribution_model_1545,501.01.00,"{""1272"": 100.0}",marin.company_lmmr,marin.product_product_1820,
marin.analytic_distribution_model_1546,401.04.00,"{""1273"": 100.0}",marin.company_lmmr,marin.product_product_1821,
marin.analytic_distribution_model_1547,501.01.00,"{""1273"": 100.0}",marin.company_lmmr,marin.product_product_1821,
marin.analytic_distribution_model_1548,401.04.00,"{""1274"": 100.0}",marin.company_lmmr,marin.product_product_1822,
marin.analytic_distribution_model_1549,501.01.00,"{""1274"": 100.0}",marin.company_lmmr,marin.product_product_1822,
marin.analytic_distribution_model_1550,401.04.00,"{""1275"": 100.0}",marin.company_lmmr,marin.product_product_1823,
marin.analytic_distribution_model_1551,501.01.00,"{""1275"": 100.0}",marin.company_lmmr,marin.product_product_1823,
marin.analytic_distribution_model_1552,401.04.00,"{""1276"": 100.0}",marin.company_lmmr,marin.product_product_1827,
marin.analytic_distribution_model_1553,501.01.00,"{""1276"": 100.0}",marin.company_lmmr,marin.product_product_1827,
marin.analytic_distribution_model_1554,401.04.00,"{""1277"": 100.0}",marin.company_lmmr,marin.product_product_1828,
marin.analytic_distribution_model_1555,501.01.00,"{""1277"": 100.0}",marin.company_lmmr,marin.product_product_1828,
marin.analytic_distribution_model_1556,401.04.00,"{""1278"": 100.0}",marin.company_lmmr,marin.product_product_1829,
marin.analytic_distribution_model_1557,501.01.00,"{""1278"": 100.0}",marin.company_lmmr,marin.product_product_1829,
marin.analytic_distribution_model_1558,401.04.00,"{""1279"": 100.0}",marin.company_lmmr,marin.product_product_1830,
marin.analytic_distribution_model_1559,501.01.00,"{""1279"": 100.0}",marin.company_lmmr,marin.product_product_1830,
marin.analytic_distribution_model_1560,401.04.00,"{""1280"": 100.0}",marin.company_lmmr,marin.product_product_1831,
marin.analytic_distribution_model_1561,501.01.00,"{""1280"": 100.0}",marin.company_lmmr,marin.product_product_1831,
marin.analytic_distribution_model_1562,401.04.00,"{""1281"": 100.0}",marin.company_lmmr,marin.product_product_1833,
marin.analytic_distribution_model_1563,501.01.00,"{""1281"": 100.0}",marin.company_lmmr,marin.product_product_1833,
marin.analytic_distribution_model_1564,401.04.00,"{""1282"": 100.0}",marin.company_lmmr,marin.product_product_1836,
marin.analytic_distribution_model_1565,501.01.00,"{""1282"": 100.0}",marin.company_lmmr,marin.product_product_1836,
marin.analytic_distribution_model_1566,401.04.00,"{""1283"": 100.0}",marin.company_lmmr,marin.product_product_1837,
marin.analytic_distribution_model_1567,501.01.00,"{""1283"": 100.0}",marin.company_lmmr,marin.product_product_1837,
marin.analytic_distribution_model_1568,401.04.00,"{""1284"": 100.0}",marin.company_lmmr,marin.product_product_1842,
marin.analytic_distribution_model_1569,501.01.00,"{""1284"": 100.0}",marin.company_lmmr,marin.product_product_1842,
marin.analytic_distribution_model_1570,401.04.00,"{""1285"": 100.0}",marin.company_lmmr,marin.product_product_1850,
marin.analytic_distribution_model_1571,501.01.00,"{""1285"": 100.0}",marin.company_lmmr,marin.product_product_1850,
marin.analytic_distribution_model_1572,401.04.00,"{""1286"": 100.0}",marin.company_lmmr,marin.product_product_1853,
marin.analytic_distribution_model_1573,501.01.00,"{""1286"": 100.0}",marin.company_lmmr,marin.product_product_1853,
marin.analytic_distribution_model_1574,401.04.00,"{""1287"": 100.0}",marin.company_lmmr,marin.product_product_1854,
marin.analytic_distribution_model_1575,501.01.00,"{""1287"": 100.0}",marin.company_lmmr,marin.product_product_1854,
marin.analytic_distribution_model_1576,401.04.00,"{""1288"": 100.0}",marin.company_lmmr,marin.product_product_1859,
marin.analytic_distribution_model_1577,501.01.00,"{""1288"": 100.0}",marin.company_lmmr,marin.product_product_1859,
marin.analytic_distribution_model_1578,401.04.00,"{""1289"": 100.0}",marin.company_lmmr,marin.product_product_1860,
marin.analytic_distribution_model_1579,501.01.00,"{""1289"": 100.0}",marin.company_lmmr,marin.product_product_1860,
marin.analytic_distribution_model_1580,401.04.00,"{""1290"": 100.0}",marin.company_lmmr,marin.product_product_1868,
marin.analytic_distribution_model_1581,501.01.00,"{""1290"": 100.0}",marin.company_lmmr,marin.product_product_1868,
marin.analytic_distribution_model_1582,401.04.00,"{""1291"": 100.0}",marin.company_lmmr,marin.product_product_1869,
marin.analytic_distribution_model_1583,501.01.00,"{""1291"": 100.0}",marin.company_lmmr,marin.product_product_1869,
marin.analytic_distribution_model_1584,401.04.00,"{""1292"": 100.0}",marin.company_lmmr,marin.product_product_1875,
marin.analytic_distribution_model_1585,501.01.00,"{""1292"": 100.0}",marin.company_lmmr,marin.product_product_1875,
marin.analytic_distribution_model_1586,401.04.00,"{""1293"": 100.0}",marin.company_lmmr,marin.product_product_1876,
marin.analytic_distribution_model_1587,501.01.00,"{""1293"": 100.0}",marin.company_lmmr,marin.product_product_1876,
marin.analytic_distribution_model_1588,401.04.00,"{""1294"": 100.0}",marin.company_lmmr,marin.product_product_1877,
marin.analytic_distribution_model_1589,501.01.00,"{""1294"": 100.0}",marin.company_lmmr,marin.product_product_1877,
marin.analytic_distribution_model_1590,401.04.00,"{""1295"": 100.0}",marin.company_lmmr,marin.product_product_1878,
marin.analytic_distribution_model_1591,501.01.00,"{""1295"": 100.0}",marin.company_lmmr,marin.product_product_1878,
marin.analytic_distribution_model_1592,401.04.00,"{""1296"": 100.0}",marin.company_lmmr,marin.product_product_1879,
marin.analytic_distribution_model_1593,501.01.00,"{""1296"": 100.0}",marin.company_lmmr,marin.product_product_1879,
marin.analytic_distribution_model_1594,401.04.00,"{""1297"": 100.0}",marin.company_lmmr,marin.product_product_1880,
marin.analytic_distribution_model_1595,501.01.00,"{""1297"": 100.0}",marin.company_lmmr,marin.product_product_1880,
marin.analytic_distribution_model_1596,401.04.00,"{""1298"": 100.0}",marin.company_lmmr,marin.product_product_1881,
marin.analytic_distribution_model_1597,501.01.00,"{""1298"": 100.0}",marin.company_lmmr,marin.product_product_1881,
marin.analytic_distribution_model_1598,401.04.00,"{""1299"": 100.0}",marin.company_lmmr,marin.product_product_1891,
marin.analytic_distribution_model_1599,501.01.00,"{""1299"": 100.0}",marin.company_lmmr,marin.product_product_1891,
marin.analytic_distribution_model_1600,401.04.00,"{""1300"": 100.0}",marin.company_lmmr,marin.product_product_1892,
marin.analytic_distribution_model_1601,501.01.00,"{""1300"": 100.0}",marin.company_lmmr,marin.product_product_1892,
marin.analytic_distribution_model_1602,401.04.00,"{""1301"": 100.0}",marin.company_lmmr,marin.product_product_1894,
marin.analytic_distribution_model_1603,501.01.00,"{""1301"": 100.0}",marin.company_lmmr,marin.product_product_1894,
marin.analytic_distribution_model_1604,401.04.00,"{""1302"": 100.0}",marin.company_lmmr,marin.product_product_1895,
marin.analytic_distribution_model_1605,501.01.00,"{""1302"": 100.0}",marin.company_lmmr,marin.product_product_1895,
marin.analytic_distribution_model_1606,401.04.00,"{""1303"": 100.0}",marin.company_lmmr,marin.product_product_1896,
marin.analytic_distribution_model_1607,501.01.00,"{""1303"": 100.0}",marin.company_lmmr,marin.product_product_1896,
marin.analytic_distribution_model_1608,401.04.00,"{""1304"": 100.0}",marin.company_lmmr,marin.product_product_1897,
marin.analytic_distribution_model_1609,501.01.00,"{""1304"": 100.0}",marin.company_lmmr,marin.product_product_1897,
marin.analytic_distribution_model_1610,401.04.00,"{""1305"": 100.0}",marin.company_lmmr,marin.product_product_1901,
marin.analytic_distribution_model_1611,501.01.00,"{""1305"": 100.0}",marin.company_lmmr,marin.product_product_1901,
marin.analytic_distribution_model_1612,401.04.00,"{""1306"": 100.0}",marin.company_lmmr,marin.product_product_1903,
marin.analytic_distribution_model_1613,501.01.00,"{""1306"": 100.0}",marin.company_lmmr,marin.product_product_1903,
marin.analytic_distribution_model_1614,401.04.00,"{""1307"": 100.0}",marin.company_lmmr,marin.product_product_1904,
marin.analytic_distribution_model_1615,501.01.00,"{""1307"": 100.0}",marin.company_lmmr,marin.product_product_1904,
marin.analytic_distribution_model_1616,401.04.00,"{""1308"": 100.0}",marin.company_lmmr,marin.product_product_1905,
marin.analytic_distribution_model_1617,501.01.00,"{""1308"": 100.0}",marin.company_lmmr,marin.product_product_1905,
marin.analytic_distribution_model_1618,401.04.00,"{""1309"": 100.0}",marin.company_lmmr,marin.product_product_1906,
marin.analytic_distribution_model_1619,501.01.00,"{""1309"": 100.0}",marin.company_lmmr,marin.product_product_1906,
marin.analytic_distribution_model_1620,401.04.00,"{""1310"": 100.0}",marin.company_lmmr,marin.product_product_1907,
marin.analytic_distribution_model_1621,501.01.00,"{""1310"": 100.0}",marin.company_lmmr,marin.product_product_1907,
marin.analytic_distribution_model_1622,401.04.00,"{""1311"": 100.0}",marin.company_lmmr,marin.product_product_1909,
marin.analytic_distribution_model_1623,501.01.00,"{""1311"": 100.0}",marin.company_lmmr,marin.product_product_1909,
marin.analytic_distribution_model_1624,401.04.00,"{""1312"": 100.0}",marin.company_lmmr,marin.product_product_1910,
marin.analytic_distribution_model_1625,501.01.00,"{""1312"": 100.0}",marin.company_lmmr,marin.product_product_1910,
marin.analytic_distribution_model_1626,401.04.00,"{""1313"": 100.0}",marin.company_lmmr,marin.product_product_1915,
marin.analytic_distribution_model_1627,501.01.00,"{""1313"": 100.0}",marin.company_lmmr,marin.product_product_1915,
marin.analytic_distribution_model_1628,401.04.00,"{""1314"": 100.0}",marin.company_lmmr,marin.product_product_1936,
marin.analytic_distribution_model_1629,501.01.00,"{""1314"": 100.0}",marin.company_lmmr,marin.product_product_1936,
marin.analytic_distribution_model_1630,401.04.00,"{""1315"": 100.0}",marin.company_lmmr,marin.product_product_1945,
marin.analytic_distribution_model_1631,501.01.00,"{""1315"": 100.0}",marin.company_lmmr,marin.product_product_1945,
marin.analytic_distribution_model_1632,401.04.00,"{""1316"": 100.0}",marin.company_lmmr,marin.product_product_1946,
marin.analytic_distribution_model_1633,501.01.00,"{""1316"": 100.0}",marin.company_lmmr,marin.product_product_1946,
marin.analytic_distribution_model_1634,401.04.00,"{""1317"": 100.0}",marin.company_lmmr,marin.product_product_1948,
marin.analytic_distribution_model_1635,501.01.00,"{""1317"": 100.0}",marin.company_lmmr,marin.product_product_1948,
marin.analytic_distribution_model_1636,401.04.00,"{""1318"": 100.0}",marin.company_lmmr,marin.product_product_1949,
marin.analytic_distribution_model_1637,501.01.00,"{""1318"": 100.0}",marin.company_lmmr,marin.product_product_1949,
marin.analytic_distribution_model_1638,401.04.00,"{""1319"": 100.0}",marin.company_lmmr,marin.product_product_1951,
marin.analytic_distribution_model_1639,501.01.00,"{""1319"": 100.0}",marin.company_lmmr,marin.product_product_1951,
marin.analytic_distribution_model_1640,401.04.00,"{""1320"": 100.0}",marin.company_lmmr,marin.product_product_1952,
marin.analytic_distribution_model_1641,501.01.00,"{""1320"": 100.0}",marin.company_lmmr,marin.product_product_1952,
marin.analytic_distribution_model_1642,401.04.00,"{""1321"": 100.0}",marin.company_lmmr,marin.product_product_1953,
marin.analytic_distribution_model_1643,501.01.00,"{""1321"": 100.0}",marin.company_lmmr,marin.product_product_1953,
marin.analytic_distribution_model_1644,401.04.00,"{""1322"": 100.0}",marin.company_lmmr,marin.product_product_1958,
marin.analytic_distribution_model_1645,501.01.00,"{""1322"": 100.0}",marin.company_lmmr,marin.product_product_1958,
marin.analytic_distribution_model_1646,401.04.00,"{""1323"": 100.0}",marin.company_lmmr,marin.product_product_1962,
marin.analytic_distribution_model_1647,501.01.00,"{""1323"": 100.0}",marin.company_lmmr,marin.product_product_1962,
marin.analytic_distribution_model_1648,401.04.00,"{""1324"": 100.0}",marin.company_lmmr,marin.product_product_1963,
marin.analytic_distribution_model_1649,501.01.00,"{""1324"": 100.0}",marin.company_lmmr,marin.product_product_1963,
marin.analytic_distribution_model_1650,401.04.00,"{""1325"": 100.0}",marin.company_lmmr,marin.product_product_1968,
marin.analytic_distribution_model_1651,501.01.00,"{""1325"": 100.0}",marin.company_lmmr,marin.product_product_1968,
marin.analytic_distribution_model_1652,401.04.00,"{""1326"": 100.0}",marin.company_lmmr,marin.product_product_1969,
marin.analytic_distribution_model_1653,501.01.00,"{""1326"": 100.0}",marin.company_lmmr,marin.product_product_1969,
marin.analytic_distribution_model_1654,401.04.00,"{""1327"": 100.0}",marin.company_lmmr,marin.product_product_1970,
marin.analytic_distribution_model_1655,501.01.00,"{""1327"": 100.0}",marin.company_lmmr,marin.product_product_1970,
marin.analytic_distribution_model_1656,401.04.00,"{""1328"": 100.0}",marin.company_lmmr,marin.product_product_1971,
marin.analytic_distribution_model_1657,501.01.00,"{""1328"": 100.0}",marin.company_lmmr,marin.product_product_1971,
marin.analytic_distribution_model_1658,401.04.00,"{""1329"": 100.0}",marin.company_lmmr,marin.product_product_1973,
marin.analytic_distribution_model_1659,501.01.00,"{""1329"": 100.0}",marin.company_lmmr,marin.product_product_1973,
marin.analytic_distribution_model_1660,401.04.00,"{""1330"": 100.0}",marin.company_lmmr,marin.product_product_1974,
marin.analytic_distribution_model_1661,501.01.00,"{""1330"": 100.0}",marin.company_lmmr,marin.product_product_1974,
marin.analytic_distribution_model_1662,401.04.00,"{""1331"": 100.0}",marin.company_lmmr,marin.product_product_1975,
marin.analytic_distribution_model_1663,501.01.00,"{""1331"": 100.0}",marin.company_lmmr,marin.product_product_1975,
marin.analytic_distribution_model_1664,401.04.00,"{""1332"": 100.0}",marin.company_lmmr,marin.product_product_1976,
marin.analytic_distribution_model_1665,501.01.00,"{""1332"": 100.0}",marin.company_lmmr,marin.product_product_1976,
marin.analytic_distribution_model_1666,401.04.00,"{""1333"": 100.0}",marin.company_lmmr,marin.product_product_1977,
marin.analytic_distribution_model_1667,501.01.00,"{""1333"": 100.0}",marin.company_lmmr,marin.product_product_1977,
marin.analytic_distribution_model_1668,401.04.00,"{""1334"": 100.0}",marin.company_lmmr,marin.product_product_1978,
marin.analytic_distribution_model_1669,501.01.00,"{""1334"": 100.0}",marin.company_lmmr,marin.product_product_1978,
marin.analytic_distribution_model_1670,401.04.00,"{""1335"": 100.0}",marin.company_lmmr,marin.product_product_1979,
marin.analytic_distribution_model_1671,501.01.00,"{""1335"": 100.0}",marin.company_lmmr,marin.product_product_1979,
marin.analytic_distribution_model_1672,401.04.00,"{""1336"": 100.0}",marin.company_lmmr,marin.product_product_1980,
marin.analytic_distribution_model_1673,501.01.00,"{""1336"": 100.0}",marin.company_lmmr,marin.product_product_1980,
marin.analytic_distribution_model_1674,401.04.00,"{""1337"": 100.0}",marin.company_lmmr,marin.product_product_1989,
marin.analytic_distribution_model_1675,501.01.00,"{""1337"": 100.0}",marin.company_lmmr,marin.product_product_1989,
marin.analytic_distribution_model_1676,401.04.00,"{""1338"": 100.0}",marin.company_lmmr,marin.product_product_1990,
marin.analytic_distribution_model_1677,501.01.00,"{""1338"": 100.0}",marin.company_lmmr,marin.product_product_1990,
marin.analytic_distribution_model_1678,401.04.00,"{""1339"": 100.0}",marin.company_lmmr,marin.product_product_1993,
marin.analytic_distribution_model_1679,501.01.00,"{""1339"": 100.0}",marin.company_lmmr,marin.product_product_1993,
marin.analytic_distribution_model_1680,401.04.00,"{""1340"": 100.0}",marin.company_lmmr,marin.product_product_1994,
marin.analytic_distribution_model_1681,501.01.00,"{""1340"": 100.0}",marin.company_lmmr,marin.product_product_1994,
marin.analytic_distribution_model_1682,401.04.00,"{""1341"": 100.0}",marin.company_lmmr,marin.product_product_1996,
marin.analytic_distribution_model_1683,501.01.00,"{""1341"": 100.0}",marin.company_lmmr,marin.product_product_1996,
marin.analytic_distribution_model_1684,401.04.00,"{""1342"": 100.0}",marin.company_lmmr,marin.product_product_1997,
marin.analytic_distribution_model_1685,501.01.00,"{""1342"": 100.0}",marin.company_lmmr,marin.product_product_1997,
marin.analytic_distribution_model_1686,401.04.00,"{""1343"": 100.0}",marin.company_lmmr,marin.product_product_1998,
marin.analytic_distribution_model_1687,501.01.00,"{""1343"": 100.0}",marin.company_lmmr,marin.product_product_1998,
marin.analytic_distribution_model_1688,401.04.00,"{""1344"": 100.0}",marin.company_lmmr,marin.product_product_1999,
marin.analytic_distribution_model_1689,501.01.00,"{""1344"": 100.0}",marin.company_lmmr,marin.product_product_1999,
marin.analytic_distribution_model_1690,401.04.00,"{""1346"": 100.0}",marin.company_lmmr,marin.product_product_2001,
marin.analytic_distribution_model_1691,501.01.00,"{""1346"": 100.0}",marin.company_lmmr,marin.product_product_2001,
marin.analytic_distribution_model_1692,401.04.00,"{""1345"": 100.0}",marin.company_lmmr,marin.product_product_2002,
marin.analytic_distribution_model_1693,501.01.00,"{""1345"": 100.0}",marin.company_lmmr,marin.product_product_2002,
marin.analytic_distribution_model_1694,401.04.00,"{""1347"": 100.0}",marin.company_lmmr,marin.product_product_2007,
marin.analytic_distribution_model_1695,501.01.00,"{""1347"": 100.0}",marin.company_lmmr,marin.product_product_2007,
marin.analytic_distribution_model_1696,401.04.00,"{""1348"": 100.0}",marin.company_lmmr,marin.product_product_2008,
marin.analytic_distribution_model_1697,501.01.00,"{""1348"": 100.0}",marin.company_lmmr,marin.product_product_2008,
marin.analytic_distribution_model_1698,401.04.00,"{""1349"": 100.0}",marin.company_lmmr,marin.product_product_2016,
marin.analytic_distribution_model_1699,501.01.00,"{""1349"": 100.0}",marin.company_lmmr,marin.product_product_2016,
marin.analytic_distribution_model_1700,401.04.00,"{""1350"": 100.0}",marin.company_lmmr,marin.product_product_2025,
marin.analytic_distribution_model_1701,501.01.00,"{""1350"": 100.0}",marin.company_lmmr,marin.product_product_2025,
marin.analytic_distribution_model_1702,401.04.00,"{""1351"": 100.0}",marin.company_lmmr,marin.product_product_2026,
marin.analytic_distribution_model_1703,501.01.00,"{""1351"": 100.0}",marin.company_lmmr,marin.product_product_2026,
marin.analytic_distribution_model_1704,401.04.00,"{""1352"": 100.0}",marin.company_lmmr,marin.product_product_2027,
marin.analytic_distribution_model_1705,501.01.00,"{""1352"": 100.0}",marin.company_lmmr,marin.product_product_2027,
marin.analytic_distribution_model_1706,401.04.00,"{""1353"": 100.0}",marin.company_lmmr,marin.product_product_2028,
marin.analytic_distribution_model_1707,501.01.00,"{""1353"": 100.0}",marin.company_lmmr,marin.product_product_2028,
marin.analytic_distribution_model_1708,401.04.00,"{""1354"": 100.0}",marin.company_lmmr,marin.product_product_2037,
marin.analytic_distribution_model_1709,501.01.00,"{""1354"": 100.0}",marin.company_lmmr,marin.product_product_2037,
marin.analytic_distribution_model_1710,401.04.00,"{""1355"": 100.0}",marin.company_lmmr,marin.product_product_2038,
marin.analytic_distribution_model_1711,501.01.00,"{""1355"": 100.0}",marin.company_lmmr,marin.product_product_2038,
marin.analytic_distribution_model_1712,401.04.00,"{""1356"": 100.0}",marin.company_lmmr,marin.product_product_2040,
marin.analytic_distribution_model_1713,501.01.00,"{""1356"": 100.0}",marin.company_lmmr,marin.product_product_2040,
marin.analytic_distribution_model_1714,401.04.00,"{""1357"": 100.0}",marin.company_lmmr,marin.product_product_2050,
marin.analytic_distribution_model_1715,501.01.00,"{""1357"": 100.0}",marin.company_lmmr,marin.product_product_2050,
marin.analytic_distribution_model_1716,401.04.00,"{""1358"": 100.0}",marin.company_lmmr,marin.product_product_2052,
marin.analytic_distribution_model_1717,501.01.00,"{""1358"": 100.0}",marin.company_lmmr,marin.product_product_2052,
marin.analytic_distribution_model_1718,401.04.00,"{""1359"": 100.0}",marin.company_lmmr,marin.product_product_2056,
marin.analytic_distribution_model_1719,501.01.00,"{""1359"": 100.0}",marin.company_lmmr,marin.product_product_2056,
marin.analytic_distribution_model_1720,401.04.00,"{""1360"": 100.0}",marin.company_lmmr,marin.product_product_2057,
marin.analytic_distribution_model_1721,501.01.00,"{""1360"": 100.0}",marin.company_lmmr,marin.product_product_2057,
marin.analytic_distribution_model_1722,401.04.00,"{""1361"": 100.0}",marin.company_lmmr,marin.product_product_2059,
marin.analytic_distribution_model_1723,501.01.00,"{""1361"": 100.0}",marin.company_lmmr,marin.product_product_2059,
marin.analytic_distribution_model_1724,401.04.00,"{""1362"": 100.0}",marin.company_lmmr,marin.product_product_2062,
marin.analytic_distribution_model_1725,501.01.00,"{""1362"": 100.0}",marin.company_lmmr,marin.product_product_2062,
marin.analytic_distribution_model_1726,401.04.00,"{""1363"": 100.0}",marin.company_lmmr,marin.product_product_2063,
marin.analytic_distribution_model_1727,501.01.00,"{""1363"": 100.0}",marin.company_lmmr,marin.product_product_2063,
marin.analytic_distribution_model_1728,401.04.00,"{""1364"": 100.0}",marin.company_lmmr,marin.product_product_2064,
marin.analytic_distribution_model_1729,501.01.00,"{""1364"": 100.0}",marin.company_lmmr,marin.product_product_2064,
marin.analytic_distribution_model_1730,401.04.00,"{""1365"": 100.0}",marin.company_lmmr,marin.product_product_2065,
marin.analytic_distribution_model_1731,501.01.00,"{""1365"": 100.0}",marin.company_lmmr,marin.product_product_2065,
marin.analytic_distribution_model_1732,401.04.00,"{""1366"": 100.0}",marin.company_lmmr,marin.product_product_2066,
marin.analytic_distribution_model_1733,501.01.00,"{""1366"": 100.0}",marin.company_lmmr,marin.product_product_2066,
marin.analytic_distribution_model_1734,401.04.00,"{""1367"": 100.0}",marin.company_lmmr,marin.product_product_2070,
marin.analytic_distribution_model_1735,501.01.00,"{""1367"": 100.0}",marin.company_lmmr,marin.product_product_2070,
