id,chart_id/id,group_id/id,name,code,currency_mode,invert_sign,account_ids/id
marin.consolidation_account_1373,marin.consolidation_chart_15,marin.consolidation_group_25,"Telefono, internet NF",602.50.002,Closing Rate,,"marin.account_602_50_002_lmmg,marin.account_602_50_002_lmmr"
marin.consolidation_account_1374,marin.consolidation_chart_15,marin.consolidation_group_25,Agua FF,602.51.001,Closing Rate,,"marin.account_602_51_001_lmmg,marin.account_602_51_001_lmmr"
marin.consolidation_account_1375,marin.consolidation_chart_15,marin.consolidation_group_25,Agua NF,602.51.002,Closing Rate,,marin.account_602_51_002_lmmr
marin.consolidation_account_1376,marin.consolidation_chart_15,marin.consolidation_group_25,Energia electrica FF,602.52.001,Closing Rate,,"marin.account_601_52_001_lmmg,marin.account_601_52_002_lmmg,marin.account_602_52_001_lmmg,marin.account_602_52_001_lmmr"
marin.consolidation_account_1377,marin.consolidation_chart_15,marin.consolidation_group_25,Energia electrica NF,602.52.002,Closing Rate,,"marin.account_602_52_002_lmmg,marin.account_602_52_002_lmmr"
marin.consolidation_account_1378,marin.consolidation_chart_15,marin.consolidation_group_25,Vigilancia y seguridad NF,602.53.002,Closing Rate,,marin.account_602_53_002_lmmr
marin.consolidation_account_1379,marin.consolidation_chart_15,marin.consolidation_group_25,Articulos y gastos de limpieza FF,602.54.001,Closing Rate,,"marin.account_602_54_001_lmmg,marin.account_602_54_001_lmmr"
marin.consolidation_account_1380,marin.consolidation_chart_15,marin.consolidation_group_25,Articulos y gastos de limpieza NF,602.54.002,Closing Rate,,"marin.account_602_54_002_lmmg,marin.account_602_54_002_lmmr"
marin.consolidation_account_1381,marin.consolidation_chart_15,marin.consolidation_group_25,Mantenimiento y conservacion FF,602.56.001,Closing Rate,,"marin.account_602_56_001_lmmg,marin.account_602_56_001_lmmr"
marin.consolidation_account_1382,marin.consolidation_chart_15,marin.consolidation_group_25,Mantenimiento y conservacion NF,602.56.002,Closing Rate,,"marin.account_602_56_002_lmmg,marin.account_602_56_002_lmmr"
marin.consolidation_account_1383,marin.consolidation_chart_15,marin.consolidation_group_25,Seguros y fianzas FF,602.57.001,Closing Rate,,"marin.account_602_57_001_lmmg,marin.account_602_57_001_lmmr"
marin.consolidation_account_1384,marin.consolidation_chart_15,marin.consolidation_group_25,Otros impuestos y derechos NF,602.58.002,Closing Rate,,marin.account_602_58_002_lmmr
marin.consolidation_account_1385,marin.consolidation_chart_15,marin.consolidation_group_25,"Promocion, propaganda y publicidad FF",602.61.001,Closing Rate,,"marin.account_602_61_001_lmmg,marin.account_602_61_001_lmmr"
marin.consolidation_account_1386,marin.consolidation_chart_15,marin.consolidation_group_25,"Promocion, propaganda y publicidad NF",602.61.002,Closing Rate,,"marin.account_602_61_002_lmmg,marin.account_602_61_002_lmmr"
marin.consolidation_account_1387,marin.consolidation_chart_15,marin.consolidation_group_25,Capacitacion al personal FF,602.62.001,Closing Rate,,"marin.account_602_62_001_lmmg,marin.account_602_62_001_lmmr"
marin.consolidation_account_1388,marin.consolidation_chart_15,marin.consolidation_group_25,Capacitacion al personal NF,602.62.002,Closing Rate,,marin.account_602_62_002_lmmr
marin.consolidation_account_1389,marin.consolidation_chart_15,marin.consolidation_group_25,Fletes y acarreos FF,602.72.001,Closing Rate,,"marin.account_602_72_001_lmmg,marin.account_602_72_001_lmmr"
marin.consolidation_account_1390,marin.consolidation_chart_15,marin.consolidation_group_25,Fletes y acarreos NF,602.72.002,Closing Rate,,"marin.account_602_72_002_lmmg,marin.account_602_72_002_lmmr"
marin.consolidation_account_1391,marin.consolidation_chart_15,marin.consolidation_group_25,Comisiones sobre ventas FF,602.74.001,Closing Rate,,"marin.account_602_74_001_lmmg,marin.account_602_74_001_lmmr"
marin.consolidation_account_1392,marin.consolidation_chart_15,marin.consolidation_group_25,Comisiones sobre ventas NF,602.74.002,Closing Rate,,"marin.account_602_74_002_lmmg,marin.account_602_74_002_lmmr"
marin.consolidation_account_1393,marin.consolidation_chart_15,marin.consolidation_group_25,Uniformes FF,602.77.001,Closing Rate,,"marin.account_602_77_001_lmmg,marin.account_602_77_001_lmmr"
marin.consolidation_account_1394,marin.consolidation_chart_15,marin.consolidation_group_25,Uniformes NF,602.77.002,Closing Rate,,marin.account_602_77_002_lmmr
marin.consolidation_account_1395,marin.consolidation_chart_15,marin.consolidation_group_25,Prediales FF,602.78.001,Closing Rate,,marin.account_602_78_001_lmmr
marin.consolidation_account_1396,marin.consolidation_chart_15,marin.consolidation_group_25,Prediales NF,602.78.002,Closing Rate,,marin.account_602_78_002_lmmr
marin.consolidation_account_1397,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos generales de construccion FF,602.80.001,Closing Rate,,marin.account_602_80_001_lmmr
marin.consolidation_account_1398,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos generales de construccion NF,602.80.002,Closing Rate,,marin.account_602_80_002_lmmr
marin.consolidation_account_1399,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - sin requisitos fiscales,602.83.001,Closing Rate,,"marin.account_602_83_001_lmmg,marin.account_602_83_001_lmmr"
marin.consolidation_account_1400,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Combustibles y lubricantes,602.83.002,Closing Rate,,"marin.account_602_83_002_lmmg,marin.account_602_83_002_lmmr"
marin.consolidation_account_1401,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Comisiones bancarias,602.83.003,Closing Rate,,marin.account_602_83_003_lmmg
marin.consolidation_account_1402,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Viaticos y gastos de viaje,602.83.004,Closing Rate,,"marin.account_602_83_004_lmmg,marin.account_602_83_004_lmmr"
marin.consolidation_account_1403,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Mantenimiento y conservacion,602.83.005,Closing Rate,,"marin.account_602_83_005_lmmg,marin.account_602_83_005_lmmr"
marin.consolidation_account_1404,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - IVA no deducible,602.83.007,Closing Rate,,"marin.account_602_83_007_lmmg,marin.account_602_83_007_lmmr"
marin.consolidation_account_1405,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Fletes y acarreos,602.83.008,Closing Rate,,"marin.account_602_83_008_lmmg,marin.account_602_83_008_lmmr"
marin.consolidation_account_1406,marin.consolidation_chart_15,marin.consolidation_group_25,Otros gastos de venta FF,602.84.001,Closing Rate,,"marin.account_602_84_001_lmmg,marin.account_602_84_001_lmmr"
marin.consolidation_account_1407,marin.consolidation_chart_15,marin.consolidation_group_25,Otros gastos de venta NF,602.84.002,Closing Rate,,"marin.account_602_84_002_lmmg,marin.account_602_84_002_lmmr"
marin.consolidation_account_1408,marin.consolidation_chart_15,marin.consolidation_group_25,Cuentas incobrables LMMR FF,602.84.003,Closing Rate,,marin.account_602_84_003_lmmr
marin.consolidation_account_1409,marin.consolidation_chart_15,marin.consolidation_group_25,Cuentas incobrables LMMR NF,602.84.004,Closing Rate,,marin.account_602_84_004_lmmr
marin.consolidation_account_1410,marin.consolidation_chart_15,marin.consolidation_group_25,Cuentas incobrables LMMG FF,602.84.005,Closing Rate,,marin.account_602_84_005_lmmr
marin.consolidation_account_1411,marin.consolidation_chart_15,marin.consolidation_group_25,Cuentas incobrables LMMG NF,602.84.006,Closing Rate,,marin.account_602_84_006_lmmr
marin.consolidation_account_1412,marin.consolidation_chart_15,marin.consolidation_group_25,Cuentas incobrables GLMM FF,602.84.007,Closing Rate,,marin.account_602_84_007_lmmr
marin.consolidation_account_1413,marin.consolidation_chart_15,marin.consolidation_group_25,Cuentas incobrables GLMM NF,602.84.008,Closing Rate,,marin.account_602_84_008_lmmr
marin.consolidation_account_1414,marin.consolidation_chart_15,marin.consolidation_group_25,Sueldos y salarios FF,603.01.001,Closing Rate,,marin.account_603_01_001_lmmr
marin.consolidation_account_1415,marin.consolidation_chart_15,marin.consolidation_group_25,Sueldos y salarios NF,603.01.002,Closing Rate,,marin.account_603_01_002_lmmr
marin.consolidation_account_1416,marin.consolidation_chart_15,marin.consolidation_group_25,Vacaciones FF,603.06.001,Closing Rate,,marin.account_603_06_001_lmmr
marin.consolidation_account_1417,marin.consolidation_chart_15,marin.consolidation_group_25,Vacaciones NF,603.06.002,Closing Rate,,marin.account_603_06_002_lmmr
marin.consolidation_account_1418,marin.consolidation_chart_15,marin.consolidation_group_25,Prima vacacional FF,603.07.001,Closing Rate,,marin.account_603_07_001_lmmr
marin.consolidation_account_1419,marin.consolidation_chart_15,marin.consolidation_group_25,Prima vacacional NF,603.07.002,Closing Rate,,marin.account_603_07_002_lmmr
marin.consolidation_account_1420,marin.consolidation_chart_15,marin.consolidation_group_25,Gratificaciones NF,603.10.002,Closing Rate,,marin.account_603_10_002_lmmr
marin.consolidation_account_1421,marin.consolidation_chart_15,marin.consolidation_group_25,Aguinaldo FF,603.12.001,Closing Rate,,marin.account_603_12_001_lmmr
marin.consolidation_account_1422,marin.consolidation_chart_15,marin.consolidation_group_25,Aguiinaldo NF,603.12.002,Closing Rate,,marin.account_603_12_002_lmmr
marin.consolidation_account_1423,marin.consolidation_chart_15,marin.consolidation_group_25,Despensa al personal FF,603.15.001,Closing Rate,,marin.account_603_15_001_lmmr
marin.consolidation_account_1424,marin.consolidation_chart_15,marin.consolidation_group_25,Despensa al personal NF,603.15.002,Closing Rate,,marin.account_603_15_002_lmmr
marin.consolidation_account_1425,marin.consolidation_chart_15,marin.consolidation_group_25,Transporte FF,603.16.001,Closing Rate,,marin.account_603_16_001_lmmr
marin.consolidation_account_1426,marin.consolidation_chart_15,marin.consolidation_group_25,Transporte NF,603.16.002,Closing Rate,,marin.account_603_16_002_lmmr
marin.consolidation_account_1427,marin.consolidation_chart_15,marin.consolidation_group_25,Servicios medicos NF,603.17.001,Closing Rate,,marin.account_603_17_002_lmmr
marin.consolidation_account_1428,marin.consolidation_chart_15,marin.consolidation_group_25,Fondo de ahorro NF,603.19.002,Closing Rate,,marin.account_603_19_002_lmmr
marin.consolidation_account_1429,marin.consolidation_chart_15,marin.consolidation_group_25,Otras prestaciones al personal FF,603.25.001,Closing Rate,,marin.account_603_25_001_lmmr
marin.consolidation_account_1430,marin.consolidation_chart_15,marin.consolidation_group_25,Otras prestaciones al personal NF,603.25.002,Closing Rate,,marin.account_603_25_002_lmmr
marin.consolidation_account_1431,marin.consolidation_chart_15,marin.consolidation_group_25,Cuotas IMSS patronales FF,603.26.001,Closing Rate,,marin.account_603_26_001_lmmr
marin.consolidation_account_1432,marin.consolidation_chart_15,marin.consolidation_group_25,Cuotas IMSS patronales NF,603.26.002,Closing Rate,,marin.account_603_26_002_lmmr
marin.consolidation_account_1433,marin.consolidation_chart_15,marin.consolidation_group_25,Aportaciones al INFONAVIT FF,603.27.001,Closing Rate,,marin.account_603_27_001_lmmr
marin.consolidation_account_1434,marin.consolidation_chart_15,marin.consolidation_group_25,Otras aportaciones FF,603.30.001,Closing Rate,,marin.account_603_30_001_lmmr
marin.consolidation_account_1435,marin.consolidation_chart_15,marin.consolidation_group_25,Servicios administrativos FF,603.32.001,Closing Rate,,"marin.account_603_32_001_lmmg,marin.account_603_32_001_lmmr"
marin.consolidation_account_1436,marin.consolidation_chart_15,marin.consolidation_group_25,Servicios administrativos NF,603.32.002,Closing Rate,,"marin.account_603_32_002_lmmg,marin.account_603_32_002_lmmr"
marin.consolidation_account_1437,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas fisicas FF,603.34.001,Closing Rate,,"marin.account_603_34_001_lmmg,marin.account_603_34_001_lmmr"
marin.consolidation_account_1438,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas fisicas NF,603.34.002,Closing Rate,,"marin.account_603_34_002_lmmg,marin.account_603_34_002_lmmr"
marin.consolidation_account_1439,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas morales FF,603.38.001,Closing Rate,,marin.account_603_38_001_lmmr
marin.consolidation_account_1440,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas morales NF,603.38.002,Closing Rate,,marin.account_603_38_002_lmmr
marin.consolidation_account_1441,marin.consolidation_chart_15,marin.consolidation_group_25,Arrendamiento a personas fisicas FF,603.45.001,Closing Rate,,"marin.account_603_45_001_lmmg,marin.account_603_45_001_lmmr"
marin.consolidation_account_1442,marin.consolidation_chart_15,marin.consolidation_group_25,Arrendamiento a personas fisicas NF,603.45.002,Closing Rate,,"marin.account_603_45_002_lmmg,marin.account_603_45_002_lmmr"
marin.consolidation_account_1443,marin.consolidation_chart_15,marin.consolidation_group_25,Combustibles y lubricantes FF,603.48.001,Closing Rate,,marin.account_603_48_001_lmmr
marin.consolidation_account_1444,marin.consolidation_chart_15,marin.consolidation_group_25,Combustibles y lubricantes NF,603.48.002,Closing Rate,,marin.account_603_48_002_lmmr
marin.consolidation_account_1445,marin.consolidation_chart_15,marin.consolidation_group_25,Viaticos y gastos de viaje FF,603.49.001,Closing Rate,,marin.account_603_49_001_lmmr
marin.consolidation_account_1446,marin.consolidation_chart_15,marin.consolidation_group_25,Viaticos y gastos de viaje NF,603.49.002,Closing Rate,,marin.account_603_49_002_lmmr
marin.consolidation_account_1447,marin.consolidation_chart_15,marin.consolidation_group_25,"Telefono, internet FF",603.50.001,Closing Rate,,marin.account_603_50_001_lmmr
marin.consolidation_account_1448,marin.consolidation_chart_15,marin.consolidation_group_25,"Telefono, internet NF",603.50.002,Closing Rate,,marin.account_603_50_002_lmmr
marin.consolidation_account_1449,marin.consolidation_chart_15,marin.consolidation_group_25,Agua FF,603.51.001,Closing Rate,,marin.account_603_51_001_lmmr
marin.consolidation_account_1450,marin.consolidation_chart_15,marin.consolidation_group_25,Agua NF,603.51.002,Closing Rate,,marin.account_603_51_002_lmmr
marin.consolidation_account_1451,marin.consolidation_chart_15,marin.consolidation_group_25,Energia electrica FF,603.52.001,Closing Rate,,marin.account_603_52_001_lmmr
marin.consolidation_account_1452,marin.consolidation_chart_15,marin.consolidation_group_25,Energia electrica NF,603.52.002,Closing Rate,,marin.account_603_52_002_lmmr
marin.consolidation_account_1453,marin.consolidation_chart_15,marin.consolidation_group_25,Vigilancia y seguridad NF,603.53.002,Closing Rate,,marin.account_603_53_002_lmmr
marin.consolidation_account_1454,marin.consolidation_chart_15,marin.consolidation_group_25,Articulos y gastos de Limpieza FF,603.54.001,Closing Rate,,marin.account_603_54_001_lmmr
marin.consolidation_account_1455,marin.consolidation_chart_15,marin.consolidation_group_25,Articulos y gastos de Limpieza NF,603.54.002,Closing Rate,,marin.account_603_54_002_lmmr
marin.consolidation_account_1456,marin.consolidation_chart_15,marin.consolidation_group_25,"Material, papelería y artículos de oficina FF",603.55.001,Closing Rate,,"marin.account_603_55_001_lmmg,marin.account_603_55_001_lmmr"
marin.consolidation_account_1457,marin.consolidation_chart_15,marin.consolidation_group_25,"Material, papelería y artículos de oficina NF",603.55.002,Closing Rate,,"marin.account_603_55_002_lmmg,marin.account_603_55_002_lmmr"
marin.consolidation_account_1458,marin.consolidation_chart_15,marin.consolidation_group_25,Mantenimiento y conservacion FF,603.56.001,Closing Rate,,marin.account_603_56_001_lmmr
marin.consolidation_account_1459,marin.consolidation_chart_15,marin.consolidation_group_25,Mantenimiento y conservacion NF,603.56.002,Closing Rate,,marin.account_603_56_002_lmmr
marin.consolidation_account_1460,marin.consolidation_chart_15,marin.consolidation_group_25,Seguros y fianzas FF,603.57.011,Closing Rate,,marin.account_603_57_001_lmmr
marin.consolidation_account_1461,marin.consolidation_chart_15,marin.consolidation_group_25,Otros impuestos y derechos FF,603.58.001,Closing Rate,,"marin.account_603_58_001_lmmg,marin.account_603_58_001_lmmr"
marin.consolidation_account_1462,marin.consolidation_chart_15,marin.consolidation_group_25,Otros impuestos y derechos NF,603.58.002,Closing Rate,,"marin.account_603_58_002_lmmg,marin.account_603_58_002_lmmr"
marin.consolidation_account_1463,marin.consolidation_chart_15,marin.consolidation_group_25,Recargos fiscales FF,603.59.001,Closing Rate,,marin.account_603_59_001_lmmr
marin.consolidation_account_1464,marin.consolidation_chart_15,marin.consolidation_group_25,Propaganda y publicidad FF,603.61.001,Closing Rate,,marin.account_603_61_001_lmmr
marin.consolidation_account_1465,marin.consolidation_chart_15,marin.consolidation_group_25,Propaganda y publicidad NF,603.61.002,Closing Rate,,marin.account_603_61_002_lmmr
marin.consolidation_account_1466,marin.consolidation_chart_15,marin.consolidation_group_25,Capacitacion al personal FF,603.62.001,Closing Rate,,"marin.account_603_62_001_lmmg,marin.account_603_62_001_lmmr"
marin.consolidation_account_1467,marin.consolidation_chart_15,marin.consolidation_group_25,Capacitacion al personal NF,603.62.002,Closing Rate,,marin.account_603_62_002_lmmr
marin.consolidation_account_1468,marin.consolidation_chart_15,marin.consolidation_group_25,Donativos y ayudas NF,603.63.002,Closing Rate,,
marin.consolidation_account_1469,marin.consolidation_chart_15,marin.consolidation_group_25,Uniformes FF,603.75.001,Closing Rate,,marin.account_603_75_001_lmmr
marin.consolidation_account_1470,marin.consolidation_chart_15,marin.consolidation_group_25,Uniformes NF,603.75.002,Closing Rate,,marin.account_603_75_002_lmmr
marin.consolidation_account_1471,marin.consolidation_chart_15,marin.consolidation_group_25,Prediales NF,603.76.002,Closing Rate,,marin.account_603_76_002_lmmr
marin.consolidation_account_1472,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos generales de construcción FF,603.80.001,Closing Rate,,
marin.consolidation_account_1473,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos generales de construcción NF,603.80.002,Closing Rate,,
marin.consolidation_account_1474,marin.consolidation_chart_15,marin.consolidation_group_25,Otros gastos de administracion NF,603.82.002,Closing Rate,,marin.account_603_82_002_lmmr
marin.consolidation_account_1475,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Servicios administrativos,603.83.006,Closing Rate,,"marin.account_603_83_006_lmmg,marin.account_603_83_006_lmmr"
marin.consolidation_account_1476,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Actualizaciones,603.83.008,Closing Rate,,marin.account_603_83_008_lmmr
marin.consolidation_account_1477,marin.consolidation_chart_15,marin.consolidation_group_25,Perdida cambiaria,701.01.001,Closing Rate,,"marin.account_701_01_001_lmmg,marin.account_701_01_001_lmmr"
marin.consolidation_account_1478,marin.consolidation_chart_15,marin.consolidation_group_25,Intereses a cargo bancario nacional FF,701.04.001,Closing Rate,,"marin.account_701_04_001_lmmg,marin.account_701_04_001_lmmr"
marin.consolidation_account_1479,marin.consolidation_chart_15,marin.consolidation_group_25,Intereses a cargo de personas morales nacional FF,701.08.001,Closing Rate,,"marin.account_701_08_001_lmmg,marin.account_701_08_001_lmmr"
marin.consolidation_account_1480,marin.consolidation_chart_15,marin.consolidation_group_25,Comisiones Bancarias FF,701.10.001,Closing Rate,,"marin.account_701_10_001_lmmg,marin.account_701_10_001_lmmr"
marin.consolidation_account_1481,marin.consolidation_chart_15,marin.consolidation_group_25,Comisiones Bancarias NF,701.10.002,Closing Rate,,marin.account_701_10_002_lmmr
marin.consolidation_account_1482,marin.consolidation_chart_15,marin.consolidation_group_25,Otros gastos FF,703.21.001,Closing Rate,,"marin.account_703_21_001_lmmg,marin.account_703_21_001_lmmr"
marin.consolidation_account_1483,marin.consolidation_chart_15,marin.consolidation_group_25,Perdida por diferencia de efectivo,703.21.002,Closing Rate,,"marin.account_703_21_002_lmmg,marin.account_703_21_002_lmmr"
marin.consolidation_account_1484,marin.consolidation_chart_15,marin.consolidation_group_25,Perdida por descuento al pago,703.21.003,Closing Rate,,"marin.account_703_21_003_lmmg,marin.account_703_21_003_lmmr"
marin.consolidation_account_1485,marin.consolidation_chart_16,marin.consolidation_group_26,Domestic customers FF,105.01.001,Closing Rate,,"marin.account_105_01_001_lmmg,marin.account_105_01_001_lmmr"
marin.consolidation_account_1486,marin.consolidation_chart_16,marin.consolidation_group_26,Domestic customers NF,105.01.002,Closing Rate,,"marin.account_105_01_002_lmmg,marin.account_105_01_002_lmmr"
