id,chart_id/id,group_id/id,name,code,currency_mode,invert_sign,account_ids/id
marin.consolidation_account_1225,marin.consolidation_chart_9,marin.consolidation_group_15,Ventas 0% FX - Cambios efectivo --> banco (recursos propios),,Closing Rate,,
marin.consolidation_account_1226,marin.consolidation_chart_9,marin.consolidation_group_15,Ventas 0% FX - Cambios banco --> efectivo a terceros,,Closing Rate,,"marin.account_401_04_008_lmmg,marin.account_401_04_010_lmmg,marin.account_401_04_011_lmmg,marin.account_401_04_013_lmmg,marin.account_603_101_001_lmmg,marin.account_603_101_003_lmmg,marin.account_603_102_001_lmmg,marin.account_603_102_002_lmmr,marin.account_603_102_003_lmmg"
marin.consolidation_account_1227,marin.consolidation_chart_9,marin.consolidation_group_15,Ventas 0% FX - Cambios banco --> banco (recursos propios),,Closing Rate,,
marin.consolidation_account_1228,marin.consolidation_chart_10,marin.consolidation_group_16,Terrenos FF,151.01.001,Closing Rate,,"marin.account_151_01_001_lmmg,marin.account_151_01_001_lmmr"
marin.consolidation_account_1229,marin.consolidation_chart_10,marin.consolidation_group_16,Terrenos NF,151.01.002,Closing Rate,,"marin.account_151_01_002_lmmg,marin.account_151_01_002_lmmr"
marin.consolidation_account_1230,marin.consolidation_chart_10,marin.consolidation_group_16,Maquinaria y equipo FF,153.01.001,Closing Rate,,"marin.account_153_01_001_lmmg,marin.account_153_01_001_lmmr"
marin.consolidation_account_1231,marin.consolidation_chart_10,marin.consolidation_group_16,Maquinaria y equipo NF,153.01.002,Closing Rate,,"marin.account_153_01_002_lmmg,marin.account_153_01_002_lmmr"
marin.consolidation_account_1232,marin.consolidation_chart_10,marin.consolidation_group_16,"Automoviles, camiones de carga, tractocamiones, montacargas y remolques FF",154.01.001,Closing Rate,,"marin.account_154_01_001_lmmg,marin.account_154_01_001_lmmr"
marin.consolidation_account_1233,marin.consolidation_chart_10,marin.consolidation_group_16,"Automoviles, camiones de carga, tractocamiones, montacargas y remolques NF",154.01.002,Closing Rate,,"marin.account_154_01_002_lmmg,marin.account_154_01_002_lmmr"
marin.consolidation_account_1234,marin.consolidation_chart_10,marin.consolidation_group_16,Mobiliario y Equipo de Oficina FF,155.01.001,Closing Rate,,"marin.account_155_01_001_lmmg,marin.account_155_01_001_lmmr,marin.account_155_01_002_lmmr"
marin.consolidation_account_1235,marin.consolidation_chart_10,marin.consolidation_group_16,Mobiliario y Equipo de Oficina NF,155.01.002,Closing Rate,,"marin.account_155_01_002_lmmg,marin.account_155_01_002_lmmr"
marin.consolidation_account_1236,marin.consolidation_chart_10,marin.consolidation_group_16,Equipo de computo FF,156.01.001,Closing Rate,,"marin.account_156_01_001_lmmg,marin.account_156_01_001_lmmr"
marin.consolidation_account_1237,marin.consolidation_chart_10,marin.consolidation_group_16,Otros activos fijos FF,160.01.001,Closing Rate,,"marin.account_160_01_001_lmmg,marin.account_160_01_001_lmmr"
marin.consolidation_account_1238,marin.consolidation_chart_10,marin.consolidation_group_16,Equipo de comunicaciones telefonicas FF,165.01.001,Closing Rate,,"marin.account_165_01_001_lmmg,marin.account_165_01_001_lmmr"
marin.consolidation_account_1239,marin.consolidation_chart_10,marin.consolidation_group_16,Equipo de comunicaciones telefonicas NF,165.01.002,Closing Rate,,"marin.account_165_01_002_lmmg,marin.account_165_01_002_lmmr"
marin.consolidation_account_1240,marin.consolidation_chart_10,marin.consolidation_group_16,Marcas y Patentes FF,179.01.001,Closing Rate,,"marin.account_179_01_001_lmmg,marin.account_179_01_001_lmmr"
marin.consolidation_account_1241,marin.consolidation_chart_12,marin.consolidation_group_17,Ventas y/o servicios gravados a la tasa general,401.01.001,Closing Rate,,"marin.account_401_01_001_lmmg,marin.account_401_01_001_lmmr"
marin.consolidation_account_1242,marin.consolidation_chart_12,marin.consolidation_group_17,Ventas 0% FF,401.04.001,Closing Rate,,"marin.account_401_04_001_lmmg,marin.account_401_04_001_lmmr"
marin.consolidation_account_1243,marin.consolidation_chart_12,marin.consolidation_group_17,Ventas 0% NF,401.04.002,Closing Rate,,"marin.account_401_04_003_lmmg,marin.account_401_04_003_lmmr"
marin.consolidation_account_1244,marin.consolidation_chart_12,marin.consolidation_group_17,Ventas 0% FX - Descuentos sobre ventas NF por cobro en FX,401.04.003,Closing Rate,,"marin.account_401_04_004_lmmg,marin.account_401_04_004_lmmr"
marin.consolidation_account_1245,marin.consolidation_chart_12,marin.consolidation_group_17,Ventas 0% FX - sin factura sin descuento sobre ventas NF,401.04.011,Closing Rate,,"marin.account_401_04_014_lmmg,marin.account_401_04_014_lmmr"
marin.consolidation_account_1246,marin.consolidation_chart_12,marin.consolidation_group_17,Ventas 0% FX - sin factura con descuento sobre ventas NF,401.04.012,Closing Rate,,"marin.account_401_04_015_lmmg,marin.account_401_04_015_lmmr"
marin.consolidation_account_1247,marin.consolidation_chart_12,marin.consolidation_group_17,Ventas 0% NFX,401.04.014,Closing Rate,,"marin.account_401_04_017_lmmg,marin.account_401_04_017_lmmr"
marin.consolidation_account_1248,marin.consolidation_chart_14,marin.consolidation_group_18,Funcionarios y empleados FF,107.01.001,Closing Rate,,marin.account_107_01_001_lmmr
marin.consolidation_account_1249,marin.consolidation_chart_14,marin.consolidation_group_18,Funcionarios y empleados NF,107.01.002,Closing Rate,,marin.account_107_01_002_lmmr
marin.consolidation_account_1250,marin.consolidation_chart_14,marin.consolidation_group_18,Proveedores nacionales FF,201.01.001,Closing Rate,,"marin.account_201_01_001_lmmg,marin.account_201_01_001_lmmr,marin.account_201_01_001_glmm,account.5_cuenta216_11"
marin.consolidation_account_1251,marin.consolidation_chart_14,marin.consolidation_group_18,Proveedores nacionales NF,201.01.002,Closing Rate,,"marin.account_201_01_002_lmmg,marin.account_201_01_002_lmmr,marin.account_201_01_002_glmm"
marin.consolidation_account_1252,marin.consolidation_chart_14,marin.consolidation_group_18,Proveedores extranjeros FF,201.02.001,Closing Rate,,"marin.account_201_02_001_lmmg,marin.account_201_02_001_lmmr"
marin.consolidation_account_1253,marin.consolidation_chart_15,marin.consolidation_group_21,Descuentos sobre ventas NF por cobro en FX multi compañia,402.02.003,Closing Rate,,"marin.account_401_04_002_lmmg,marin.account_401_04_002_lmmr,marin.account_401_04_005_lmmg"
marin.consolidation_account_1254,marin.consolidation_chart_15,marin.consolidation_group_21,Descuentos sobre ventas NF por cobro en especie,402.02.004,Closing Rate,,"marin.account_401_04_018_lmmg,marin.account_401_04_018_lmmr"
marin.consolidation_account_1255,marin.consolidation_chart_15,marin.consolidation_group_21,Costo de venta FF,501.01.001,Closing Rate,,marin.account_501_01_001_lmmr
marin.consolidation_account_1256,marin.consolidation_chart_15,marin.consolidation_group_21,Costo de venta NF,501.01.002,Closing Rate,,marin.account_501_01_002_lmmr
marin.consolidation_account_1257,marin.consolidation_chart_15,marin.consolidation_group_21,Costo de venta FX,501.01.003,Closing Rate,,marin.account_501_01_003_lmmr
marin.consolidation_account_1258,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas y/o servicios gravados a la tasa general,401.01.001,Closing Rate,,"account.2_cuenta208_01,marin.account_401_01_001_lmmg,marin.account_401_01_001_lmmr"
marin.consolidation_account_1259,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FF,401.04.001,Closing Rate,,"marin.account_401_04_001_lmmg,marin.account_401_04_001_lmmr,marin.account_401_04_001_glmm"
marin.consolidation_account_1260,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% NF,401.04.002,Closing Rate,,"marin.account_401_04_003_lmmg,marin.account_401_04_003_lmmr"
marin.consolidation_account_1261,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - Descuentos sobre ventas NF por cobro en FX,401.04.003,Closing Rate,,"marin.account_401_04_004_lmmg,marin.account_401_04_004_lmmr"
marin.consolidation_account_1262,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - Cambios efectivo propio --> banco propio,401.04.005,Closing Rate,,"marin.account_401_04_006_lmmg,marin.account_401_04_006_lmmr"
marin.consolidation_account_1263,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - Cambios efectivo LMMR --> banco LMMG,401.04.006,Closing Rate,,"marin.account_401_04_007_lmmg,marin.account_603_100_002_lmmr"
marin.consolidation_account_1264,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - Cambios banco LMMR --> banco LMMG,401.04.007,Closing Rate,,"marin.account_401_04_011_lmmg,marin.account_603_101_002_lmmr"
marin.consolidation_account_1265,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - Cambios banco propio --> efectivo propio a terceros,401.04.009,Closing Rate,,"marin.account_401_04_008_lmmg,marin.account_401_04_008_lmmr"
marin.consolidation_account_1266,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - Cambios banco LMMG --> efectivo LMMR a terceros,401.04.010,Closing Rate,,"marin.account_401_04_010_lmmg,marin.account_603_102_002_lmmr"
marin.consolidation_account_1267,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - sin factura sin descuento sobre ventas NF,401.04.011,Closing Rate,,"marin.account_401_04_014_lmmg,marin.account_401_04_014_lmmr"
marin.consolidation_account_1268,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - sin factura con descuento sobre ventas NF,401.04.012,Closing Rate,,"marin.account_401_04_015_lmmg,marin.account_401_04_015_lmmr"
marin.consolidation_account_1269,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% FX - con factura sin descuento sobre ventas NF,401.04.013,Closing Rate,,"marin.account_401_04_016_lmmg,marin.account_401_04_016_lmmr"
marin.consolidation_account_1270,marin.consolidation_chart_15,marin.consolidation_group_22,Ventas 0% NFX,401.04.014,Closing Rate,,"marin.account_401_04_017_lmmg,marin.account_401_04_017_lmmr"
marin.consolidation_account_1271,marin.consolidation_chart_15,marin.consolidation_group_23,Descuentos sobre compras,503.01.004,Closing Rate,,
marin.consolidation_account_1272,marin.consolidation_chart_15,marin.consolidation_group_23,Descuentos sobre compras por pago en especie NF,503.01.005,Closing Rate,,marin.account_503_01_005_lmmr
marin.consolidation_account_1273,marin.consolidation_chart_15,marin.consolidation_group_23,Descuentos sobre compra por pago en multi compañia,503.01.007,Closing Rate,,marin.account_503_01_007_lmmr
marin.consolidation_account_1274,marin.consolidation_chart_15,marin.consolidation_group_23,Utilidad cambiaria,702.01.001,Closing Rate,,"marin.account_702_01_001_lmmg,marin.account_702_01_001_lmmr"
marin.consolidation_account_1275,marin.consolidation_chart_15,marin.consolidation_group_23,Ganancia en venta y/o baja de terrenos FF,704.01.001,Closing Rate,,"marin.account_704_01_001_lmmg,marin.account_704_01_001_lmmr"
marin.consolidation_account_1276,marin.consolidation_chart_15,marin.consolidation_group_23,Ganancia en venta y/o baja de maquinaria y equipo FF,704.03.001,Closing Rate,,"marin.account_704_03_001_lmmg,marin.account_704_03_001_lmmr"
marin.consolidation_account_1277,marin.consolidation_chart_15,marin.consolidation_group_23,"Ganancia en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques FF",704.04.001,Closing Rate,,"marin.account_704_04_001_lmmg,marin.account_704_04_001_lmmr"
marin.consolidation_account_1278,marin.consolidation_chart_15,marin.consolidation_group_23,"Ganancia en venta y/o baja de automóviles, autobuses, camiones de carga, tractocamiones, montacargas y remolques NF",704.04.002,Closing Rate,,"marin.account_704_04_002_lmmg,marin.account_704_04_002_lmmr"
marin.consolidation_account_1279,marin.consolidation_chart_15,marin.consolidation_group_23,Ganancia por descuento al pago,704.22.001,Closing Rate,,"marin.account_704_22_001_lmmg,marin.account_704_22_001_lmmr"
marin.consolidation_account_1280,marin.consolidation_chart_15,marin.consolidation_group_23,Otros productos FF,704.23.001,Closing Rate,,"marin.account_704_23_001_lmmg,marin.account_704_23_001_lmmr"
marin.consolidation_account_1281,marin.consolidation_chart_15,marin.consolidation_group_23,Ganancia por diferencia de efectivo,704.23.002,Closing Rate,,"marin.account_704_23_002_lmmg,marin.account_704_23_002_lmmr"
marin.consolidation_account_1282,marin.consolidation_chart_15,marin.consolidation_group_23,Indemnizaciones FF,704.23.003,Closing Rate,,"marin.account_704_23_003_lmmg,marin.account_704_23_003_lmmr"
marin.consolidation_account_1283,marin.consolidation_chart_15,marin.consolidation_group_24,Depreciacion de maquinaria y equipo FF,504.08.001,Closing Rate,,"marin.account_504_08_001_lmmg,marin.account_504_08_001_lmmr"
marin.consolidation_account_1284,marin.consolidation_chart_15,marin.consolidation_group_24,Depreciacion de maquinaria y equipo NF,504.08.002,Closing Rate,,"marin.account_504_08_002_lmmg,marin.account_504_08_002_lmmr"
marin.consolidation_account_1285,marin.consolidation_chart_15,marin.consolidation_group_24,"Depreciacion de automoviles, autobuses, camiones de carga, etc. FF",504.09.001,Closing Rate,,"marin.account_504_09_001_lmmg,marin.account_504_09_001_lmmr"
marin.consolidation_account_1286,marin.consolidation_chart_15,marin.consolidation_group_24,"Depreciacion de automoviles, autobuses, camiones de carga, etc. NF",504.09.002,Closing Rate,,marin.account_504_09_002_lmmr
marin.consolidation_account_1287,marin.consolidation_chart_15,marin.consolidation_group_24,Depreciacion de mobiliario y equipo de oficina FF,504.10.001,Closing Rate,,"marin.account_504_10_001_lmmg,marin.account_504_10_001_lmmr,marin.account_504_10_002_lmmg,marin.account_504_10_002_lmmr"
marin.consolidation_account_1288,marin.consolidation_chart_15,marin.consolidation_group_24,Depreciacion de equipo de coomputo FF,504.11.001,Closing Rate,,"marin.account_504_11_001_lmmg,marin.account_504_11_001_lmmr"
marin.consolidation_account_1289,marin.consolidation_chart_15,marin.consolidation_group_24,Depreciacion de equipo de comunicaciones FF,504.12.001,Closing Rate,,"marin.account_504_12_001_lmmg,marin.account_504_12_001_lmmr"
marin.consolidation_account_1290,marin.consolidation_chart_15,marin.consolidation_group_24,Depreciacion de terrenos FF,504.14.001,Closing Rate,,"marin.account_504_14_001_lmmg,marin.account_504_14_001_lmmr"
marin.consolidation_account_1291,marin.consolidation_chart_15,marin.consolidation_group_24,Depreciacion de terrenos NF,504.14.002,Closing Rate,,"marin.account_504_14_002_lmmg,marin.account_504_14_002_lmmr"
marin.consolidation_account_1292,marin.consolidation_chart_15,marin.consolidation_group_25,Sueldos y salarios FF,601.01.001,Closing Rate,,"marin.account_601_01_001_lmmr,marin.account_602_01_001_glmm"
marin.consolidation_account_1293,marin.consolidation_chart_15,marin.consolidation_group_25,Sueldos y salarios NF,601.01.002,Closing Rate,,marin.account_601_01_002_lmmr
marin.consolidation_account_1294,marin.consolidation_chart_15,marin.consolidation_group_25,Vacaciones FF,601.06.001,Closing Rate,,
marin.consolidation_account_1295,marin.consolidation_chart_15,marin.consolidation_group_25,Prima vacacional FF,601.07.001,Closing Rate,,marin.account_601_07_001_lmmr
marin.consolidation_account_1296,marin.consolidation_chart_15,marin.consolidation_group_25,Prima vacacional NF,601.07.002,Closing Rate,,marin.account_601_07_002_lmmr
marin.consolidation_account_1297,marin.consolidation_chart_15,marin.consolidation_group_25,Aguinaldo FF,601.12.001,Closing Rate,,marin.account_601_12_001_lmmr
marin.consolidation_account_1298,marin.consolidation_chart_15,marin.consolidation_group_25,Aguinaldo NF,601.12.002,Closing Rate,,marin.account_601_12_002_lmmr
marin.consolidation_account_1299,marin.consolidation_chart_15,marin.consolidation_group_25,Despensa personal y familia FF,601.15.001,Closing Rate,,marin.account_601_15_001_lmmr
marin.consolidation_account_1300,marin.consolidation_chart_15,marin.consolidation_group_25,Despensa personal y familia NF,601.15.002,Closing Rate,,"marin.account_601_15_002_lmmg,marin.account_601_15_002_lmmr"
marin.consolidation_account_1301,marin.consolidation_chart_15,marin.consolidation_group_25,Transporte FF,601.16.001,Closing Rate,,marin.account_601_16_001_lmmr
marin.consolidation_account_1302,marin.consolidation_chart_15,marin.consolidation_group_25,Transporte NF,601.16.002,Closing Rate,,marin.account_601_16_002_lmmr
marin.consolidation_account_1303,marin.consolidation_chart_15,marin.consolidation_group_25,Servicios medicos FF,601.17.001,Closing Rate,,"marin.account_601_17_001_lmmg,marin.account_601_17_001_lmmr"
marin.consolidation_account_1304,marin.consolidation_chart_15,marin.consolidation_group_25,Servicios medicos NF,601.17.002,Closing Rate,,"marin.account_601_17_002_lmmg,marin.account_601_17_002_lmmr"
marin.consolidation_account_1305,marin.consolidation_chart_15,marin.consolidation_group_25,Cuotas IMSS patronales FF,601.26.001,Closing Rate,,marin.account_601_26_001_lmmr
marin.consolidation_account_1306,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas fisicas FF,601.34.001,Closing Rate,,marin.account_601_34_001_lmmr
marin.consolidation_account_1307,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas fisicas NF,601.34.002,Closing Rate,,marin.account_601_34_002_lmmr
marin.consolidation_account_1308,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas morales FF,601.38.001,Closing Rate,,marin.account_601_38_001_lmmr
marin.consolidation_account_1309,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas morales NF,601.38.002,Closing Rate,,marin.account_601_38_002_lmmr
marin.consolidation_account_1310,marin.consolidation_chart_15,marin.consolidation_group_25,Combustibles y lubricantes FF,601.48.001,Closing Rate,,marin.account_601_48_001_lmmr
marin.consolidation_account_1311,marin.consolidation_chart_15,marin.consolidation_group_25,Combustibles y lubricantes NF,601.48.002,Closing Rate,,marin.account_601_48_002_lmmr
marin.consolidation_account_1312,marin.consolidation_chart_15,marin.consolidation_group_25,Viaticos y gastos de viaje FF,601.49.001,Closing Rate,,marin.account_601_49_001_lmmr
marin.consolidation_account_1313,marin.consolidation_chart_15,marin.consolidation_group_25,Viaticos y gastos de viaje NF,601.49.002,Closing Rate,,marin.account_601_49_002_lmmr
marin.consolidation_account_1314,marin.consolidation_chart_15,marin.consolidation_group_25,"Telefono, internet FF",601.50.001,Closing Rate,,marin.account_601_50_001_lmmr
marin.consolidation_account_1315,marin.consolidation_chart_15,marin.consolidation_group_25,"Telefono, internet NF",601.50.002,Closing Rate,,marin.account_601_50_002_lmmr
marin.consolidation_account_1316,marin.consolidation_chart_15,marin.consolidation_group_25,Agua FF,601.51.001,Closing Rate,,marin.account_601_51_001_lmmr
marin.consolidation_account_1317,marin.consolidation_chart_15,marin.consolidation_group_25,Agua NF,601.51.002,Closing Rate,,marin.account_601_51_002_lmmr
marin.consolidation_account_1318,marin.consolidation_chart_15,marin.consolidation_group_25,Energia electrica FF,601.52.001,Closing Rate,,marin.account_601_52_001_lmmr
marin.consolidation_account_1319,marin.consolidation_chart_15,marin.consolidation_group_25,Energia electrica NF,601.52.002,Closing Rate,,marin.account_601_52_002_lmmr
marin.consolidation_account_1320,marin.consolidation_chart_15,marin.consolidation_group_25,Articulos y gastos de limpieza FF,601.54.001,Closing Rate,,marin.account_601_54_001_lmmr
marin.consolidation_account_1321,marin.consolidation_chart_15,marin.consolidation_group_25,Articulos y gastos de limpieza NF,601.54.002,Closing Rate,,marin.account_601_54_002_lmmr
marin.consolidation_account_1322,marin.consolidation_chart_15,marin.consolidation_group_25,Mantenimiento y conservacion FF,601.56.001,Closing Rate,,marin.account_601_56_001_lmmr
marin.consolidation_account_1323,marin.consolidation_chart_15,marin.consolidation_group_25,Mantenimiento y conservacion NF,601.56.002,Closing Rate,,marin.account_601_56_002_lmmr
marin.consolidation_account_1324,marin.consolidation_chart_15,marin.consolidation_group_25,Seguros y fianzas FF,601.57.001,Closing Rate,,marin.account_601_57_001_lmmr
marin.consolidation_account_1325,marin.consolidation_chart_15,marin.consolidation_group_25,Otros impuestos y derechos FF,601.58.001,Closing Rate,,marin.account_601_58_001_lmmr
marin.consolidation_account_1326,marin.consolidation_chart_15,marin.consolidation_group_25,Otros impuestos y derechos NF,601.58.002,Closing Rate,,marin.account_601_58_002_lmmr
marin.consolidation_account_1327,marin.consolidation_chart_15,marin.consolidation_group_25,Recargos fiscales FF,601.59.001,Closing Rate,,marin.account_603_59_001_lmmg
marin.consolidation_account_1328,marin.consolidation_chart_15,marin.consolidation_group_25,Donativos y ayudas FF,601.63.001,Closing Rate,,"marin.account_601_63_001_lmmg,marin.account_601_63_001_lmmr"
marin.consolidation_account_1329,marin.consolidation_chart_15,marin.consolidation_group_25,Donativos y ayudas NF,601.63.002,Closing Rate,,marin.account_601_63_002_lmmr
marin.consolidation_account_1330,marin.consolidation_chart_15,marin.consolidation_group_25,Prediales FF,601.78.001,Closing Rate,,marin.account_601_78_001_lmmr
marin.consolidation_account_1331,marin.consolidation_chart_15,marin.consolidation_group_25,Prediales NF,601.78.002,Closing Rate,,marin.account_601_78_002_lmmr
marin.consolidation_account_1332,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos generales de construccion FF,601.80.001,Closing Rate,,marin.account_601_80_001_lmmr
marin.consolidation_account_1333,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos generales de construccion NF,601.80.002,Closing Rate,,marin.account_601_80_002_lmmr
marin.consolidation_account_1334,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - personales,601.83.001,Closing Rate,,"marin.account_601_83_001_lmmg,marin.account_601_83_001_lmmr"
marin.consolidation_account_1335,marin.consolidation_chart_15,marin.consolidation_group_25,Gastos no deducibles - Actualizaciones,601.83.008,Closing Rate,,"marin.account_601_83_008_lmmg,marin.account_601_83_008_lmmr"
marin.consolidation_account_1336,marin.consolidation_chart_15,marin.consolidation_group_25,Otros gastos generales FF,601.84.001,Closing Rate,,"marin.account_601_84_001_lmmg,marin.account_601_84_001_lmmr"
marin.consolidation_account_1337,marin.consolidation_chart_15,marin.consolidation_group_25,Otros gastos generales NF,601.84.002,Closing Rate,,"marin.account_601_84_002_lmmg,marin.account_601_84_002_lmmr"
marin.consolidation_account_1338,marin.consolidation_chart_15,marin.consolidation_group_25,Sueldos y salarios FF,602.01.001,Closing Rate,,marin.account_602_01_001_lmmr
marin.consolidation_account_1339,marin.consolidation_chart_15,marin.consolidation_group_25,Sueldos y salarios NF,602.01.002,Closing Rate,,"marin.account_602_01_002_lmmg,marin.account_602_01_002_lmmr"
marin.consolidation_account_1340,marin.consolidation_chart_15,marin.consolidation_group_25,Compensaciones - Pagos hechos con exceso al trabajador FF,602.02.001,Closing Rate,,marin.account_602_02_001_lmmr
marin.consolidation_account_1341,marin.consolidation_chart_15,marin.consolidation_group_25,Vacaciones FF,602.06.001,Closing Rate,,marin.account_602_06_001_lmmr
marin.consolidation_account_1342,marin.consolidation_chart_15,marin.consolidation_group_25,Vacaciones NF,602.06.002,Closing Rate,,marin.account_602_06_002_lmmr
marin.consolidation_account_1343,marin.consolidation_chart_15,marin.consolidation_group_25,Prima vacacional FF,602.07.001,Closing Rate,,marin.account_602_07_001_lmmr
marin.consolidation_account_1344,marin.consolidation_chart_15,marin.consolidation_group_25,Prima vacacional NF,602.07.002,Closing Rate,,marin.account_602_07_002_lmmr
marin.consolidation_account_1345,marin.consolidation_chart_15,marin.consolidation_group_25,Gratificaciones NF,602.10.002,Closing Rate,,marin.account_602_10_002_lmmr
marin.consolidation_account_1346,marin.consolidation_chart_15,marin.consolidation_group_25,Aguinaldo FF,602.12.001,Closing Rate,,marin.account_602_12_001_lmmr
marin.consolidation_account_1347,marin.consolidation_chart_15,marin.consolidation_group_25,Aguinaldo NF,602.12.002,Closing Rate,,marin.account_602_12_002_lmmr
marin.consolidation_account_1348,marin.consolidation_chart_15,marin.consolidation_group_25,Despensa al personal FF,602.15.001,Closing Rate,,marin.account_602_15_001_lmmr
marin.consolidation_account_1349,marin.consolidation_chart_15,marin.consolidation_group_25,Despensa al personal NF,602.15.002,Closing Rate,,marin.account_602_15_002_lmmr
marin.consolidation_account_1350,marin.consolidation_chart_15,marin.consolidation_group_25,Transporte FF,602.16.001,Closing Rate,,"marin.account_602_16_001_lmmg,marin.account_602_16_001_lmmr"
marin.consolidation_account_1351,marin.consolidation_chart_15,marin.consolidation_group_25,Transporte NF,602.16.002,Closing Rate,,"marin.account_602_16_002_lmmg,marin.account_602_16_002_lmmr"
marin.consolidation_account_1352,marin.consolidation_chart_15,marin.consolidation_group_25,Servicios medicos NF,602.17.002,Closing Rate,,marin.account_602_17_002_lmmr
marin.consolidation_account_1353,marin.consolidation_chart_15,marin.consolidation_group_25,Fondo de ahorro NF,602.19.002,Closing Rate,,marin.account_602_19_002_lmmr
marin.consolidation_account_1354,marin.consolidation_chart_15,marin.consolidation_group_25,Otras prestaciones al personal FF,602.25.001,Closing Rate,,marin.account_602_25_001_lmmr
marin.consolidation_account_1355,marin.consolidation_chart_15,marin.consolidation_group_25,Otras prestaciones al personal NF,602.25.002,Closing Rate,,marin.account_602_25_002_lmmr
marin.consolidation_account_1356,marin.consolidation_chart_15,marin.consolidation_group_25,Cuotas IMSS patronales FF,602.26.001,Closing Rate,,marin.account_602_26_001_lmmr
marin.consolidation_account_1357,marin.consolidation_chart_15,marin.consolidation_group_25,Cuotas IMSS patronales NF,602.26.002,Closing Rate,,marin.account_602_26_002_lmmr
marin.consolidation_account_1358,marin.consolidation_chart_15,marin.consolidation_group_25,Aportaciones al INFONAVIT FF,602.27.001,Closing Rate,,marin.account_602_27_001_lmmr
marin.consolidation_account_1359,marin.consolidation_chart_15,marin.consolidation_group_25,Otras aportaciones FF,602.30.001,Closing Rate,,marin.account_602_30_001_lmmr
marin.consolidation_account_1360,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas fisicas FF,602.34.001,Closing Rate,,marin.account_602_34_001_lmmr
marin.consolidation_account_1361,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas fisicas NF,602.34.002,Closing Rate,,marin.account_602_34_002_lmmr
marin.consolidation_account_1362,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas morales FF,602.38.001,Closing Rate,,marin.account_602_38_001_lmmr
marin.consolidation_account_1363,marin.consolidation_chart_15,marin.consolidation_group_25,Honorarios a personas morales NF,602.38.002,Closing Rate,,marin.account_602_38_002_lmmr
marin.consolidation_account_1364,marin.consolidation_chart_15,marin.consolidation_group_25,Arrendamientos a personas fisicas FF,602.45.001,Closing Rate,,marin.account_602_45_001_lmmr
marin.consolidation_account_1365,marin.consolidation_chart_15,marin.consolidation_group_25,Arrendamiento a personas fisicas NF,602.45.002,Closing Rate,,marin.account_602_45_002_lmmr
marin.consolidation_account_1366,marin.consolidation_chart_15,marin.consolidation_group_25,Arrendamiento a personas morales FF,602.46.001,Closing Rate,,marin.account_602_46_001_lmmr
marin.consolidation_account_1367,marin.consolidation_chart_15,marin.consolidation_group_25,Arrendamientos a personas morales NF,602.46.002,Closing Rate,,marin.account_602_46_002_lmmr
marin.consolidation_account_1368,marin.consolidation_chart_15,marin.consolidation_group_25,Combustibles y lubricantes FF,602.48.001,Closing Rate,,"marin.account_602_48_001_lmmg,marin.account_602_48_001_lmmr"
marin.consolidation_account_1369,marin.consolidation_chart_15,marin.consolidation_group_25,Combustibles y lubricantes NF,602.48.002,Closing Rate,,"marin.account_602_48_002_lmmg,marin.account_602_48_002_lmmr"
marin.consolidation_account_1370,marin.consolidation_chart_15,marin.consolidation_group_25,Viaticos y gastos de viaje FF,602.49.001,Closing Rate,,"marin.account_602_49_001_lmmg,marin.account_602_49_001_lmmr"
marin.consolidation_account_1371,marin.consolidation_chart_15,marin.consolidation_group_25,Viaticos y gastos de viaje NF,602.49.002,Closing Rate,,"marin.account_602_49_002_lmmg,marin.account_602_49_002_lmmr"
marin.consolidation_account_1372,marin.consolidation_chart_15,marin.consolidation_group_25,"Telefono, internet FF",602.50.001,Closing Rate,,"marin.account_602_50_001_lmmg,marin.account_602_50_001_lmmr"
