id,currency_id/id,name,code,account_type,reconcile,create_asset,deprecated,opening_credit,opening_debit,opening_balance,tag_ids/id,company_ids/id
account_1121_601_22_002,,Workteam meals NF,601.22.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1122_601_26_001,,Employer's social security contributions FF,601.26.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1123_601_34_001,,Fees to individuals FF,601.34.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1124_601_34_002,,Fees to individuals NF,601.34.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1125_601_38_001,,Fees to legal entities FF,601.38.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1126_601_38_002,,Fees to legal entities NF,601.38.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1127_601_48_001,,Fuel and lubricants FF,601.48.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1128_601_48_002,,Fuel and lubricants NF,601.48.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1129_601_49_001,,Per diems and travel expenses FF,601.49.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1130_601_49_002,,Per diems and travel expenses NF,601.49.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1131_601_50_001,,"Telephone, internet FF",601.50.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1132_601_50_002,,"Telephone, internet NF",601.50.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1133_601_51_001,,Water FF,601.51.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1134_601_51_002,,Water NF,601.51.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1135_601_52_001,,Electric power FF,601.52.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1136_601_52_002,,Electric power NF,601.52.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1137_601_54_001,,Cleaning articles and expenses FF,601.54.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1138_601_54_002,,Cleaning articles and expenses NF,601.54.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1139_601_56_001,,Maintenance and conservation FF,601.56.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1140_601_56_002,,Maintenance and conservation NF,601.56.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1141_601_57_001,,Insurance and bonds FF,601.57.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1142_601_58_001,,Other taxes and duties FF,601.58.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_tjgl,marin_data.company_society"
account_1143_601_58_002,,Other taxes and duties NF,601.58.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1144_601_61_003,,Convention FF,601.61.003,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1145_601_63_001,,Donations and aids FF,601.63.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1146_601_63_002,,Donations and aids NF,601.63.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1147_601_78_001,,Property taxes FF,601.78.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1148_601_78_002,,Property taxes NF,601.78.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1149_601_80_001,,Construction expenses FF,601.80.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1150_601_80_002,,Construction expenses NF,601.80.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1151_601_83_001,,Non-deductible expenses - personal,601.83.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1152_601_83_008,,Non-deductible expenses - Actualizaciones,601.83.008,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1153_601_84_001,,Other general expenses FF,601.84.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1154_601_84_002,,Other general expenses NF,601.84.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_tjgl"
account_1155_602_01_001,,Wages and salaries FF,602.01.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1156_602_01_002,,Wages and salaries NF,602.01.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1157_602_02_001,,Compensations - Payments made in excess to the worker FF,602.02.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1158_602_02_002,,Compensations - Payments made in excess to the worker NF,602.02.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1159_602_06_001,,Vacations FF,602.06.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1160_602_06_002,,Vacations NF,602.06.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1161_602_07_001,,Vacation bonus FF,602.07.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1162_602_07_002,,Vacation bonus NF,602.07.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1163_602_10_002,,Gratifications NF,602.10.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1164_602_12_001,,Christmas bonus FF,602.12.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1165_602_12_002,,Christmas bonus NF,602.12.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1166_602_15_001,,Employee pantry FF,602.15.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1167_602_15_002,,Employee pantry NF,602.15.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1168_602_16_001,,Transportation FF,602.16.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1169_602_16_002,,Transportation NF,602.16.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1170_602_17_002,,Medical services NF,602.17.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1171_602_19_002,,Savings fund NF,602.19.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1172_602_22_001,,Workteam meals FF,602.22.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1173_602_22_002,,Workteam meals NF,602.22.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1174_602_25_001,,Other employee benefits FF,602.25.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1175_602_25_002,,Other employee benefits NF,602.25.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1176_602_26_001,,Employer's social security contributions FF,602.26.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1177_602_26_002,,Employer's social security contributions NF,602.26.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1178_602_27_001,,Contributions to INFONAVIT FF,602.27.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1179_602_30_001,,Other contributions FF,602.30.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1180_602_34_001,,Fees to individuals FF,602.34.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1181_602_34_002,,Fees to individuals NF,602.34.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1182_602_38_001,,Fees to legal entities FF,602.38.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1183_602_38_002,,Fees to legal entities NF,602.38.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1184_602_45_001,,Lease to individuals FF,602.45.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1185_602_45_002,,Lease to individuals NF,602.45.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1186_602_46_001,,Lease to legal entities FF,602.46.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1187_602_46_002,,Lease to legal entities NF,602.46.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1188_602_48_001,,Fuel and lubricants FF,602.48.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1189_602_48_002,,Fuel and lubricants NF,602.48.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1190_602_49_001,,Per diems and travel expenses FF,602.49.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1191_602_49_002,,Per diems and travel expenses NF,602.49.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1192_602_50_001,,"Telephone, internet FF",602.50.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1193_602_50_002,,"Telephone, internet NF",602.50.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1194_602_51_001,,Water FF,602.51.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1195_602_51_002,,Water NF,602.51.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1196_602_52_001,,Electric power FF,602.52.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_tjgl,marin_data.company_society"
account_1197_602_52_002,,Electric power NF,602.52.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_tjgl,marin_data.company_society"
account_1198_602_53_002,,Surveylance and security NF,602.53.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1199_602_54_001,,Cleaning articles and expenses FF,602.54.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1200_602_54_002,,Cleaning articles and expenses NF,602.54.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1201_602_56_001,,Maintenance and conservation FF,602.56.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_tjgl,marin_data.company_society"
account_1202_602_56_002,,Maintenance and conservation NF,602.56.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1203_602_57_001,,Insurance and bonds FF,602.57.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_tjgl,marin_data.company_society"
account_1204_602_58_002,,Other taxes and duties NF,602.58.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1205_602_61_001,,"Promotion, advertising and publicity FF",602.61.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1206_602_61_002,,"Promotion, advertising and publicity NF",602.61.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1207_602_61_003,,Convention FF,602.61.003,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1208_602_62_001,,Employee training FF,602.62.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1209_602_62_002,,Employee training NF,602.62.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1210_602_72_001,,Freight and haulage FF,602.72.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1211_602_72_002,,Freight and haulage NF,602.72.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1212_602_74_001,,Sales commissions FF,602.74.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1213_602_74_002,,Sales commissions NF,602.74.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1214_602_77_001,,Uniforms FF,602.77.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1215_602_77_002,,Uniforms NF,602.77.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1216_602_78_001,,Property taxes FF,602.78.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1217_602_78_002,,Property taxes NF,602.78.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1218_602_80_001,,Construction expenses FF,602.80.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1219_602_80_002,,Construction expenses NF,602.80.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1220_602_83_001,,Non-deductible expenses - without fiscal requirements,602.83.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1221_602_83_002,,Non-deductible expenses - Fuel and lubricants,602.83.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1222_602_83_003,,Non-deductible expenses - Bank commissions,602.83.003,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1223_602_83_004,,Non-deductible expenses - Per diem and travel expenses,602.83.004,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1224_602_83_005,,Non-deductible expenses - Maintenance and conservation,602.83.005,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1225_602_83_007,,Non-deductible expenses - non-deductible VAT,602.83.007,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1226_602_83_008,,Non-deductible expenses - Freight and haulage,602.83.008,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1227_602_84_001,,Other sales expenses FF,602.84.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1228_602_84_002,,Other sales expenses NF,602.84.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1229_602_84_003,,Uncollectible debts LMMR FF,602.84.003,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1230_602_84_004,,Uncollectible debts LMMR NF,602.84.004,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1231_602_84_005,,Uncollectible debts LMMG FF,602.84.005,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1232_602_84_006,,Uncollectible debts LMMG NF,602.84.006,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1233_602_84_007,,Uncollectible debts GLMM FF,602.84.007,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1234_602_84_008,,Uncollectible debts GLMM NF,602.84.008,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1235_602_84_009,,Uncollectible debts EAOS NF,602.84.009,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmr,marin_data.company_society"
account_1236_603_01_001,,Wages and salaries FF,603.01.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1237_603_01_002,,Wages and salaries NF,603.01.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1238_603_02_001,,Compensations - Payments made in excess to the worker FF,603.02.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1239_603_02_002,,Compensations - Payments made in excess to the worker NF,603.02.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1240_603_06_001,,Vacations FF,603.06.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1241_603_06_002,,Vacations NF,603.06.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1242_603_07_001,,Vacation bonus FF,603.07.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1243_603_07_002,,Vacation bonus NF,603.07.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1244_603_10_002,,Gratifications NF,603.10.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1245_603_12_001,,Christmas bonus FF,603.12.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1246_603_12_002,,Christmas bonus NF,603.12.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1247_603_15_001,,Employee pantry FF,603.15.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1248_603_15_002,,Employee pantry NF,603.15.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1249_603_16_001,,Transportation FF,603.16.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1250_603_16_002,,Transportation NF,603.16.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1251_603_17_002,,Medical services NF,603.17.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1252_603_19_002,,Savings fund NF,603.19.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1253_603_22_001,,Workteam meals FF,603.22.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1254_603_22_002,,Workteam meals NF,603.22.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr"
account_1255_603_25_001,,Other employee benefits FF,603.25.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1256_603_25_002,,Other employee benefits NF,603.25.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1257_603_26_001,,Employer's social security contributions FF,603.26.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1258_603_26_002,,Employer's social security contributions NF,603.26.002,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
account_1259_603_27_001,,Contributions to INFONAVIT FF,603.27.001,Expenses,,No,,0.0,0.0,0.0,l10n_mx.tag_debit_balance_account,"marin_data.company_lmmg,marin_data.company_lmmr,marin_data.company_society"
