"id","company_id/id","previous_bom_id/id","product_tmpl_id/id","product_uom_id/id","code","product_qty","type","ready_to_produce","consumption","sequence","active","bom_line_ids/id","bom_line_ids/product_id/id","bom_line_ids/product_uom_id/id","bom_line_ids/product_qty","bom_line_ids/manual_consumption","bom_line_ids/sequence"
"","","","","","","","","","","","","bom_line_1217","marin_data.product_product_1839","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","bom_line_1218","marin_data.product_product_1868","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","bom_line_1219","marin_data.product_product_1870","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","bom_line_1220","marin_data.product_product_2009","uom.product_uom_kgm","439.14","True","1"
"","","","","","","","","","","","","bom_line_1221","marin_data.product_product_2101","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","bom_line_1222","marin_data.product_product_2109","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","bom_line_1223","marin_data.product_product_2329","uom.product_uom_unit","3.0","","1"
"bom_1023","marin_data.company_lmmg","","marin_data.product_template_1892","uom.product_uom_litre","Formulate Omipro CT 12x1L Batch 200","200.0","Manufacture this product"," When all components are available","Allowed with warning","28","True","bom_line_1224","marin_data.product_product_1122","uom.product_uom_kgm","0.69","True","1"
"","","","","","","","","","","","","bom_line_1225","marin_data.product_product_1259","uom.product_uom_kgm","8.45","True","1"
"","","","","","","","","","","","","bom_line_1226","marin_data.product_product_1260","uom.product_uom_kgm","8.45","True","1"
"","","","","","","","","","","","","bom_line_1227","marin_data.product_product_1401","uom.product_uom_kgm","79.79","True","1"
"","","","","","","","","","","","","bom_line_1228","marin_data.product_product_1521","uom.product_uom_kgm","2.76","True","1"
"","","","","","","","","","","","","bom_line_1229","marin_data.product_product_1573","uom.product_uom_kgm","0.28","","1"
"","","","","","","","","","","","","bom_line_1230","marin_data.product_product_1728","uom.product_uom_kgm","8.28","True","1"
"","","","","","","","","","","","","bom_line_1231","marin_data.product_product_1764","uom.product_uom_kgm","7.14","True","1"
"","","","","","","","","","","","","bom_line_1232","marin_data.product_product_1765","uom.product_uom_kgm","97.27","","1"
"","","","","","","","","","","","","bom_line_1233","marin_data.product_product_1832","uom.product_uom_kgm","2.21","True","1"
"","","","","","","","","","","","","bom_line_1234","marin_data.product_product_1839","uom.product_uom_unit","17.0","","1"
"","","","","","","","","","","","","bom_line_1235","marin_data.product_product_1868","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","bom_line_1236","marin_data.product_product_1870","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","bom_line_1237","marin_data.product_product_2009","uom.product_uom_kgm","87.83","True","1"
"","","","","","","","","","","","","bom_line_1238","marin_data.product_product_2101","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","bom_line_1239","marin_data.product_product_2109","uom.product_uom_unit","17.0","","1"
"","","","","","","","","","","","","bom_line_1240","marin_data.product_product_2329","uom.product_uom_unit","1.0","","1"
"bom_1024","marin_data.company_lmmg","","marin_data.product_template_1893","uom.product_uom_litre","Formulate Omipro XM 12x1L Batch 200","200.0","Manufacture this product"," When all components are available","Allowed with warning","31","True","bom_line_1241","marin_data.product_product_1259","uom.product_uom_kgm","2.58","True","1"
"","","","","","","","","","","","","bom_line_1242","marin_data.product_product_1260","uom.product_uom_kgm","0.22","True","1"
"","","","","","","","","","","","","bom_line_1243","marin_data.product_product_1427","uom.product_uom_kgm","0.02","","1"
"","","","","","","","","","","","","bom_line_1244","marin_data.product_product_1521","uom.product_uom_kgm","0.19","True","1"
"","","","","","","","","","","","","bom_line_1245","marin_data.product_product_1573","uom.product_uom_kgm","0.11","","1"
"","","","","","","","","","","","","bom_line_1246","marin_data.product_product_1728","uom.product_uom_kgm","6.46","True","1"
"","","","","","","","","","","","","bom_line_1247","marin_data.product_product_1764","uom.product_uom_kgm","6.46","True","1"
"","","","","","","","","","","","","bom_line_1248","marin_data.product_product_1765","uom.product_uom_kgm","50.7","","1"
"","","","","","","","","","","","","bom_line_1249","marin_data.product_product_1839","uom.product_uom_unit","17.0","","1"
"","","","","","","","","","","","","bom_line_1250","marin_data.product_product_1868","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","bom_line_1251","marin_data.product_product_1870","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","bom_line_1252","marin_data.product_product_2009","uom.product_uom_kgm","148.52","True","1"
"","","","","","","","","","","","","bom_line_1253","marin_data.product_product_2102","uom.product_uom_unit","200.0","","1"
"","","","","","","","","","","","","bom_line_1254","marin_data.product_product_2110","uom.product_uom_unit","17.0","","1"
"bom_1025","marin_data.company_lmmg","","marin_data.product_template_1893","uom.product_uom_litre","Formulate Omipro XM 12x1L Batch 1000","1000.0","Manufacture this product"," When all components are available","Allowed with warning","29","True","bom_line_1255","marin_data.product_product_1259","uom.product_uom_kgm","12.91","True","1"
"","","","","","","","","","","","","bom_line_1256","marin_data.product_product_1260","uom.product_uom_kgm","1.08","True","1"
"","","","","","","","","","","","","bom_line_1257","marin_data.product_product_1427","uom.product_uom_kgm","0.09","","1"
"","","","","","","","","","","","","bom_line_1258","marin_data.product_product_1521","uom.product_uom_kgm","0.93","True","1"
"","","","","","","","","","","","","bom_line_1259","marin_data.product_product_1573","uom.product_uom_kgm","0.54","","1"
"","","","","","","","","","","","","bom_line_1260","marin_data.product_product_1728","uom.product_uom_kgm","32.29","True","1"
"","","","","","","","","","","","","bom_line_1261","marin_data.product_product_1764","uom.product_uom_kgm","32.29","True","1"
"","","","","","","","","","","","","bom_line_1262","marin_data.product_product_1765","uom.product_uom_kgm","253.51","","1"
"","","","","","","","","","","","","bom_line_1263","marin_data.product_product_1839","uom.product_uom_unit","83.0","","1"
"","","","","","","","","","","","","bom_line_1264","marin_data.product_product_1868","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","bom_line_1265","marin_data.product_product_1870","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","bom_line_1266","marin_data.product_product_2009","uom.product_uom_kgm","742.58","True","1"
"","","","","","","","","","","","","bom_line_1267","marin_data.product_product_2102","uom.product_uom_unit","1000.0","","1"
"","","","","","","","","","","","","bom_line_1268","marin_data.product_product_2110","uom.product_uom_unit","83.0","","1"
"bom_1026","marin_data.company_lmmg","","marin_data.product_template_1893","uom.product_uom_litre","Refill Omipro XM 12x1L 1000","1000.0","Manufacture this product"," When all components are available","Allowed with warning","10","True","bom_line_1269","marin_data.product_product_2008","marin.uom_uom_150","5.0","","1"
"","","","","","","","","","","","","bom_line_1270","marin_data.product_product_1868","uom.product_uom_unit","1000.0","","2"
"","","","","","","","","","","","","bom_line_1271","marin_data.product_product_1870","uom.product_uom_unit","1000.0","","3"
"","","","","","","","","","","","","bom_line_1272","marin_data.product_product_2102","uom.product_uom_unit","1000.0","","4"
"","","","","","","","","","","","","bom_line_1273","marin_data.product_product_1501","uom.product_uom_unit","83.33","","5"
"","","","","","","","","","","","","bom_line_1274","marin_data.product_product_2110","uom.product_uom_unit","83.33","","6"
"","","","","","","","","","","","","bom_line_1275","marin_data.product_product_2329","uom.product_uom_unit","2.0","","8"
"bom_1027","marin_data.company_lmmg","","marin_data.product_template_2302","marin.uom_uom_109","Refill Veridia XM XM 6x2Kg 100","100.0","Manufacture this product"," When all components are available","Allowed with warning","11","True","bom_line_1276","marin_data.product_product_1605","uom.product_uom_kgm","100.0","","5"
"","","","","","","","","","","","","bom_line_1279","marin_data.product_product_1733","uom.product_uom_unit","100.0","","8"
"","","","","","","","","","","","","bom_line_1280","marin_data.product_product_1133","uom.product_uom_unit","12.0","","10"
"","","","","","","","","","","","","bom_line_1277","marin_data.product_product_1502","uom.product_uom_unit","96.0","","11"
"","","","","","","","","","","","","bom_line_1278","marin_data.product_product_2329","uom.product_uom_unit","0.5","","12"
"bom_1028","marin_data.company_lmmg","","marin_data.product_template_1344","marin.uom_uom_164","Refill Breisse XM 100","100.0","Manufacture this product"," When all components are available","Allowed with warning","0","True","bom_line_1281","marin_data.product_product_1339","uom.product_uom_kgm","13.0","","1"
"","","","","","","","","","","","","bom_line_1282","marin_data.product_product_1730","uom.product_uom_unit","1.0","","2"
