id,name,type,code,sequence,color,active,show_on_dashboard,refund_sequence,payment_sequence,x_treatment,company_id/id,currency_id/id,default_account_id/id,default_payable_account_id/id,default_receivable_account_id/id,default_refund_account_id/id,loss_account_id/id,profit_account_id/id,suspense_account_id/id,account_control_ids/id,user_can_access_ids/id,journal_group_ids/id
journal_cn_lmmg,Customers NF,Sales,CN,19,11,True,True,True,,Not Fiscal real,marin_data.company_lmmg,,marin_data.account_401_04_002,marin_data.account_105_01_002,marin_data.account_105_01_002,,,,,"marin_data.account_105_01_002,marin_data.account_202_03_001,marin_data.account_401_04_003",,marin_data.journal_group_6
journal_cnx_lmmg,Customers NX,Sales,CNX,21,11,True,True,True,,Not Fiscal real,marin_data.company_lmmg,,marin_data.account_401_04_002,,marin_data.account_105_01_002,,,,,,,"marin_data.journal_group_5,marin_data.journal_group_6"
journal_cx_lmmg,Customers FX,Sales,CX,23,11,True,,True,,Fiscal simulated,marin_data.company_lmmg,,marin_data.account_401_04_003,marin_data.account_105_01_001,marin_data.account_105_01_001,,,,,"marin_data.account_105_01_001,marin_data.account_209_01_001,marin_data.account_209_02_001,marin_data.account_401_04_003,marin_data.account_401_04_005,marin_data.account_401_04_007,marin_data.account_401_04_009,marin_data.account_401_04_013,marin_data.account_401_04_015",,marin_data.journal_group_5
journal_caba1_lmmg,Tax declarations FF,Miscellaneous,CABA1,57,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_113_01_001,marin_data.account_113_02_001,marin_data.account_114_01_001,marin_data.account_118_01_001,marin_data.account_201_01_001,marin_data.account_208_01_001,marin_data.account_213_01_001,marin_data.account_213_03_001,marin_data.account_601_83_008,marin_data.account_602_83_001,marin_data.account_611_01_001,marin_data.account_704_23_001",,
journal_cbmx1_lmmg,Effectively paid FF,Miscellaneous,CBMX1,55,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_118_01_001,marin_data.account_118_03_001,marin_data.account_119_01_001,marin_data.account_119_01_002,marin_data.account_119_03_001,marin_data.account_208_01_001,marin_data.account_208_02_001,marin_data.account_209_01_001,marin_data.account_209_02_001,marin_data.account_216_10_020,marin_data.account_501_01_001,marin_data.account_602_50_001,marin_data.account_602_83_007,marin_data.account_899_01_099",,
journal_cll01_lmmg,Customers collaterals FF,Miscellaneous,CLL01,59,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_206_05_001,marin_data.account_303_01_001",,
journal_cll02_lmmg,Customers collaterals NF,Miscellaneous,CLL02,60,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_206_05_002,marin_data.account_303_01_002",,
journal_eqc01_lmmg,Computing equipment FF,Miscellaneous,EQC01,43,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_156_01_001,marin_data.account_504_11_001",,
journal_eqt01_lmmg,"Automobiles, trucks, forklifts and trailers FF",Miscellaneous,EQT01,39,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_154_01_001,marin_data.account_504_09_001",,
journal_eqt02_lmmg,"Automobiles, trucks, forklifts and trailers NF",Miscellaneous,EQT02,41,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,,,marin_data.journal_group_6
journal_eqtl1_lmmg,Communications equipment FF,Miscellaneous,EQTL1,45,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_165_01_001,marin_data.account_504_12_001",,
journal_exc01_lmmg,Exchange difference FF,Miscellaneous,EXC01,61,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_118_01_001,marin_data.account_118_03_001,marin_data.account_119_01_001,marin_data.account_119_03_001,marin_data.account_602_50_001,marin_data.account_703_21_001,marin_data.account_899_01_099",,
journal_inc01_lmmg,Uncollectible debts FF,Miscellaneous,INC01,62,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,,,
journal_inc02_lmmg,Uncollectible debts NF,Miscellaneous,INC02,63,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,,,marin_data.journal_group_6
journal_maq01_lmmg,Machinery and equipment FF,Miscellaneous,MAQ01,47,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_153_01_001,marin_data.account_504_08_001",,
journal_maq02_lmmg,Machinery and equipment NF,Miscellaneous,MAQ02,49,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,,,marin_data.journal_group_6
journal_moq01_lmmg,Furniture and office equipment FF,Miscellaneous,MOQ01,51,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_155_01_001,marin_data.account_504_10_001",,
journal_moq02_lmmg,Furniture and office equipment NF,Miscellaneous,MOQ02,53,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,,,marin_data.journal_group_6
journal_msc01_lmmg,Miscellaneous operations FF,Miscellaneous,MSC01,64,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_120_01_001,marin_data.account_201_01_001,marin_data.account_302_01_001,marin_data.account_602_83_001,marin_data.account_703_21_001,marin_data.account_704_23_001,marin_data.account_102_01_001_lmmg,marin_data.account_102_01_002_lmmg",,
journal_msc02_lmmg,Miscellaneous operations NF,Miscellaneous,MSC02,65,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_201_01_002,marin_data.account_252_07_001,marin_data.account_302_01_002",,marin_data.journal_group_6
journal_nom02_lmmg,Employees NF,Miscellaneous,NOM02,66,6,True,,,,Not Fiscal real,marin_data.company_lmmg,,marin_data.account_210_01_001,,,,,,,,,marin_data.journal_group_6
journal_trr01_lmmg,Lands FF,Miscellaneous,TRR01,67,0,True,,,,Fiscal real,marin_data.company_lmmg,,,,,,,,,,,
journal_trr02_lmmg,Lands NF,Miscellaneous,TRR02,68,0,True,,,,Not Fiscal real,marin_data.company_lmmg,,,,,,,,,"marin_data.account_151_01_002,marin_data.account_302_01_002",,marin_data.journal_group_6
journal_ant01_society,Suppliers advances FF,Cash,ANT01,17,0,True,True,,,Not Fiscal real,marin_data.company_society,,marin_data.account_120_01_001,,,,marin_data.account_703_21_002,marin_data.account_704_23_002,marin_data.account_102_01_000,,,
journal_ant02_society,Suppliers advances NF,Cash,ANT02,18,0,True,True,,,Not Fiscal real,marin_data.company_society,,marin_data.account_120_01_002,,,,marin_data.account_703_21_002,marin_data.account_704_23_002,marin_data.account_102_01_000,,,marin_data.journal_group_8
journal_efc01_society,Cash Main,Cash,EFC01,14,0,True,True,,,Not Fiscal real,marin_data.company_society,,marin_data.account_101_01_001_xm,marin_data.account_107_01_002,marin_data.account_105_01_002,,marin_data.account_703_21_002,marin_data.account_704_23_002,marin_data.account_102_01_000,,,
journal_efc02_society,Cash USD,Cash,EFC02,16,0,True,True,,,Not Fiscal real,marin_data.company_society,base.USD,marin_data.account_101_01_003_xm,,,,marin_data.account_703_21_002,marin_data.account_704_23_002,marin_data.account_102_01_000,,,marin_data.journal_group_8
journal_bnc01_society,Bank BBVA main,Bank,BNC01,15,0,True,True,,,Fiscal real,marin_data.company_society,,marin_data.account_102_01_002_xm,,,,marin_data.account_703_21_002,marin_data.account_704_23_002,marin_data.account_102_01_000,,,
journal_pex_society,Foreign suppliers FF,Purchase,PEX,24,0,True,True,True,,Fiscal real,marin_data.company_society,,marin_data.account_501_01_001,marin_data.account_201_02_001,,,,,,,,
journal_pf_society,Suppliers FF,Purchase,PF,25,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_501_01_001,marin_data.account_201_01_001,,,,,,,,
journal_pn_society,Suppliers NF,Purchase,PN,27,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_501_01_002,marin_data.account_201_01_002,,,,,,,,marin_data.journal_group_8
journal_pnx_society,Suppliers NX,Purchase,PNX,28,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_501_01_001,marin_data.account_201_01_002,,,,,,,,
journal_pp_society,Lenders NF,Purchase,PP,19,0,True,True,,,Not Fiscal real,marin_data.company_society,,marin_data.account_501_01_002,marin_data.account_201_01_002,,,,,,marin_data.account_201_01_002,,
journal_px_society,Suppliers FX,Purchase,PX,26,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_501_01_001,marin_data.account_201_01_001,,,,,,,,marin_data.journal_group_7
journal_cf_society,Customers FF,Sales,CF,20,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_401_04_001,,marin_data.account_105_01_001,,,,,,,
journal_cn_society,Customers NF,Sales,CN,21,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_401_04_002,,marin_data.account_105_01_002,,,,,,,marin_data.journal_group_8
journal_cnx_society,Customers NX,Sales,CNX,23,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_401_04_016,,marin_data.account_105_01_002,,,,,,,
journal_cx_society,Customers FX,Sales,CX,22,0,True,True,True,,Not Fiscal real,marin_data.company_society,,marin_data.account_401_04_003,,marin_data.account_105_01_001,,,,,,,marin_data.journal_group_7
journal_caba1_society,Tax declarations FF,Miscellaneous,CABA1,30,0,True,True,,,Fiscal real,marin_data.company_society,,,,,,,,,,,
journal_cbmx1_society,Effectively paid FF,Miscellaneous,CBMX1,29,0,True,True,,,Fiscal real,marin_data.company_society,,,,,,,,,,,
journal_cll01_society,Customers collaterals FF,Miscellaneous,CLL01,31,0,True,True,,,Fiscal real,marin_data.company_society,,,,,,,,,,,
journal_cll02_society,Customers collaterals NF,Miscellaneous,CLL02,32,0,True,True,,,Not Fiscal real,marin_data.company_society,,,,,,,,,,,
journal_exc01_society,Exchange difference FF,Miscellaneous,EXC01,33,0,True,True,,,Not Fiscal real,marin_data.company_society,,,,,,,,,,,
journal_msc01_society,Miscellaneous operations FF,Miscellaneous,MSC01,64,0,True,,,,Fiscal real,marin_data.company_society,,,,,,,,,,,
journal_msc02_society,Miscellaneous operations NF,Miscellaneous,MSC02,65,0,True,,,,Not Fiscal real,marin_data.company_society,,,,,,,,,,,
