id,name,is_storable,type,standard_price,list_price,volume,weight,base_unit_count,barcode,x_dose_x_ha,active,available_in_pos,can_be_expensed,purchase_ok,sale_ok,is_published,allow_out_of_stock_order,tracking,invoice_policy,bill_policy,manufacturer_pref,uom_id/id,categ_id/id,unspsc_code_id/id,manufacturer_id/id,supplier_taxes_id/id,product_tag_ids/id,pos_categ_ids/id
product_template_1102.product_product_driver_assignment_product_template,Topik Gold + Amber,True,Goods,1.0,0.0,0.0,0.0,1.0,,0.0,,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_139,product_unspsc.unspsc_code_10161900,marin_data.manufacturer_syngenta,,,
product_template_1001,Administrative services,,Service,180.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1002,Autopista/Caseta,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,product_unspsc.unspsc_code_95111602,,,,
product_template_1003,Autopista/Caseta Acambay,,Service,1.0,21.55,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1004,Autopista/Caseta Acatlan II,,Service,1.0,110.344828,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1005,Autopista/Caseta Amozoc,,Service,1.0,57.758621,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1006,Autopista/Caseta Apaseo,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1007,Autopista/Caseta Atitalaquia,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1008,Autopista/Caseta Atlacomulco,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1009,Autopista/Caseta Atlacomulco Sur,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1010,Autopista/Caseta Atlacomulco-Banobras,,Service,1.0,40.517241,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1011,Autopista/Caseta Autopista Urbana,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1012,Autopista/Caseta Capula Viapass,,Service,1.0,45.69,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1013,Autopista/Caseta Cayaco,,Service,1.0,50.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1014,Autopista/Caseta Cerro Gordo,,Service,1.0,33.62,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1015,Autopista/Caseta Chalco,,Service,1.0,15.517241,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1016,Autopista/Caseta Chamapa,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1017,Autopista/Caseta Chapala,,Service,1.0,62.931034,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1018,Autopista/Caseta Chapultepec,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1019,Autopista/Caseta Chichimequillas,,Service,1.0,37.93,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1020,Autopista/Caseta Circuito Mexiquense,,Service,1.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1021,Autopista/Caseta Contepec,,Service,1.0,38.79,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1022,Autopista/Caseta Cuautitlan,,Service,1.0,106.896552,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1023,Autopista/Caseta Ecatepec VIAPASS,,Service,1.0,70.689655,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1024,Autopista/Caseta Ecuandureo,,Service,1.0,84.48,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1025,Autopista/Caseta El Dorado,,Service,1.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1026,Autopista/Caseta Entronque Peñon VIAP,,Service,1.0,61.206897,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1027,Autopista/Caseta Huitzo,,Service,1.0,76.724138,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1028,Autopista/Caseta Interlomas,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1029,Autopista/Caseta Jilotepec,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1030,Autopista/Caseta La Finca,,Service,1.0,41.37931,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1031,Autopista/Caseta La Hortaliza,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1032,Autopista/Caseta La Marquesa,,Service,1.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1033,Autopista/Caseta La Marquesa T2,,Service,1.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1034,Autopista/Caseta La Venta,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1035,Autopista/Caseta Las Cruces Maxitunel,,Service,1.0,90.52,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1036,Autopista/Caseta Lerma-Tres Marias,,Service,1.0,55.17,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1037,Autopista/Caseta Libramiento La Piedad,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1038,Autopista/Caseta Libramiento Puebla,,Service,1.0,47.413793,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1039,Autopista/Caseta Libramiento Queretaro Atlacomulco,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1040,Autopista/Caseta Libramiento Sur Guadalajara,,Service,1.0,50.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1041,Autopista/Caseta Miahuatlan,,Service,1.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1042,Autopista/Caseta Monumento,,Service,1.0,34.482759,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1043,Autopista/Caseta Oacalco,,Service,1.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1044,Autopista/Caseta Ocotlan,,Service,1.0,170.69,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1045,Autopista/Caseta Palmillas,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1046,Autopista/Caseta Palmillas bis,,Service,1.0,75.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1047,Autopista/Caseta Palo Blanco,,Service,1.0,80.17,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1048,Autopista/Caseta Panindicuaro,,Service,1.0,160.34,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1049,Autopista/Caseta Paso Morelos,,Service,1.0,87.07,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1050,Autopista/Caseta Peñon Viapass,,Service,1.0,40.517241,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1051,Autopista/Caseta Plaza Carso,,Service,1.0,17.241379,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1052,Autopista/Caseta Queretaro,,Service,1.0,61.21,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1053,Autopista/Caseta Rayon,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1054,Autopista/Caseta Salamanca,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1055,Autopista/Caseta San Marcos,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1056,Autopista/Caseta San Martin,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1057,Autopista/Caseta San Miguel,,Service,1.0,118.965517,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1058,Autopista/Caseta Sanctorum,,Service,1.0,551.724138,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1059,Autopista/Caseta Santa Fe Viapass,,Service,1.0,6.9,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1060,Autopista/Caseta Silao,,Service,1.0,31.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1061,Autopista/Caseta Suchixtlahuaca,,Service,1.0,62.068966,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1062,Autopista/Caseta Supervia,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1063,Autopista/Caseta Tehuacan,,Service,1.0,36.206897,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1064,Autopista/Caseta Tenango,,Service,1.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1065,Autopista/Caseta Tepexpan Viapass,,Service,1.0,27.586207,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1066,Autopista/Caseta Tepotzotlan,,Service,1.0,25.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1067,Autopista/Caseta Texcoco Viapass,,Service,1.0,79.310345,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1068,Autopista/Caseta Tizayuca,,Service,1.0,46.551724,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1069,Autopista/Caseta Tlalpan,,Service,1.0,84.482759,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1070,Autopista/Caseta Tres Marias,,Service,1.0,31.034483,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1071,Autopista/Caseta Tula I,,Service,1.0,21.55,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1072,Autopista/Caseta Tulancingo,,Service,1.0,245.689655,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1073,Autopista/Caseta Valle de Bravo,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1074,Autopista/Caseta Viaducto Bicentenario,,Service,1.0,15.9,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1075,Autopista/Caseta Villa Guerrero,,Service,1.0,100.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1076,Autopista/Caseta Xonacatlan,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1077,Autopista/Caseta Zacapalco Taxco,,Service,1.0,12.931034,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1078,Autopista/Caseta Zapotlanejo,,Service,1.0,49.14,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1079,Autopista/Caseta Zinapecuaro,,Service,1.0,121.55,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1080,Bloques para contruccion,,Service,1.0,6.59,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1081,"Bonificaciones, descuentos, notas de credito, servicios de facturación a tasa 0%",,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1082,Cambio de banco a efectivo a terceros,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1083,Cambio de efectivo propio para banco,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1084,Cemento y cal,,Service,1.0,50.862069,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1085,Cigarros NF,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1086,Clean articles,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1087,Combustible consumido de monedero electronico,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,marin_data.uom_102,marin_data.product_category_103,product_unspsc.unspsc_code_15100000,,,,
product_template_1088,"Combustible, destilado, petroleo NF",,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,product_unspsc.unspsc_code_15100000,,,,
product_template_1089,"Comida, restaurante",,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,product_unspsc.unspsc_code_90100000,,,,
product_template_1090,"Conservacion, mantenimiento, materiales, refacciones, reparaciones, suministro",,Service,1.0,910.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1091,"Derecho de patentes, marcas o derechos de autor",,Service,1.0,2695.18,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_109,,,,,
product_template_1092,Descuento convenio distribuidor,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1093,Descuento convenio grandes productores Syngenta,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1094,Descuento convenio papa Syngenta,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1095,Descuento error en precio,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1096,Descuento financiero y/o forma de pago,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1097,Descuento plan de marcas Syngenta,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1098,Descuento por cobro en especie,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1099,Descuento por cobro en fiscal,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1100,Despensa en general FF,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1101,Despensa en general NF,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1102,Driver Assignment,,Service,1.0,1.0,0.0,0.0,0.0,,0.0,True,,,True,True,,,By Quantity,,,,uom.product_uom_unit,marin_data.product_category_120,,,,,
product_template_1103,Electric Power,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1104,Fees,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1105,Freight and Hauling,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1106,Fuel and Lubricants,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1107,Fuel consumption,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_fuel,,,,,
product_template_1108,Fuel liquidity transfer,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_fuel,,,,,
product_template_1109,Gas LP,,Service,1.0,0.0,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,product_unspsc.unspsc_code_15111511,,,,
product_template_1110,Gasolina Magna 1L,,Service,1.0,1.0,0.001,1.1,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_litre,marin.product_category_fuel,product_unspsc.unspsc_code_15100000,,,,
product_template_1111,Gasolina Premium 1L,,Service,1.0,1.0,0.001,1.1,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_litre,marin.product_category_fuel,product_unspsc.unspsc_code_15100000,,,,
product_template_1112,General hardware,,Service,1.0,21.55,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1113,Grava metro cubico,,Service,1.0,258.62,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1114,Groceries,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1115,Highway Pass Credit,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1116,Highway Pass Recharge,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,True,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin.product_category_highway_toll,,,,,
product_template_1117,Impermeabilizante y sellantes,,Service,1.0,1856.9,0.0,0.0,1.0,,0.0,True,,,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
product_template_1118,Indemnizacion,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,,,True,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_102,product_unspsc.unspsc_code_01010101,,,,
product_template_1119,Infracciones NF,,Service,1.0,1.0,0.0,0.0,1.0,,0.0,True,,True,True,,,,By Quantity,Ordered quantities,On ordered quantities,,uom.product_uom_unit,marin_data.product_category_103,,,,,
