id,name,qty,purchase,sales,product_id/id,package_type_id/id
marin.product_packaging_1305,12x1,12.0,True,True,marin.product_product_2128,marin.stock_package_type_8
marin.product_packaging_1306,12x1,12.0,True,True,marin.product_product_2130,marin.stock_package_type_8
marin.product_packaging_1307,12x1,12.0,True,True,marin.product_product_2131,marin.stock_package_type_8
marin.product_packaging_1308,30x1,30.0,True,True,marin.product_product_2133,marin.stock_package_type_8
marin.product_packaging_1309,12x1,12.0,True,True,marin.product_product_2137,marin.stock_package_type_8
marin.product_packaging_1310,12x1,12.0,True,True,marin.product_product_2139,marin.stock_package_type_8
marin.product_packaging_1311,12x1,12.0,True,True,marin.product_product_2143,marin.stock_package_type_8
marin.product_packaging_1312,12x1,12.0,True,True,marin.product_product_2145,marin.stock_package_type_8
marin.product_packaging_1313,12x1,12.0,True,True,marin.product_product_2148,marin.stock_package_type_8
marin.product_packaging_1314,12x1,12.0,True,True,marin.product_product_2152,marin.stock_package_type_8
marin.product_packaging_1315,12x1,12.0,True,True,marin.product_product_2155,marin.stock_package_type_8
marin.product_packaging_1316,12x1,12.0,True,True,marin.product_product_2156,marin.stock_package_type_8
marin.product_packaging_1317,12x1,12.0,True,True,marin.product_product_2158,marin.stock_package_type_8
marin.product_packaging_1318,12x1,12.0,True,True,marin.product_product_2159,marin.stock_package_type_8
marin.product_packaging_1319,12x1,12.0,True,True,marin.product_product_2161,marin.stock_package_type_8
marin.product_packaging_1320,12x1,12.0,True,True,marin.product_product_2163,marin.stock_package_type_8
marin.product_packaging_1321,12x1,12.0,True,True,marin.product_product_2169,marin.stock_package_type_8
marin.product_packaging_1322,12x1,12.0,True,True,marin.product_product_2170,marin.stock_package_type_29
marin.product_packaging_1323,12x1,12.0,True,True,marin.product_product_2173,marin.stock_package_type_8
marin.product_packaging_1324,12x1,12.0,True,True,marin.product_product_2174,marin.stock_package_type_8
marin.product_packaging_1325,12x1,12.0,True,True,marin.product_product_2182,marin.stock_package_type_8
marin.product_packaging_1326,1x20,1.0,True,True,marin.product_product_2188,marin.stock_package_type_37
marin.product_packaging_1327,12x1,12.0,True,True,marin.product_product_2189,marin.stock_package_type_8
marin.product_packaging_1328,4x1,4.0,True,True,marin.product_product_2190,
marin.product_packaging_1329,12x1,12.0,True,True,marin.product_product_2193,marin.stock_package_type_8
marin.product_packaging_1330,12x1,12.0,True,True,marin.product_product_2196,marin.stock_package_type_8
marin.product_packaging_1331,12x1,12.0,True,True,marin.product_product_2199,marin.stock_package_type_8
marin.product_packaging_1332,2x1,2.0,True,True,marin.product_product_2200,marin.stock_package_type_23
marin.product_packaging_1333,12x1,12.0,True,True,marin.product_product_2203,marin.stock_package_type_8
marin.product_packaging_1334,12x1,12.0,True,True,marin.product_product_2205,marin.stock_package_type_8
marin.product_packaging_1335,1x20,1.0,True,True,marin.product_product_2207,marin.stock_package_type_37
marin.product_packaging_1336,12x1,12.0,True,True,marin.product_product_2211,marin.stock_package_type_8
marin.product_packaging_1337,50kg,0.05,True,True,marin.product_product_2215,marin.stock_package_type_43
marin.product_packaging_1338,1x25,1.0,True,True,marin.product_product_2216,marin.stock_package_type_42
marin.product_packaging_1339,50kg,0.05,True,True,marin.product_product_2218,marin.stock_package_type_43
marin.product_packaging_1340,12x1,12.0,True,True,marin.product_product_2219,marin.stock_package_type_8
marin.product_packaging_1341,12x1,12.0,True,True,marin.product_product_2220,marin.stock_package_type_8
marin.product_packaging_1342,1x18,1.0,True,True,marin.product_product_2221,marin.stock_package_type_36
marin.product_packaging_1343,12x1,12.0,True,True,marin.product_product_2226,marin.stock_package_type_8
marin.product_packaging_1344,10x1,10.0,True,True,marin.product_product_2231,marin.stock_package_type_6
marin.product_packaging_1345,2x1,2.0,True,True,marin.product_product_2232,marin.stock_package_type_23
marin.product_packaging_1346,12x1,12.0,True,True,marin.product_product_2233,marin.stock_package_type_8
marin.product_packaging_1347,12x1,12.0,True,True,marin.product_product_2238,marin.stock_package_type_8
marin.product_packaging_1348,14x1,14.0,True,True,marin.product_product_2239,marin.stock_package_type_36
marin.product_packaging_1349,20x1,20.0,True,True,marin.product_product_2242,
marin.product_packaging_1350,1x20,1.0,True,True,marin.product_product_2245,marin.stock_package_type_37
marin.product_packaging_1351,12x1,12.0,True,True,marin.product_product_2251,marin.stock_package_type_8
marin.product_packaging_1352,1x10,1.0,True,True,marin.product_product_2252,marin.stock_package_type_38
marin.product_packaging_1353,10x1,10.0,True,True,marin.product_product_2255,marin.stock_package_type_3
marin.product_packaging_1354,12x1,12.0,True,True,marin.product_product_2261,marin.stock_package_type_8
marin.product_packaging_1355,16x1,16.0,True,True,marin.product_product_2262,marin.stock_package_type_13
marin.product_packaging_1356,10x1,10.0,True,True,marin.product_product_2263,marin.stock_package_type_1
marin.product_packaging_1357,16x1,16.0,True,True,marin.product_product_2265,marin.stock_package_type_13
marin.product_packaging_1358,12x1,12.0,True,True,marin.product_product_2277,marin.stock_package_type_9
marin.product_packaging_1359,1x20,1.0,True,True,marin.product_product_2284,marin.stock_package_type_41
marin.product_packaging_1360,12x1,12.0,True,True,marin.product_product_2288,marin.stock_package_type_8
marin.product_packaging_1361,10x1,10.0,True,True,marin.product_product_2291,marin.stock_package_type_29
marin.product_packaging_1362,50kg,0.05,True,True,marin.product_product_2294,marin.stock_package_type_43
marin.product_packaging_1363,15x1,15.0,True,True,marin.product_product_2295,marin.stock_package_type_11
marin.product_packaging_1364,12x1,12.0,True,True,marin.product_product_2296,marin.stock_package_type_8
marin.product_packaging_1365,12x1,12.0,True,True,marin.product_product_2301,marin.stock_package_type_8
marin.product_packaging_1366,12x1,12.0,True,True,marin.product_product_2304,marin.stock_package_type_8
marin.product_packaging_1367,12x1,12.0,True,True,marin.product_product_2305,marin.stock_package_type_8
marin.product_packaging_1368,12x1,12.0,True,True,marin.product_product_2308,marin.stock_package_type_8
marin.product_packaging_1369,12x1,12.0,True,True,marin.product_product_2312,marin.stock_package_type_8
marin.product_packaging_1370,50kg,0.05,True,True,marin.product_product_2314,marin.stock_package_type_43
marin.product_packaging_1371,12x1,12.0,True,True,marin.product_product_2324,marin.stock_package_type_8
marin.product_packaging_1372,12x1,12.0,True,True,marin.product_product_2327,marin.stock_package_type_8
marin.product_packaging_1373,50kg,0.05,True,True,marin.product_product_2330,marin.stock_package_type_43
marin.product_packaging_1374,50kg,0.05,True,True,marin.product_product_2331,marin.stock_package_type_43
marin.product_packaging_1375,50kg,0.05,True,True,marin.product_product_2332,marin.stock_package_type_43
marin.product_packaging_1376,50kg,0.05,True,True,marin.product_product_2333,marin.stock_package_type_43
marin.product_packaging_1377,50kg,0.05,True,True,marin.product_product_2334,marin.stock_package_type_43
marin.product_packaging_1378,50kg,0.05,True,True,marin.product_product_2335,marin.stock_package_type_43
marin.product_packaging_1379,50kg,0.05,True,True,marin.product_product_2336,marin.stock_package_type_43
marin.product_packaging_1380,50kg,0.05,True,True,marin.product_product_2337,marin.stock_package_type_43
marin.product_packaging_1381,50kg,0.05,True,True,marin.product_product_2338,marin.stock_package_type_43
marin.product_packaging_1382,50kg,0.05,True,True,marin.product_product_2339,marin.stock_package_type_43
marin.product_packaging_1383,50kg,0.05,True,True,marin.product_product_2340,marin.stock_package_type_43
marin.product_packaging_1384,50kg,0.05,True,True,marin.product_product_2341,marin.stock_package_type_43
marin.product_packaging_1385,50kg,0.05,True,True,marin.product_product_2342,marin.stock_package_type_43
marin.product_packaging_1386,50kg,0.05,True,True,marin.product_product_2344,marin.stock_package_type_43
marin.product_packaging_1387,50kg,0.05,True,True,marin.product_product_2345,marin.stock_package_type_43
marin.product_packaging_1388,50kg,0.05,True,True,marin.product_product_2346,marin.stock_package_type_43
marin.product_packaging_1389,50kg,0.05,True,True,marin.product_product_2347,marin.stock_package_type_43
marin.product_packaging_1390,50kg,0.05,True,True,marin.product_product_2348,marin.stock_package_type_43
marin.product_packaging_1391,50kg,0.05,True,True,marin.product_product_2349,marin.stock_package_type_43
marin.product_packaging_1392,12x1,12.0,True,True,marin.product_product_2351,marin.stock_package_type_8
marin.product_packaging_1393,12x1,12.0,True,True,marin.product_product_2353,marin.stock_package_type_8
marin.product_packaging_1394,12x1,12.0,True,True,marin.product_product_2355,marin.stock_package_type_8
